lemma_slp1	varga	eid	match_type	union_dicts	n_dicts
SUrpa	AK-2.9	2611	exact	BUR CAE CCS MD MW PWG PWK SKD VCP VEI	10
cAlanI	AK-2.9	2612	exact	AP MW SKD VCP	4
titau	AK-2.9	2612	exact	CAE CCS GRA MW PWG PWK SCH VCP VEI	9
syUta	AK-2.9	2613	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
praseva	AK-2.9	2613	exact	BUR MW PWG PWK VCP	5
kaRqola	AK-2.9	2614	exact	BUR MD MW PWG PWK VCP	6
piwa	AK-2.9	2614	exact	BHS BUR MD MW PWG PWK SKD VCP	8
kawa	AK-2.9	2615	exact	BHS BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	13
kiliYjaka	AK-2.9	2615	exact	MW PWK SCH	3
rasavatI	AK-2.9	2616	exact	AP MW SCH SKD VCP	5
pAkasTAna	AK-2.9	2616	exact	MW PWG PWK	3
mahAnasa	AK-2.9	2616	exact	CAE CCS MW PWG PWK VCP	6
pOrogava	AK-2.9	2617	exact	BUR CAE CCS MD MW PWG PWK VCP	8
sUpakAra	AK-2.9	2618	exact	CAE CCS MW PWG PWK SCH VCP	7
ballava	AK-2.9	2618	exact	CAE CCS INM MD MW PWG PWK	7
ArAlika	AK-2.9	2618	exact	BUR MW PWG PWK VCP	5
AnDasika	AK-2.9	2618	exact	BUR MW PWG PWK VCP	5
sUdA	AK-2.9	2618	miss		0
Odanika	AK-2.9	2618	exact	BUR MW PWG PWK SCH VCP	6
guRa	AK-2.9	2618	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP	12
ApUpika	AK-2.9	2619	exact	AP BUR MW PWG PWK SCH VCP	7
kAndavika	AK-2.9	2619	exact	BUR MW PWG PWK VCP	5
BakzyakAra	AK-2.9	2619	exact	MW PWG PWK VCP	4
aSmanta	AK-2.9	2620	exact	AP BUR MW PWG PWK SCH VCP	7
udDAna	AK-2.9	2620	exact	AP BUR MW PWG PWK SCH VCP	7
aDiSrayaRI	AK-2.9	2620	exact	AP BUR MW SCH SKD	5
cullI	AK-2.9	2620	exact	AP CAE CCS MD MW PWG SCH SKD VCP	9
antikA	AK-2.9	2620	exact	AP MW SCH SKD	4
aNgAraDAnikA	AK-2.9	2621	exact	MW PWG PWK SCH SKD	5
aNgAraSakawI	AK-2.9	2621	exact	AP MW PWG PWK SKD VCP	6
hasantI	AK-2.9	2621	exact	AP MW PWG PWK SCH SKD VCP	7
hasanI	AK-2.9	2621	exact	AP BHS MW SKD	4
aNgAra	AK-2.9	2622	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
alAta	AK-2.9	2623	exact	BUR CAE CCS MD MW PWG PWK VCP	8
ulmuka	AK-2.9	2623	exact	BUR CAE CCS INM MD MW PWG PWK VCP VEI	10
ambarIza	AK-2.9	2624	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
BrAzwra	AK-2.9	2624	exact	MD MW PWG PWK SCH VCP	6
kandu	AK-2.9	2625	exact	BUR CAE CCS MD MW PWG PWK VCP	8
svedanI	AK-2.9	2625	exact	AP MW SKD VCP	4
aliYjara	AK-2.9	2626	exact	BUR CAE MW PWG PWK VCP	6
maRika	AK-2.9	2626	exact	BHS CAE CCS INM MD MW PWG PWK VEI	9
karkarI	AK-2.9	2627	exact	AP BHS CAE MW SKD VCP	6
Alu	AK-2.9	2627	exact	AP BHS BUR CAE CCS MD MW PWG PWK SKD VCP	11
galantikA	AK-2.9	2627	exact	AP MW PWG PWK SKD VCP	6
piWara	AK-2.9	2628	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
sTAlI	AK-2.9	2628	exact	AP MW SKD VEI	4
uKA	AK-2.9	2628	exact	AP BUR GRA MW SKD VCP VEI	7
kuRqa	AK-2.9	2628	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
kalaSa	AK-2.9	2629	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
Gawa	AK-2.9	2629	exact	BUR CAE CCS MD MW PWG PWK SCH SKD VCP	10
kuwa	AK-2.9	2629	exact	BUR GRA MW PWG PWK SCH SKD VCP	8
nipa	AK-2.9	2629	exact	BUR CAE CCS GRA MW PWG PWK SCH VCP	9
SarAva	AK-2.9	2630	exact	BUR CAE CCS MD MW PWG PWK VCP VEI	9
varDamAnaka	AK-2.9	2630	exact	BHS MW PWG PWK SCH	5
fjIza	AK-2.9	2631	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
pizwapacana	AK-2.9	2631	exact	MD MW PWG PWK VCP	5
kaMsa	AK-2.9	2632	exact	BUR CAE CCS INM MD MW PWG PWK SCH VCP VEI	11
pAnaBAjana	AK-2.9	2632	exact	MW PWG PWK	3
kutU	AK-2.9	2633	exact	MW PWG PWK VCP	4
kftti	AK-2.9	2633	exact	BUR GRA MD MW PWG PWK VCP	7
kutupa	AK-2.9	2634	exact	BHS BUR MW PWG PWK SCH VCP	7
Avapana	AK-2.9	2635	exact	CAE CCS MD MW PWG PWK VCP	7
BARqa	AK-2.9	2635	exact	BHS BUR CAE CCS MD MW PWG PWK SCH VCP	10
pAtra	AK-2.9	2635	exact	BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	12
amatra	AK-2.9	2635	exact	AP BUR CAE GRA MW PWG PWK SCH VCP VEI	10
BAjana	AK-2.9	2635	exact	BHS CAE CCS MD MW PWG PWK VCP	8
darvi	AK-2.9	2636	exact	CAE CCS GRA MD MW PWG PWK VCP VEI	9
kambi	AK-2.9	2636	exact	BUR MW PWG PWK VCP	5
KajAkA	AK-2.9	2636	exact	AP MW SKD	3
tardU	AK-2.9	2637	exact	AP BUR MW PWG PWK VCP	6
dAruhastaka	AK-2.9	2637	exact	MW PWG PWK VCP	4
SAka	AK-2.9	2638	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
haritaka	AK-2.9	2638	exact	MW PWG PWK VCP	4
Sigru	AK-2.9	2638	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
kalamba	AK-2.9	2639	exact	BUR MW PWG PWK VCP	5
kaqamba	AK-2.9	2639	exact	BUR MW PWG PWK VCP	5
vezavAra	AK-2.9	2640	exact	MW PWG PWK	3
upaskara	AK-2.9	2640	exact	BUR CAE CCS MD MW PWG PWK VCP	8
tintiqIka	AK-2.9	2641	exact	MW PWG PWK SCH VCP	5
cukra	AK-2.9	2641	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
vfkzAmla	AK-2.9	2641	exact	MW PWG PWK VCP	4
vellaja	AK-2.9	2642	exact	MW PWG PWK VCP	4
marIca	AK-2.9	2642	exact	CAE CCS MD MW PWG PWK VCP	7
kolaka	AK-2.9	2642	exact	BHS CAE CCS MD MW PWG PWK VCP	8
kfzRa	AK-2.9	2642	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	13
OzaRa	AK-2.9	2642	exact	BUR MW PWG PWK	4
Darmapattana	AK-2.9	2642	exact	MW PWG PWK VCP	4
jIraka	AK-2.9	2643	exact	MW PWG PWK	3
jaraRa	AK-2.9	2643	exact	AP BUR CAE CCS GRA MW PWG PWK VCP	9
ajAjI	AK-2.9	2643	exact	AP BUR MW PWG PWK SKD VCP	7
kaRA	AK-2.9	2643	exact	AP MW SKD	3
suzavI	AK-2.9	2644	exact	AP BUR MW PWG PWK SKD VCP	7
kAravI	AK-2.9	2644	exact	AP BUR MW PWG PWK SKD VCP	7
pfTvI	AK-2.9	2644	exact	AP BHS BUR CCS INM MD MW PWG PWK SKD VCP	11
pfTu	AK-2.9	2644	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
kAlA	AK-2.9	2644	exact	AP INM MW SKD VCP	5
upakuYjikA	AK-2.9	2644	miss		0
Ardraka	AK-2.9	2645	exact	AP MW PWG PWK VCP	5
SfNgabera	AK-2.9	2645	miss		0
CatrA	AK-2.9	2646	exact	AP	1
vitunnaka	AK-2.9	2646	exact	MW PWG PWK	3
kustumbaru	AK-2.9	2646	exact	INM MW PWG PWK	4
DAnyAka	AK-2.9	2646	exact	PWG SCH VCP	3
SuRWI	AK-2.9	2647	exact	AP CAE MD MW PWK SCH SKD VCP	8
mahOzaDa	AK-2.9	2647	exact	BHS BUR CAE CCS INM MW PWG PWK VCP	9
viSva	AK-2.9	2647	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	12
nAgara	AK-2.9	2647	exact	AP BHS BUR CAE CCS MD MW PWG PWK VCP	10
viSvaBezaja	AK-2.9	2647	exact	CAE CCS GRA MW PWG PWK VCP	7
AranAlaka	AK-2.9	2648	exact	MW PWG	2
sOvIra	AK-2.9	2648	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
kulmAza	AK-2.9	2648	exact	BUR CAE CCS MD MW PWG PWK VCP VEI	9
aBizuta	AK-2.9	2648	exact	AP BUR MW PWG PWK VCP	6
avantisoma	AK-2.9	2648	exact	MW PWG PWK SCH VCP	5
DAnyAmla	AK-2.9	2648	exact	MW PWG PWK VCP	4
kuYjala	AK-2.9	2648	exact	BUR INM MW PWG PWK VCP	6
kAYjika	AK-2.9	2648	exact	BUR CAE CCS MD MW PWG PWK VCP	8
sahasraveDi	AK-2.9	2649	exact	SKD	1
jatuka	AK-2.9	2649	exact	MW PWG PWK VCP	4
balhIka	AK-2.9	2649	exact	PWG PWK	2
hiNgu	AK-2.9	2649	exact	AP BUR CAE CCS MD MW PWG PWK SKD VCP	10
rAmaWa	AK-2.9	2649	exact	CAE CCS INM MW PWG PWK VCP	7
kAravI	AK-2.9	2650	exact	AP BUR MW PWG PWK SKD VCP	7
pfTvI	AK-2.9	2650	exact	AP BHS BUR CCS INM MD MW PWG PWK SKD VCP	11
bAzpikA	AK-2.9	2650	exact	MW	1
kabarI	AK-2.9	2650	exact	AP	1
pfTu	AK-2.9	2650	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
niSAhvA	AK-2.9	2651	exact	AP MW PWG PWK SKD VCP	6
kAYcanI	AK-2.9	2651	exact	AP MW SKD VCP	4
pItA	AK-2.9	2651	exact	MW SKD	2
haridrA	AK-2.9	2651	exact	AP MD MW SCH SKD VCP	6
varavarRinI	AK-2.9	2651	exact	AP BUR INM SKD VCP	5
sAmudra	AK-2.9	2652	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK VCP	11
lavaRa	AK-2.9	2652	exact	AP BUR CAE CCS INM MD MW PWG PWK VCP VEI	11
akzIva	AK-2.9	2652	exact	AP BUR PWG SCH VCP	5
vaSira	AK-2.9	2652	exact	BUR MW PWG PWK VCP	5
sEnDava	AK-2.9	2653	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK VCP VEI	12
SItaSiva	AK-2.9	2653	exact	MW PWG PWK VCP	4
mARimanTa	AK-2.9	2653	exact	BUR MW PWG PWK VCP	5
sinDuja	AK-2.9	2653	exact	AP CAE CCS INM MW PWG PWK VCP	8
rOmaka	AK-2.9	2654	exact	AP MW PWG PWK	4
vasuka	AK-2.9	2654	exact	MW PWG PWK VCP	4
pAkya	AK-2.9	2655	exact	AP BUR CAE CCS MW PWG PWK VCP	8
biqa	AK-2.9	2655	exact	SCH	1
sOvarcala	AK-2.9	2656	exact	AP BUR MD MW PWG PWK VCP	7
akza	AK-2.9	2656	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	13
rucaka	AK-2.9	2656	exact	AP CAE CCS MD MW PWG PWK SCH VCP	9
tilaka	AK-2.9	2657	exact	CAE CCS MD MW PWG PWK SCH VCP	8
matsyaRqI	AK-2.9	2658	exact	AP MW PWK SKD VCP	5
PARita	AK-2.9	2658	exact	MD MW PWG PWK VCP	5
KaRqavikAra	AK-2.9	2658	miss		0
SarkarA	AK-2.9	2659	exact	AP BUR MW SKD VCP VEI	6
sitA	AK-2.9	2659	exact	AP MW SCH SKD VCP	5
kUrcikA	AK-2.9	2660	exact	AP MW PWG SCH VCP	5
rasAlA	AK-2.9	2661	exact	AP MW SCH SKD	4
mArjitA	AK-2.9	2661	exact	AP SKD	2
temana	AK-2.9	2662	exact	MW PWG PWK SCH VCP	5
nizWAna	AK-2.9	2662	exact	BHS MW PWG PWK VCP	5
SUlAkfta	AK-2.9	2663	exact	MW VCP	2
Bawitra	AK-2.9	2663	exact	AP BUR MW PWG PWK VCP	6
SUlya	AK-2.9	2663	exact	AP CAE CCS MW PWG PWK VCP	7
uKya	AK-2.9	2664	exact	AP CAE CCS MD MW PWG PWK VCP	8
pEWara	AK-2.9	2664	exact	AP BUR CAE CCS MW PWG PWK VCP	8
praRIta	AK-2.9	2665	exact	AP BHS BUR CAE CCS MW PWG PWK	8
upasampanna	AK-2.9	2665	exact	BUR VCP	2
prayasta	AK-2.9	2666	exact	AP CAE CCS MW PWG VCP	6
susaMskfta	AK-2.9	2666	exact	AP CAE CCS GRA MW PWG PWK VCP	8
picCila	AK-2.9	2667	exact	AP CAE MD MW PWG PWK VCP	7
vijila	AK-2.9	2667	exact	BUR MW PWG PWK VCP	5
sammfzwa	AK-2.9	2668	exact	BUR MW VCP	3
SoDita	AK-2.9	2668	exact	AP MW VCP	3
cikkaRa	AK-2.9	2669	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
masfRa	AK-2.9	2669	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
snigDa	AK-2.9	2669	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
BAvita	AK-2.9	2670	exact	AP CAE CCS MD MW PWG PWK VCP	8
vAsita	AK-2.9	2670	exact	AP BUR CAE MD MW PWG PWK VCP	8
Apakva	AK-2.9	2671	exact	AP BUR MD MW PWG PWK VCP	7
pOli	AK-2.9	2671	exact	BUR MW PWG PWK VCP	5
aByUza	AK-2.9	2671	exact	MW PWG PWK VCP	4
lAja	AK-2.9	2672	exact	BUR CAE CCS MD MW PWG PWK SKD VCP VEI	10
akzata	AK-2.9	2673	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	12
pfTuka	AK-2.9	2674	exact	BHS CAE CCS MD MW PWG PWK VCP	8
cipiwaka	AK-2.9	2674	exact	MW PWG PWK	3
DAnA	AK-2.9	2675	exact	CAE CCS GRA MD MW PWG PWK SKD VCP VEI	10
Bfzwayava	AK-2.9	2675	exact	MW VCP	2
pUpa	AK-2.9	2676	exact	BUR CAE CCS MD MW PWG PWK VCP	8
apUpa	AK-2.9	2676	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
pizwaka	AK-2.9	2676	exact	BHS CAE CCS MW PWG PWK VCP	7
karamBa	AK-2.9	2677	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
daDisaktu	AK-2.9	2677	exact	AP MW PWG PWK VCP	5
BissA	AK-2.9	2678	exact	AP BUR MW PWG PWK SKD	6
Bakta	AK-2.9	2678	exact	AP BHS BUR CAE CCS MD MW PWG PWK VCP	10
anDa	AK-2.9	2678	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
anna	AK-2.9	2678	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
odana	AK-2.9	2678	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
dIdivi	AK-2.9	2678	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP	11
BissawA	AK-2.9	2679	exact	AP BUR MW PWG PWK SKD VCP	7
dagDikA	AK-2.9	2679	exact	AP PWG PWK SKD VCP	5
maRqa	AK-2.9	2680	exact	BHS BUR CAE CCS MD MW PWG PWK VCP VEI	10
mAsara	AK-2.9	2681	exact	BUR CAE CCS MW PWG PWK VCP VEI	8
AcAma	AK-2.9	2681	exact	BUR CAE CCS MD MW PWG PWK VCP	8
nisrAva	AK-2.9	2681	exact	BHS BUR CAE MW PWG PWK VCP	7
yavAgU	AK-2.9	2682	exact	AP CAE CCS MD MW PWG PWK VCP VEI	9
uzRikA	AK-2.9	2682	exact	AP BUR MW PWG PWK SKD VCP	7
SrARA	AK-2.9	2682	exact	AP MW SKD	3
vilepI	AK-2.9	2682	exact	AP MW SKD	3
taralA	AK-2.9	2682	exact	AP MW SKD	3
mrakzaRa	AK-2.9	2683	exact	BUR CAE CCS MD MW PWG PWK VCP	8
aByaYjana	AK-2.9	2683	exact	CAE GRA MW PWG PWK VCP	6
tEla	AK-2.9	2683	exact	BUR CAE CCS MD MW PWG PWK VCP VEI	9
kfsara	AK-2.9	2684	exact	BUR CAE CCS MD MW PWG PWK VCP VEI	9
tilOdana	AK-2.9	2684	exact	BUR CAE MW PWG PWK VCP	6
gavya	AK-2.9	2685	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
goviz	AK-2.9	2686	exact	AP BUR MW PWG PWK VCP	6
gomaya	AK-2.9	2686	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
karIza	AK-2.9	2687	exact	BUR CAE MD MW PWG PWK SCH VCP VEI	9
dugDa	AK-2.9	2688	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
kzIra	AK-2.9	2688	exact	BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	12
payas	AK-2.9	2688	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
payasya	AK-2.9	2689	exact	AP CAE CCS INM MD MW PWG PWK SCH VCP	10
drapsya	AK-2.9	2690	exact	MW PWG PWK	3
daDi	AK-2.9	2690	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	12
Gfta	AK-2.9	2691	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
Ajya	AK-2.9	2691	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
havis	AK-2.9	2691	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
sarpis	AK-2.9	2691	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
navanIta	AK-2.9	2692	exact	MD MW PWG PWK VCP VEI	6
hEyaNgavIna	AK-2.9	2693	exact	BUR VCP	2
daRqAhata	AK-2.9	2694	exact	MW PWG PWK VCP	4
kAlaSeya	AK-2.9	2694	exact	BUR MD MW PWG PWK VCP	6
arizwa	AK-2.9	2694	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
gorasa	AK-2.9	2694	exact	BUR CAE CCS MW PWG PWK VCP	7
takra	AK-2.9	2695	exact	BUR CAE CCS MD MW PWG PWK VCP	8
udaSvit	AK-2.9	2696	exact	AP BUR MW PWG PWK SCH SKD VCP	8
maTita	AK-2.9	2697	exact	AP BUR MW PWG PWK VCP	6
maRqa	AK-2.9	2698	exact	BHS BUR CAE CCS MD MW PWG PWK VCP VEI	10
mastu	AK-2.9	2699	exact	AP BHS BUR CAE CCS MD MW PWG PWK SKD VEI	11
pIyUza	AK-2.9	2700	exact	CAE CCS GRA MD MW PWG PWK VCP VEI	9
aSanAyA	AK-2.9	2701	exact	AP CAE CCS MD MW PWG PWK SKD VCP	9
buBukzA	AK-2.9	2701	exact	AP CAE CCS MD MW PWG PWK SKD VCP	9
kzut	AK-2.9	2701	exact	AP BUR CAE CCS MD MW PWG PWK SKD VCP	10
grAsa	AK-2.9	2702	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
kavala	AK-2.9	2702	exact	BUR CAE CCS MD MW PWG PWK VCP	8
sapIti	AK-2.9	2703	exact	BUR CAE CCS GRA MW PWG PWK SCH VCP	9
tulyapAna	AK-2.9	2703	exact	MW PWG PWK VCP	4
sagDi	AK-2.9	2704	exact	BUR CAE CCS MD MW PWG PWK VCP	8
sahaBojana	AK-2.9	2704	exact	CAE CCS MW PWG PWK VCP	6
udanyA	AK-2.9	2705	exact	AP MW SKD VCP	4
pipAsA	AK-2.9	2705	exact	AP BHS BUR CAE CCS MW PWG PWK SCH SKD VCP	11
tfz	AK-2.9	2705	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK VCP	11
tarza	AK-2.9	2705	exact	BUR CAE CCS MD MW PWG PWK VCP	8
jagDi	AK-2.9	2706	exact	BUR CAE CCS MD MW PWG PWK VCP	8
Bojana	AK-2.9	2706	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
jemana	AK-2.9	2706	exact	BUR CAE CCS MW PWG PWK SCH VCP	8
leha	AK-2.9	2706	exact	BUR CAE CCS MD MW PWG PWK VCP	8
AhAra	AK-2.9	2706	exact	AP BHS BUR CAE CCS MD MW PWG PWK VCP	10
niGasa	AK-2.9	2706	exact	BUR MW PWG PWK VCP	5
nyAda	AK-2.9	2706	exact	BUR MW PWG PWK SCH VCP	6
sOhitya	AK-2.9	2707	exact	BUR CAE CCS MD MW PWG PWK VCP	8
tarpaRa	AK-2.9	2707	exact	AP BHS CAE CCS MD MW PWG PWK VCP	9
tfpti	AK-2.9	2707	exact	BUR CAE CCS GRA MD MW PWG PWK VCP	9
PelA	AK-2.9	2708	exact	AP BHS MW PWK SCH SKD VCP	7
BuktasamujJita	AK-2.9	2708	exact	MW PWG PWK VCP	4
kAma	AK-2.9	2709	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP	13
prakAmam	AK-2.9	2709	exact	AP MW VCP	3
paryApta	AK-2.9	2709	exact	AP BUR CAE CCS MD MW PWG	7
nikAmam	AK-2.9	2709	exact	AP BUR	2
izwa	AK-2.9	2709	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP	11
yaTepsitam	AK-2.9	2709	exact	AP MW	2
gopa	AK-2.9	2710	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
gopAla	AK-2.9	2710	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
gosaNKya	AK-2.9	2710	exact	BUR VCP	2
goDuk	AK-2.9	2710	exact	SKD	1
ABIra	AK-2.9	2710	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
vallava	AK-2.9	2710	exact	BUR MW SCH VCP	4
pAdabanDana	AK-2.9	2711	exact	MW PWG PWK VCP	4
gavISvara	AK-2.9	2712	exact	BUR MW PWG PWK VCP	5
gomat	AK-2.9	2712	exact	AP BUR GRA MD MW PWG PWK VCP	8
gomin	AK-2.9	2712	exact	AP BUR CAE CCS MW PWG PWK VCP	8
gokula	AK-2.9	2713	exact	CAE CCS INM MW PWG PWK VCP	7
goDana	AK-2.9	2713	exact	BUR CAE CCS MW PWG PWK SCH VCP	8
ASitaNgavIna	AK-2.9	2714	exact	VCP	1
ukzan	AK-2.9	2715	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	12
Badra	AK-2.9	2715	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	13
balIvarda	AK-2.9	2715	exact	CAE CCS MD PWG PWK	5
fzaBa	AK-2.9	2715	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
vfzaBa	AK-2.9	2715	exact	BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
vfza	AK-2.9	2715	exact	BUR CAE CCS INM MD MW PWG PWK SCH SKD VCP VEI	12
anaquh	AK-2.9	2715	exact	AP BUR MW PWG VCP	5
sOraBeya	AK-2.9	2715	exact	AP CAE CCS INM MW PWG VCP	7
go	AK-2.9	2715	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
Okzaka	AK-2.9	2716	exact	BUR CAE MD MW PWG PWK SCH	7
gavyA	AK-2.9	2717	exact	AP GRA MW PWG SKD VEI	6
gotrA	AK-2.9	2717	exact	AP MW SKD VCP	4
vAtsaka	AK-2.9	2718	exact	BUR MW PWG PWK SCH VCP	6
DEnuka	AK-2.9	2719	exact	BUR MW PWG PWK SCH VCP	6
mahokza	AK-2.9	2720	exact	BUR CAE CCS MD MW PWG PWK SCH VCP VEI	10
vfdDokza	AK-2.9	2721	exact	CAE CCS MD MW PWG PWK VCP	7
jaradgava	AK-2.9	2721	exact	BUR CAE CCS MD MW PWG PWK VCP	8
jAtokza	AK-2.9	2722	exact	BUR MW PWG PWK VCP	5
tarRaka	AK-2.9	2723	exact	CAE CCS MD MW PWK	5
Sakftkari	AK-2.9	2724	exact	MW PWG PWK SCH VCP	5
vatsa	AK-2.9	2724	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
damya	AK-2.9	2725	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP	11
vatsatara	AK-2.9	2725	exact	CAE CCS MW PWG PWK VCP VEI	7
ArzaBya	AK-2.9	2726	exact	BUR MW PWG VCP	4
zaRqatAyogya	AK-2.9	2726	exact	MW	1
zaRqa	AK-2.9	2727	exact	BUR CAE CCS INM MD MW PWG PWK VCP VEI	10
gopati	AK-2.9	2727	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
iwcara	AK-2.9	2727	exact	BUR MW PWG PWK VCP	5
vaha	AK-2.9	2728	exact	BUR CAE CCS MD MW PWG PWK SKD VCP	9
sAsnA	AK-2.9	2729	exact	AP BUR CAE CCS MD MW PWG PWK SKD VCP	10
galakambala	AK-2.9	2729	exact	MW PWG PWK VCP	4
nastita	AK-2.9	2730	exact	AP MW PWG PWK VCP	5
nasyota	AK-2.9	2730	exact	CAE CCS MW PWG PWK VCP	6
prazWavAh	AK-2.9	2731	exact	AP PWG PWK VCP	4
yugapArSvaga	AK-2.9	2731	exact	AP MW PWG PWK VCP	5
yugya	AK-2.9	2732	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
prAsaNgya	AK-2.9	2733	exact	MW PWG PWK	3
SAkawa	AK-2.9	2734	exact	AP BUR MW PWG PWK VCP	6
hAlika	AK-2.9	2735	exact	BUR CAE CCS MD MW PWG PWK VCP	8
sErika	AK-2.9	2735	exact	AP BUR MW PWG PWK SCH VCP	7
Durvaha	AK-2.9	2736	exact	PWG PWK	2
Durya	AK-2.9	2736	exact	AP CAE CCS MD MW PWG PWK SCH	8
DOreya	AK-2.9	2736	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
DurIRa	AK-2.9	2736	exact	AP MD MW PWG PWK VCP	6
saDuranDara	AK-2.9	2736	miss		0
ekaDurIRa	AK-2.9	2737	exact	AP MW PWG PWK	4
ekaDura	AK-2.9	2737	exact	AP BUR MW PWG PWK	5
ekaDurAvaha	AK-2.9	2737	exact	AP MW PWG PWK VCP	5
sarvaDurIRa	AK-2.9	2738	exact	MW PWG PWK VCP	4
sarvaDurAvaha	AK-2.9	2738	exact	MW PWG PWK VCP	4
mAheyI	AK-2.9	2739	exact	AP MW SKD	3
sOraBeyI	AK-2.9	2739	exact	AP INM MW PWK SKD	5
go	AK-2.9	2739	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
usrA	AK-2.9	2739	exact	AP MD MW SKD	4
mAtf	AK-2.9	2739	exact	AP BUR CAE GRA INM MD MW VCP VEI	9
SfNgiRI	AK-2.9	2739	exact	AP MW SKD	3
arjunI	AK-2.9	2739	exact	AP MW VEI	3
aGnyA	AK-2.9	2739	exact	AP BUR MW SKD VEI	5
rohiRI	AK-2.9	2739	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SKD VCP VEI	13
nEcikI	AK-2.9	2740	exact	AP MW SKD VCP	4
SabalI	AK-2.9	2741	exact	AP MD MW PWK	4
DavalA	AK-2.9	2741	exact	AP SKD VCP	3
dvihAyanI	AK-2.9	2742	exact	BUR MW SKD	3
ekahAyanI	AK-2.9	2743	exact	AP BUR MW SKD VCP	5
caturhAyaRI	AK-2.9	2744	exact	MW	1
trihAyaRI	AK-2.9	2745	exact	BUR SKD	2
