# Catalan dictionary headwords NOT found in any CDSL dictionary
# (accent- and compound-insensitive k1 match against all 43 CDSL dicts in csl-orig/v02)
# total uncovered headwords: 4680  (unique normalized keys: 4670)


## suspect-char  (126)
˜  pra-√kāṅkṣ                           	  prakANkz
nigama-vacana-siddha-                   	nigamavacanasidDa
nija-śakti-samutpanna-                  	nijaSaktisamutpanna
nija-bodha-dṛṣṭi-                       	nijaboDadfzwi
nimitta-naimittika-prasaṅga-            	nimittanEmittikaprasaNga
nirasta-māyākṛta-sarvabheda-            	nirastamAyAkftasarvaBeda
nirvāṇa-saṃ-dāyinī-                     	nirvARasaMdAyinI
nirvāta-dīpa-vat                        	nirvAtadIpavat
nirvikalpākhya-samādhi-niścala-         	nirvikalpAKyasamADiniScala
nitya-śuddha-buddha-mukta-satya-svabhāva-	nityaSudDabudDamuktasatyasvaBAva
nitya-bodha-svarūpin-                   	nityaboDasvarUpin
niṣedha-mukha-pramāṇa-gamya-            	nizeDamuKapramARagamya
niṣiddha-karma-janya-                   	nizidDakarmajanya
pāṇi-pādādi-mat-                        	pARipAdAdimat
pāda-nibaddha-śṛṅkhala-                 	pAdanibadDaSfNKala
pārthivī-dhāraṇā-mudrā-                 	pArTivIDAraRAmudrA
pīlu-pāka-vāda-                         	pIlupAkavAda
pūrva-jāti-jñāna-                       	pUrvajAtijYAna
paṅgv-andha-vad                         	paNgvanDavad
pañcī-karaṇa-bhūta-mātra-               	paYcIkaraRaBUtamAtra
pañcī-karaṇa-kṛta-                      	paYcIkaraRakfta
pañcī-karaṇa-pañca-bhūta-               	paYcIkaraRapaYcaBUta
pañca-buddhyādi-mūla-                   	paYcabudDyAdimUla
pañca-duḥkhogha-vega-                   	paYcaduHKoGavega
pañca-kleṣa-bheda-                      	paYcaklezaBeda
pañca-koṣa-vilakṣaṇa-                   	paYcakozavilakzaRa
pañca-vidha-kṛtya-kāritva-              	paYcaviDakftyakAritva
pañca-ṣaṣti-tama-                       	paYcazaztitama
padārtha-sāmānya-lakṣaṇa-               	padArTasAmAnyalakzaRa
pakṣa-pāta-vinirmukti-                  	pakzapAtavinirmukti
parāṅ-mukhī-bhūta-                      	parANmuKIBUta
para-śramāpanoda-pravaṇa-               	paraSramApanodapravaRa
para-dāra-dārin-                        	paradAradArin
para-doṣa-kīrtana-                      	paradozakIrtana
parama-mahat-parināma-vat-              	paramamahatparinAmavat
parama-mahat-tva-                       	paramamahattva
para-puruṣa-saṃgati-                    	parapuruzasaMgati
para-tattva-bodha-                      	paratattvaboDa
parināma-krama-samāpti-                 	parinAmakramasamApti
parināma-tāpa-saṃskāra-duḥkha-          	parinAmatApasaMskAraduHKa
parināma-traya-saṃyama-                 	parinAmatrayasaMyama
pascād-bāhu-baddha-                     	pascAdbAhubadDa
pascād-baddha-puruṣa-                   	pascAdbadDapuruza
paṭa-rūpa-jananopakṣīṇatva-             	pawarUpajananopakzIRatva
paṭu-vāsanā-traya-                      	pawuvAsanAtraya
piṇḍī-bhāva-hetu-                       	piRqIBAvahetu
piṭhara-pāka-vāda-                      	piWarapAkavAda
piṭhara-pāka-vādin-                     	piWarapAkavAdin
pitṛ-loka-kāma-                         	pitflokakAma
pitṛ-sadman-gocara-                     	pitfsadmangocara
piṣṭa-peśaṇa- nyāya-                    	pizwapeSaRa nyAya
prārthanā-dukha-bhāj-                   	prArTanAduKaBAj
prārthanā-siddhi-śaṃsin-                	prArTanAsidDiSaMsin
prārabdha-sūtra-grathita-               	prArabDasUtragraTita
praśithila- saṃyoga-janya-              	praSiTila saMyogajanya
prahva-praśraya-sevana-                 	prahvapraSrayasevana
prajā-rañjana-mātra-                    	prajAraYjanamAtra
prakṛti-vikṛti-bhinna-                  	prakftivikftiBinna
pramadā-kānana-pālikā-                  	pramadAkAnanapAlikA
prasnuta-payo-dharā-                    	prasnutapayoDarA
prasrava-deha-sveda-                    	prasravadehasveda
pratikūla-ve-danīyatva-                 	pratikUlavedanIyatva
pratiniviṣṭa-mūrkha-jana-               	pratinivizwamUrKajana
pratipra-tiguṇāśra-ya-viśeṣa-           	pratipratiguRASrayaviSeza
pratiyogi-samavāyikāraṇa-vṛtti-         	pratiyogisamavAyikAraRavftti
puṃ-vat-bhāva-                          	puMvatBAva
puṇya-vāg-buddha-karmin-                	puRyavAgbudDakarmin
puṭa-pāka-śodhita-                      	puwapAkaSoDita
rātrī-ṃ-diva-                           	rAtrIMdiva
rātrī-pa-ryuṣita-                       	rAtrIparyuzita
rūpa-lāvaṇya-bala-vajra-saṃhananatva-   	rUpalAvaRyabalavajrasaMhananatva
rajas-tamodoṣa-vat-                     	rajastamodozavat
rajju-viveka-tas                        	rajjuvivekatas
rajo-dharma-vatī-                       	rajoDarmavatI
ravi-tulya-rūpa-                        	ravitulyarUpa
sādhya-vyāpaka-tva-                     	sADyavyApakatva
sādṛśya-viśiṣṭa-piṇḍa-jñāna-            	sAdfSyaviSizwapiRqajYAna
sākṣi-praśna-vidhana-                   	sAkzipraSnaviDana
sāmānya-to-dṛṣta-                       	sAmAnyatodfzta
sāra-vastu-tā-                          	sAravastutA
sāttvika-priya-kāryatva-                	sAttvikapriyakAryatva
sīt-kari-kumbhaka-                      	sItkarikumBaka
sphaṭika-śilā-maṇḍāpa-                  	sPawikaSilAmaRqApa
sphuṭa-bodha-cakṣus-                    	sPuwaboDacakzus
sthālī-pāka-purīṣa-                     	sTAlIpAkapurIza
sthāny-ādeśa-bhāva-                     	sTAnyAdeSaBAva
sthūla-bhogāyatana-tva-                 	sTUlaBogAyatanatva
sthūla-śarīrādipraviṣṭa-tva-            	sTUlaSarIrAdipravizwatva
sthūla-śarīra-hetu-                     	sTUlaSarIrahetu
sthūla-śarīra-laya-sthāna-              	sTUlaSarIralayasTAna
sthūla-padārtha-sevā-                   	sTUlapadArTasevA
sthūla-prapañca-laya-sthāna-            	sTUlaprapaYcalayasTAna
sthūla-sūkṣmaprapañca-laya-sthāna-      	sTUlasUkzmaprapaYcalayasTAna
sthūla-svarūpasūkṣmānvayārthavattva-saṃyama-	sTUlasvarUpasUkzmAnvayArTavattvasaMyama
sthūla-vyāṣṭi-samaṣṭi-                  	sTUlavyAzwisamazwi
sūkṣma-kāla-bheda-                      	sUkzmakAlaBeda
sūkṣma-vyavahita-viprakṛṣṭa-jñāna-      	sUkzmavyavahitaviprakfzwajYAna
sūrya-bheda-kumbhaka-                   	sUryaBedakumBaka
sūrya-bheda-prāṇāyāma-                  	sUryaBedaprARAyAma
saṃśaya-graha-grasta-                   	saMSayagrahagrasta
saṃbandhi-śabda-tva-                    	saMbanDiSabdatva
saṃjñā-saṃjñi-saṃbandha-                	saMjYAsaMjYisaMbanDa
saṃjñā-saṃjñi-saṃbandha-jñāna-          	saMjYAsaMjYisaMbanDajYAna
saṃkalpana-sparśana-dṛṣṭi-moha-         	saMkalpanasparSanadfzwimoha
saṃkalpa-niścayāhaṃkārya--caitta-       	saMkalpaniScayAhaMkAryacEtta
saṃnidhi-vartin-viyoga-                 	saMniDivartinviyoga
saṃsāra-bhaya-nāśana-                   	saMsAraBayanASana
saṃsāra-dāvānalatāpa-tapta-             	saMsAradAvAnalatApatapta
saṃsāra-duḥkha-kṣati-                   	saMsAraduHKakzati
saṃsāra-kārāgṛha-mokṣa-                 	saMsArakArAgfhamokza
saṃsāra-mokṣa-sthiti-bandha-hetu-       	saMsAramokzasTitibanDahetu
saṃvid-devatā-cakra-                    	saMviddevatAcakra
sad-ānanda-sindhu-                      	sadAnandasinDu
sad-asad-vicāra-                        	sadasadvicAra
sad-ekatva-vijñāna-                     	sadekatvavijYAna
sad-ekatva-vilokana-                    	sadekatvavilokana
sadṛśa-bhartṛ-gaminī-                   	sadfSaBartfgaminI
sad-vāsanāsphūrti-vijṛmbhaṇa-           	sadvAsanAsPUrtivijfmBaRa
saha-ja-saṃvit-                         	sahajasaMvit
saha-ja-vidyā-                          	sahajavidyA
saha-pāṃśu-krīḍita-                     	sahapAMSukrIqita
sajala-jala-dharaśyāmala-               	sajalajalaDaraSyAmala
samādhi-yukta-citta-                    	samADiyuktacitta
sámasta-vāsanā-granthi-                 	samastavAsanAgranTi
samyag-darśana-saṃpanna-                	samyagdarSanasaMpanna
samyag-jñāna-hutāśana-                  	samyagjYAnahutASana
samyak-padārtha-darśana-                	samyakpadArTadarSana
samyak-sarvo-parama-                    	samyaksarvoparama
sapta-dvāra-kīrṇa-                      	saptadvArakIrRa
sapta-rūpa-vinivṛtta-                   	saptarUpavinivftta
sapta-viṃśat-tama-                      	saptaviMSattama
sarpa-deva-jana-vidyā-                  	sarpadevajanavidyA
sarva-bhūta-guhā-śāya-                  	sarvaBUtaguhASAya
sarva-bhūta-ruta-jñāna-                 	sarvaBUtarutajYAna
sarva-jña-bīja-                         	sarvajYabIja
sarva-narābhimāni-tva-                  	sarvanarABimAnitva
sarva-prakāra pramiti-praśānti-         	sarvaprakAra pramitipraSAnti
sarva-pramāṇa-siddhatva-                	sarvapramARasidDatva
sarva-rūpa-bhaj-                        	sarvarUpaBaj
sarva-vikāra-vettṛ-                     	sarvavikAravettf
sarva-vyāpṛti-karaṇa-                   	sarvavyApftikaraRa
sasāgara-mahīprāpty-ekahetu-            	sasAgaramahIprAptyekahetu
satata-vimalabodhānanda-rūpa-           	satatavimalaboDAnandarUpa
satya-ṃ-kara-                           	satyaMkara
savya-sācin-tas                         	savyasAcintas
savya-sācin-viṣāṇavat                   	savyasAcinvizARavat
siṃha-vikrānta-gami-tā-                 	siMhavikrAntagamitA
siṣādhayiṣā-viraha-sahakṛta-            	sizADayizAvirahasahakfta
smaraṇa-viṣaya-bhūta-                   	smaraRavizayaBUta
srak-candana-stryādi-vicitrarūpa-       	srakcandanastryAdivicitrarUpa
stimita-samādhi-suci-                   	stimitasamADisuci
strī-jana-vallabha-                     	strIjanavallaBa
strī-loka-kāma-                         	strIlokakAma
sukha-duḥkha-bhoga-                     	suKaduHKaBoga
sukha-duḥkha-hetu-                      	suKaduHKahetu
sukha-duḥkha-puṇyāpuṇyaviṣaya-          	suKaduHKapuRyApuRyavizaya
sucī-kaṭāha-nyāya-                      	sucIkawAhanyAya
svāśraya-samavāyi-kāraṇa-               	svASrayasamavAyikAraRa
svānandāmṛtapūrapūrita-parabrah-māmbudhi-	svAnandAmftapUrapUritaparabrahmAmbuDi
svānanda-rasa-pāyin-                    	svAnandarasapAyin
svānanda-sāndrarasapāna-sumattacitta-   	svAnandasAndrarasapAnasumattacitta
sva-dharma-niṣṭhā-                      	svaDarmanizWA
sva-citta-stha-                         	svacittasTa
sva-gata-rūpādi-                        	svagatarUpAdi
sva-karma-dūta-                         	svakarmadUta
sva-mātra-śeṣeṇa                        	svamAtraSezeRa
sva-manaḥ-prakalpita-                   	svamanaHprakalpita
sva-mati-nihnava-                       	svamatinihnava
sva-pāta-hetu-                          	svapAtahetu
svapnārtha-saṃbandha-kathā-             	svapnArTasaMbanDakaTA
svapna-karma-vat                        	svapnakarmavat
sva-rūpa-dhāṛin-                        	svarUpaDAfin
sva-rūpa-śūnya-                         	svarUpaSUnya
sva-rūpa-pratiṣṭha-                     	svarUpapratizWa
sva-rūpa-vibhraṃśa-                     	svarUpaviBraMSa
sva-rūpa-visphūrti-                     	svarUpavisPUrti
sva-rasa-vāhin-                         	svarasavAhin
svarga-dvāra-kavāṭa-pātana-kara         	svargadvArakavAwapAtanakara
sva-sthiti-muṣ-                         	svasTitimuz
sva-samavāyi-samaveta-tva-              	svasamavAyisamavetatva
svasṛ-loka-kāma-                        	svasflokakAma
sva-suta-vat                            	svasutavat
sva-svāmi-śakti-                        	svasvAmiSakti
sva-svarūpa-tas                         	svasvarUpatas
sva-taḥ-pramaṇa-                        	svataHpramaRa
svayaṃ-graha-niṣakta-bāhu-              	svayaMgrahanizaktabAhu
svayaṃ-graha-praṇaya-                   	svayaMgrahapraRaya
tāpa-bhānu-kiraṇa-prodbhūta-dāha-vyatha-	tApaBAnukiraRaprodBUtadAhavyaTa
tārā-vyūha-jñāna-                       	tArAvyUhajYAna
tīvra-vikṣepa-śakti-                    	tIvravikzepaSakti
tūla-piṇḍa-parimāṇa-                    	tUlapiRqaparimARa
tad-āharaṇa-dhāraṇa-prakāśa-kara-       	tadAharaRaDAraRaprakASakara
tad-anya-sādhāraṇa-tva-                 	tadanyasADAraRatva
tad-avasthā-pādaka-                     	tadavasTApAdaka
tad-grāhya-śakti-stambha-               	tadgrAhyaSaktistamBa
tad-uparāgāpekṣa-tva-                   	taduparAgApekzatva
tamaḥ-pradhāna-vikṣepaśakti-            	tamaHpraDAnavikzepaSakti
tantrī-vādana-sauṣṭhava-                	tantrIvAdanasOzWava
taptāyaḥ-piṇḍa-vat                      	taptAyaHpiRqavat
taraṅga-phena-bhrama-budbudādi-         	taraNgaPenaBramabudbudAdi
tat-kṛta-karma-leśa-                    	tatkftakarmaleSa
tat-kṛta-nānā-vikalpa-saṃhṛti-          	tatkftanAnAvikalpasaMhfti
tat-pada-lakṣyārtha-                    	tatpadalakzyArTa
tat-pravibhāga-saṃyama-                 	tatpraviBAgasaMyama
tat-tvaṃ-padārtha-śodhana-              	tattvaMpadArTaSoDana
tat-tvam-asy-ādi-vākyottha-brahmātmaikatva-bodha-	tattvamasyAdivAkyotTabrahmAtmEkatvaboDa
tṛṇā-vat-1                              	tfRAvat
toṣadayā-kṣamārjava-praśānti-dānti-     	tozadayAkzamArjavapraSAntidAnti
tri-daśa-pati-vadhū-                    	tridaSapativaDU
tri-daśa-pati-vanitā-                   	tridaSapativanitA
tri-guṇādi-viparyaya-                   	triguRAdiviparyaya
tri-mārga-bheda-                        	trimArgaBeda
tvaṅ-māṃsa-medosthi-purīṣa-rāśi-        	tvaNmAMsamedosTipurIzarASi
udbhūta-rūpa-tva-                       	udBUtarUpatva
udbhūta-rūpa-vat-                       	udBUtarUpavat
uddeśya-vidheya-bhāva-                  	uddeSyaviDeyaBAva
ukta-lakṣaṇa-lakṣita-                   	uktalakzaRalakzita
ukta-sādhana-saṃpanna-                  	uktasADanasaMpanna
ukti-mātra-phala-                       	uktimAtraPala
upādhi-tādātmya-vihīna-                 	upADitAdAtmyavihIna
upadarśana-lakṣana-stha-                	upadarSanalakzanasTa
upasarga-dyotya-tā-                     	upasargadyotyatA
vāg-yāma-tā-                            	vAgyAmatA
vāk-pāṇipādapā-yūpastha-                	vAkpARipAdapAyUpasTa
vākya-saṃskāra-pakṣa-                   	vAkyasaMskArapakza
vāraṇa-karṇa-nīla-                      	vAraRakarRanIla
vāraṇa-vasti-kośa-                      	vAraRavastikoSa
vāsitā-yūtha-sahita-                    	vAsitAyUTasahita
vāyavī-dhāraṇā-mudrā-                   	vAyavIDAraRAmudrA
vaidharmya-viśiṣṭa-piṇḍa-jñāna-         	vEDarmyaviSizwapiRqajYAna
vaidika-dharmamārga-paratā-             	vEdikaDarmamArgaparatA
vīcī-taraṅga-nyāya-                     	vIcItaraNganyAya
vīci-taraṅga-nyāya-                     	vIcitaraNganyAya
vīta-rāga-viṣaya-                       	vItarAgavizaya
vaśī-kāra-saṃjñā-                       	vaSIkArasaMjYA
vajra-pāta-daruṇa-                      	vajrapAtadaruRa
varṇa-saṃkara-kāraka-                   	varRasaMkarakAraka
