L	key1	devanagari	translit	sense	pc	anchor
68931	ekAgratA	एकाग्रता	ekāgratā		5-1219	pc
68932	ekAgratva	एकाग्रत्व	ekāgratva		5-1219	pc
68933	ekANga	एकाङ्ग	ekāṅga	1	5-1219	pc
68934	ekAtmatA	एकात्मता	ekātmatā		5-1219	pc
68935	ekAtmya	एकात्म्य	ekātmya		5-1219	pc
68936	ekAdaSaka	एकादशक	ekādaśaka		5-1219	pc
68937	ekAdaSatva	एकादशत्व	ekādaśatva		5-1219	pc
68938	ekAdaSamArikA	एकादशमारिका	ekādaśamārikā		5-1219	pc
68939	ekAdaSavizRugaRaSrAdDa	एकादशविष्णुगणश्राद्ध	ekādaśaviṣṇugaṇaśrāddha		5-1219	pc
68940	ekAdaSaskanDArTanirUpaRakArikA	एकादशस्कन्धार्थनिरूपणकारिका	ekādaśaskandhārthanirūpaṇakārikā		5-1219	pc
68941	ekAdaSAha	एकादशाह	ekādaśāha		5-1219	pc
68942	ekAdaSin	एकादशिन्	ekādaśin		5-1219	pc
68943	ekAdeSa	एकादेश	ekādeśa		5-1219	pc
68945	ekAnaMSA	एकानंशा	ekānaṃśā		5-1219	pc
68946	ekAnta	एकान्त	ekānta	1	5-1219	pc
68947	ekAntara	एकान्तर	ekāntara		5-1219	pc
68948	ekAntarahasya	एकान्तरहस्य	ekāntarahasya		5-1219	pc
68950	ekAmra	एकाम्र	ekāmra		5-1219	pc
68951	ekAyana	एकायन	ekāyana	2	5-1219	pc
68952	ekAyanIBU	एकायनीभू	ekāyanībhū		5-1219	pc
68953	ekArAma	एकाराम	ekārāma		5-1219	pc
68954	ekArTa	एकार्थ	ekārtha	1	5-1219	pc
68955	ekArTa	एकार्थ	ekārtha	2	5-1219	pc
68956	ekAvama	एकावम	ekāvama		5-1219	pc
68957	ekAvali	एकावलि	ekāvali		5-1220	pc
68957	ekAvali	एकावली	ekāvalī		5-1220	pc
68959	ekAvAYc	एकावाञ्च्	ekāvāñc		5-1220	pc
68960	ekAzwakA	एकाष्टका	ekāṣṭakā		5-1220	pc
68961	ekAzWIla	एकाष्ठील	ekāṣṭhīla		5-1220	pc
68962	ekAha	एकाह	ekāha		5-1220	pc
68963	ekAhAra	एकाहार	ekāhāra		5-1220	pc
68964	ekin	एकिन्	ekin		5-1220	pc
68966	ekIBU	एकीभू	ekībhū	,	5-1220	pc
68967	ekIya	एकीय	ekīya		5-1220	pc
68968	ekEka	एकैक	ekaika		5-1220	pc
68969	ekEkaSya	एकैकश्य	ekaikaśya	,	5-1220	pc
68970	ekottara	एकोत्तर	ekottara		5-1220	pc
68971	ekottarikA	एकोत्तरिका	ekottarikā	,	5-1220	pc
68972	ekoddizwa	एकोद्दिष्ट	ekoddiṣṭa		5-1220	pc
68973	ekona	एकोन	ekona		5-1220	pc
68974	ej	एज्	ej	,	5-1220	pc
68976	eqa	एड	eḍa		5-1220	pc
68977	eqaka	एडक	eḍaka		5-1220	pc
68978	eqamUka	एडमूक	eḍamūka		5-1220	pc
68979	eqUka	एडूक	eḍūka		5-1220	pc
68980	eRa	एण	eṇa	,	5-1220	pc
68981	eRaka	एणक	eṇaka		5-1220	pc
68982	eRANka	एणाङ्क	eṇāṅka		5-1220	pc
68983	eta	एत	eta	2	5-1220	pc
68984	etad	एतद्	etad	2	5-1220	pc
68985	etadIya	एतदीय	etadīya		5-1220	pc
68988	etAdfSa	एतादृश	etādṛśa	,	5-1221	pc
68989	etAvacCas	एतावच्छस्	etāvacchas		5-1221	pc
68990	etAvattva	एतावत्त्व	etāvattva	,	5-1221	pc
68991	etAvadDA	एतावद्धा	etāvaddhā		5-1221	pc
68993	eD	एध्	edh	,	5-1221	pc
68994	eDa	एध	edha		5-1221	pc
68995	eDas	एधस्	edhas	2	5-1221	pc
68997	eraka	एरक	eraka		5-1221	pc
68998	eraRqa	एरण्ड	eraṇḍa		5-1221	pc
68999	eraRqItIrTa	एरण्डीतीर्थ	eraṇḍītīrtha		5-1221	pc
69001	elA	एला	elā		5-1222	pc
69002	elAkapura	एलाकपुर	elākapura		5-1222	pc
69005	eva	एव	eva	1	5-1222	pc
69006	eva	एव	eva	2	5-1222	pc
69007	evaMrUpa	एवंरूप	evaṃrūpa	,	5-1222	pc
69008	evaMvftti	एवंवृत्ति	evaṃvṛtti		5-1222	pc
69009	evaMnyAya	एवंन्याय	evaṃnyāya		5-1222	pc
69010	evaMvrata	एवंव्रत	evaṃvrata		5-1222	pc
69011	evaMgata	एवंगत	evaṃgata	,	5-1222	pc
69013	evayA	एवया	evayā		5-1222	pc
69014	evayAmarut	एवयामरुत्	evayāmarut	,	5-1222	pc
69015	eza	एष	eṣa	2	5-1222	pc
69016	ezaRa	एषण	eṣaṇa		5-1222	pc
69018	ezitavya	एषितव्य	eṣitavya		5-1222	pc
69019	ezin	एषिन्	eṣin		5-1222	pc
69021	ezya	एष्य	eṣya		5-1222	pc
69022	EkaguRya	ऐकगुण्य	aikaguṇya		5-1222	pc
69023	Ekapatya	ऐकपत्य	aikapatya		5-1222	pc
69024	EkaBOtika	ऐकभौतिक	aikabhautika		5-1222	pc
69025	EkarUpya	ऐकरूप्य	aikarūpya		5-1222	pc
69026	Ekalava	ऐकलव	aikalava		5-1222	pc
69027	EkAgnika	ऐकाग्निक	aikāgnika		5-1222	pc
69029	EkAntika	ऐकान्तिक	aikāntika		5-1222	pc
69030	EkAntya	ऐकान्त्य	aikāntya		5-1222	pc
69031	EkArTya	ऐकार्थ्य	aikārthya		5-1222	pc
69032	Ekya	ऐक्य	aikya		5-1222	pc
69033	EkyAropa	ऐक्यारोप	aikyāropa		5-1222	pc
69034	EkzvAka	ऐक्ष्वाक	aikṣvāka		5-1222	pc
69035	EcCika	ऐच्छिक	aicchika		5-1222	pc
69036	Ewata	ऐटत	aiṭata		5-1222	pc
69037	Eqa	ऐड	aiḍa		5-1223	pc
69038	EqakAva	ऐडकाव	aiḍakāva		5-1223	pc
69039	EqakOtsa	ऐडकौत्स	aiḍakautsa		5-1223	pc
69040	EqakrOYca	ऐडक्रौञ्च	aiḍakrauñca		5-1223	pc
69041	EqayAma	ऐडयाम	aiḍayāma		5-1223	pc
69042	EqavAsizWa	ऐडवासिष्ठ	aiḍavāsiṣṭha		5-1223	pc
69043	Eqaviqa	ऐडविड	aiḍaviḍa		5-1223	pc
69044	EqaSudDASudDIya	ऐडशुद्धाशुद्धीय	aiḍaśuddhāśuddhīya		5-1223	pc
69045	EqasEnDukzita	ऐडसैन्धुक्षित	aiḍasaindhukṣita		5-1223	pc
69046	EqasOparRa	ऐडसौपर्ण	aiḍasauparṇa		5-1223	pc
69047	ERa	ऐण	aiṇa	,	5-1223	pc
69048	EReya	ऐणेय	aiṇeya		5-1223	pc
69049	EtadAtmya	ऐतदात्म्य	aitadātmya		5-1223	pc
69050	Etareya	ऐतरेय	aitareya		5-1223	pc
69051	Etareyin	ऐतरेयिन्	aitareyin		5-1223	pc
69052	EtikAyana	ऐतिकायन	aitikāyana		5-1223	pc
69053	Etiha	ऐतिह	aitiha		5-1223	pc
69054	Etihya	ऐतिह्य	aitihya		5-1223	pc
69055	EdaMparya	ऐदंपर्य	aidaṃparya		5-1223	pc
69060	Endava	ऐन्दव	aindava		5-1223	pc
69061	Endra	ऐन्द्र	aindra		5-1223	pc
69062	EndrajAla	ऐन्द्रजाल	aindrajāla		5-1223	pc
69063	EndrajAlika	ऐन्द्रजालिक	aindrajālika		5-1223	pc
69064	EndranIla	ऐन्द्रनील	aindranīla		5-1223	pc
69065	Endramahika	ऐन्द्रमहिक	aindramahika		5-1223	pc
69066	EndramAruta	ऐन्द्रमारुत	aindramāruta		5-1223	pc
69067	Endraluptika	ऐन्द्रलुप्तिक	aindraluptika		5-1223	pc
69069	EndraSira	ऐन्द्रशिर	aindraśira	,	5-1224	pc
69070	Endrahava	ऐन्द्रहव	aindrahava		5-1224	pc
69071	EndrAgna	ऐन्द्राग्न	aindrāgna	,	5-1224	pc
69072	EndrAbArhaspatya	ऐन्द्राबार्हस्पत्य	aindrābārhaspatya		5-1224	pc
69073	EndrArBava	ऐन्द्रार्भव	aindrārbhava		5-1224	pc
69075	EndrAvEzRava	ऐन्द्रावैष्णव	aindrāvaiṣṇava		5-1224	pc
69076	Endri	ऐन्द्रि	aindri		5-1224	pc
69077	Endriyaka	ऐन्द्रियक	aindriyaka	,	5-1224	pc
69079	Endroti	ऐन्द्रोति	aindroti		5-1224	pc
69080	EnDana	ऐन्धन	aindhana		5-1224	pc
69081	Enya	ऐन्य	ainya	,	5-1224	pc
69082	Era	ऐर	aira		5-1224	pc
69085	ErAvata	ऐरावत	airāvata		5-1224	pc
69086	EriRa	ऐरिण	airiṇa		5-1224	pc
69088	ElabakAra	ऐलबकार	ailabakāra		5-1224	pc
69089	Elavila	ऐलविल	ailavila		5-1224	pc
69090	ElAka	ऐलाक	ailāka		5-1224	pc
69091	ElUza	ऐलूष	ailūṣa	,	5-1224	pc
69092	ESAna	ऐशान	aiśāna		5-1224	pc
69093	ESya	ऐश्य	aiśya		5-1224	pc
69094	ESvara	ऐश्वर	aiśvara		5-1224	pc
69095	ESvari	ऐश्वरि	aiśvari		5-1224	pc
69096	ESvarya	ऐश्वर्य	aiśvarya		5-1224	pc
69097	Eza	ऐष	aiṣa		5-1224	pc
69098	EzAvIra	ऐषावीर	aiṣāvīra		5-1224	pc
69099	Ezira	ऐषिर	aiṣira		5-1225	pc
69100	EzIka	ऐषीक	aiṣīka	,	5-1225	pc
69101	EzIraTi	ऐषीरथि	aiṣīrathi		5-1225	pc
69102	EzukAri	ऐषुकारि	aiṣukāri		5-1225	pc
69103	Ezumata	ऐषुमत	aiṣumata		5-1225	pc
69104	Ezwika	ऐष्टिक	aiṣṭika		5-1225	pc
69105	EzwikapOrtika	ऐष्टिकपौर्तिक	aiṣṭikapaurtika		5-1225	pc
69108	Ehika	ऐहिक	aihika	,	5-1226	pc
69109	oka	ओक	oka		5-1226	pc
69110	okaRa	ओकण	okaṇa		5-1226	pc
69110	okaRa	ओकार	okāra		5-1226	pc
69111	okas	ओकस्	okas		5-1226	pc
69112	okaHsArin	ओकःसारिन्	okaḥsārin		5-1226	pc
69114	okoniDana	ओकोनिधन	okonidhana		5-1226	pc
69115	oGa	ओघ	ogha		5-1226	pc
69117	oMkAra	ओंकार	oṃkāra		5-1226	pc
69121	oja	ओज	oja		5-1226	pc
69122	ojas	ओजस्	ojas		5-1226	pc
69123	ojasvitA	ओजस्विता	ojasvitā		5-1226	pc
69124	ojasvin	ओजस्विन्	ojasvin		5-1226	pc
69126	ojizWa	ओजिष्ठ	ojiṣṭha		5-1226	pc
69130	oRi	ओणि	oṇi	,	5-1226	pc
69131	otu	ओतु	otu		5-1226	pc
69132	odana	ओदन	odana		5-1226	pc
69135	odman	ओद्मन्	odman	,	5-1226	pc
69136	opaSa	ओपश	opaśa		5-1226	pc
69139	ozaDi	ओषधि	oṣadhi		5-1226	pc
69140	ozaDIsUkta	ओषधीसूक्त	oṣadhīsūkta		5-1226	pc
69141	ozaDyanuvAka	ओषध्यनुवाक	oṣadhyanuvāka		5-1226	pc
69142	ozam	ओषम्	oṣam	1	5-1226	pc
69144	ozizWadAvan	ओषिष्ठदावन्	oṣiṣṭhadāvan		5-1227	pc
69145	ozWa	ओष्ठ	oṣṭha		5-1228	pc
69146	ozWaka	ओष्ठक	oṣṭhaka		5-1228	pc
69147	oha	ओह	oha		5-1228	pc
69148	OkTa	औक्थ	auktha		5-1228	pc
69149	OkTikya	औक्थिक्य	aukthikya		5-1228	pc
69150	OkTya	औक्थ्य	aukthya		5-1228	pc
69151	Okza	औक्ष	aukṣa		5-1228	pc
69152	OkzRa	औक्ष्ण	aukṣṇa		5-1228	pc
69155	OKIya	औखीय	aukhīya	,	5-1228	pc
69156	Ocitya	औचित्य	aucitya		5-1228	pc
69157	OccAmanyava	औच्चामन्यव	auccāmanyava		5-1228	pc
69159	Ojjayanika	औज्जयनिक	aujjayanika		5-1228	pc
69160	Ojjvalya	औज्ज्वल्य	aujjvalya		5-1228	pc
69161	Oqava	औडव	auḍava		5-1228	pc
69162	Oqulomi	औडुलोमि	auḍulomi		5-1228	pc
69163	OtaTyeSvara	औतथ्येश्वर	autathyeśvara		5-1228	pc
69164	OtkaRWya	औत्कण्ठ्य	autkaṇṭhya		5-1228	pc
69165	Ottami	औत्तमि	auttami		5-1228	pc
69166	Ottara	औत्तर	auttara		5-1228	pc
69167	OttarADarya	औत्तराधर्य	auttarādharya	,	5-1228	pc
69168	OtTAnika	औत्थानिक	autthānika		5-1228	pc
69170	Otpattika	औत्पत्तिक	autpattika		5-1228	pc
69171	OtpAtika	औत्पातिक	autpātika		5-1228	pc
69172	Otsargika	औत्सर्गिक	autsargika	,	5-1228	pc
69173	Otsukya	औत्सुक्य	autsukya		5-1228	pc
69175	Odaka	औदक	audaka		5-1228	pc
69176	Odanyava	औदन्यव	audanyava		5-1228	pc
69177	Odayana	औदयन	audayana		5-1228	pc
69178	Odayika	औदयिक	audayika		5-1228	pc
69179	Odarika	औदरिक	audarika		5-1228	pc
69179	Odarika	औदारिक	audārika		5-1228	pc
69180	Odala	औदल	audala		5-1228	pc
69181	OdavAhi	औदवाहि	audavāhi		5-1228	pc
69182	Odavraji	औदव्रजि	audavraji		5-1228	pc
69184	OdArya	औदार्य	audārya		5-1228	pc
69185	OdAsInya	औदासीन्य	audāsīnya		5-1228	pc
69186	OdIcya	औदीच्य	audīcya		5-1228	pc
69187	Odumbara	औदुम्बर	audumbara		5-1228	pc
69188	OdgAtra	औद्गात्र	audgātra		5-1228	pc
69189	OdgAhamAni	औद्गाहमानि	audgāhamāni		5-1228	pc
69190	OddAlaka	औद्दालक	auddālaka		5-1228	pc
69191	OddAlaki	औद्दालकि	auddālaki		5-1228	pc
69192	OdDatya	औद्धत्य	auddhatya		5-1228	pc
69193	OdBidya	औद्भिद्य	audbhidya		5-1228	pc
69194	ODasa	औधस	audhasa		5-1228	pc
69196	OnmuKya	औन्मुख्य	aunmukhya		5-1228	pc
69197	OpakurvARaka	औपकुर्वाणक	aupakurvāṇaka		5-1228	pc
69198	Opagava	औपगव	aupagava		5-1228	pc
69199	OpacArika	औपचारिक	aupacārika		5-1229	pc
69201	OpajanDani	औपजन्धनि	aupajandhani		5-1229	pc
69202	OpadeSika	औपदेशिक	aupadeśika		5-1229	pc
69204	Opanizada	औपनिषद	aupaniṣada		5-1229	pc
69205	Opanizadika	औपनिषदिक	aupaniṣadika		5-1229	pc
69206	Opapatya	औपपत्य	aupapatya		5-1229	pc
69207	Opamanyava	औपमन्यव	aupamanyava		5-1229	pc
69208	Opamya	औपम्य	aupamya		5-1229	pc
69209	Opayika	औपयिक	aupayika		5-1229	pc
69210	Oparizwaka	औपरिष्टक	aupariṣṭaka		5-1229	pc
69211	OpavasaTika	औपवसथिक	aupavasathika		5-1229	pc
69212	Opavasta	औपवस्त	aupavasta		5-1229	pc
69213	OpavAhya	औपवाह्य	aupavāhya		5-1229	pc
69214	OpavItika	औपवीतिक	aupavītika		5-1229	pc
69215	OpavIlI	औपवीली	aupavīlī		5-1229	pc
69216	OpaveSi	औपवेशि	aupaveśi		5-1229	pc
69217	OpaSamika	औपशमिक	aupaśamika		5-1229	pc
69219	OpaSivi	औपशिवि	aupaśivi		5-1229	pc
69220	Opasada	औपसद	aupasada		5-1229	pc
69221	OpasaMDya	औपसंध्य	aupasaṃdhya		5-1229	pc
69222	OpADika	औपाधिक	aupādhika		5-1229	pc
69223	OpAsana	औपासन	aupāsana		5-1230	pc
69225	Oma	औम	auma		5-1230	pc
69226	Oraga	औरग	auraga		5-1230	pc
69227	OraBra	औरभ्र	aurabhra		5-1230	pc
69228	Orava	औरव	aurava		5-1230	pc
69229	Orasa	औरस	aurasa	1	5-1230	pc
69230	Orasi	औरसि	aurasi		5-1230	pc
69231	Orasya	औरस्य	aurasya		5-1230	pc
69232	OrA	औरा	aurā		5-1230	pc
69233	Orukzaya	औरुक्षय	aurukṣaya		5-1230	pc
69234	Orjitya	और्जित्य	aurjitya		5-1230	pc
69235	OrRa	और्ण	aurṇa		5-1230	pc
69236	OrRavABa	और्णवाभ	aurṇavābha		5-1230	pc
69237	OrRAyava	और्णायव	aurṇāyava		5-1230	pc
69238	OrRika	और्णिक	aurṇika		5-1230	pc
69239	OrDvadehika	और्ध्वदेहिक	aurdhvadehika	,	5-1230	pc
69240	OrDvasadmana	और्ध्वसद्मन	aurdhvasadmana		5-1230	pc
69241	Ormileya	और्मिलेय	aurmileya		5-1230	pc
69242	Orva	और्व	aurva		5-1230	pc
69243	Orvara	और्वर	aurvara		5-1230	pc
69244	OluRqya	औलुण्ड्य	auluṇḍya		5-1230	pc
69245	OlUka	औलूक	aulūka	2	5-1230	pc
69246	OlUkya	औलूक्य	aulūkya		5-1230	pc
69247	OvIlI	औवीली	auvīlī		5-1230	pc
69248	OSana	औशन	auśana		5-1230	pc
69249	OSanasa	औशनस	auśanasa		5-1230	pc
69250	OSija	औशिज	auśija		5-1231	pc
69251	OSIra	औशीर	auśīra		5-1231	pc
69252	OzaDa	औषध	auṣadha		5-1231	pc
69254	OzaDi	औषधि	auṣadhi		5-1231	pc
69255	Ozasa	औषस	auṣasa		5-1232	pc
69256	OzwrAkzi	औष्ट्राक्षि	auṣṭrākṣi		5-1232	pc
69257	Ozwrika	औष्ट्रिक	auṣṭrika		5-1232	pc
69258	OzRiha	औष्णिह	auṣṇiha		5-1232	pc
69259	OzRIka	औष्णीक	auṣṇīka		5-1232	pc
69260	OzRya	औष्ण्य	auṣṇya		5-1232	pc
69261	ka	क	ka	1	5-1232	pc
69262	ka	क	ka	2	5-1232	pc
69263	ka	क	ka	3	5-1232	pc
69264	kaMsa	कंस	kaṃsa		5-1232	pc
69265	kaMsakAra	कंसकार	kaṃsakāra		5-1232	pc
69266	kaMsavaDa	कंसवध	kaṃsavadha		5-1232	pc
69267	kaMsAri	कंसारि	kaṃsāri		5-1232	pc
69268	kaMsIya	कंसीय	kaṃsīya		5-1232	pc
69269	kakanda	ककन्द	kakanda		5-1232	pc
69271	kakutsTa	ककुत्स्थ	kakutstha		5-1232	pc
69272	kakud	ककुद्	kakud		5-1232	pc
69273	kakuda	ककुद	kakuda		5-1232	pc
69275	kakudAvartin	ककुदावर्तिन्	kakudāvartin		5-1232	pc
69276	kakudman	ककुद्मन्	kakudman		5-1232	pc
69278	kakudmin	ककुद्मिन्	kakudmin		5-1232	pc
69279	kakundara	ककुन्दर	kakundara		5-1232	pc
69280	kakupkAram	ककुप्कारम्	kakupkāram		5-1232	pc
69281	kakuppradAha	ककुप्प्रदाह	kakuppradāha		5-1232	pc
69282	kakuB	ककुभ्	kakubh		5-1232	pc
69283	kakuBa	ककुभ	kakubha		5-1232	pc
69284	kakuBamaya	ककुभमय	kakubhamaya		5-1232	pc
69286	kakkola	कक्कोल	kakkola	,	5-1233	pc
69287	kakKawa	कक्खट	kakkhaṭa		5-1233	pc
69289	kakza	कक्ष	kakṣa		5-1233	pc
69290	kakzapuwa	कक्षपुट	kakṣapuṭa		5-1233	pc
69291	kakzaloman	कक्षलोमन्	kakṣaloman		5-1233	pc
69292	kakzApawa	कक्षापट	kakṣāpaṭa		5-1233	pc
69294	kakzIkaraRa	कक्षीकरण	kakṣīkaraṇa		5-1233	pc
69295	kakzIkartavya	कक्षीकर्तव्य	kakṣīkartavya		5-1233	pc
69296	kakzIkAra	कक्षीकार	kakṣīkāra		5-1233	pc
69297	kakzeyu	कक्षेयु	kakṣeyu		5-1233	pc
69298	kakzya	कक्ष्य	kakṣya	2	5-1233	pc
69299	kakzyAstotra	कक्ष्यास्तोत्र	kakṣyāstotra		5-1233	pc
69300	kaNka	कङ्क	kaṅka		5-1233	pc
69301	kaNkawa	कङ्कट	kaṅkaṭa		5-1234	pc
69302	kaNkaRa	कङ्कण	kaṅkaṇa		5-1234	pc
69303	kaNkaRahArikA	कङ्कणहारिका	kaṅkaṇahārikā		5-1234	pc
69304	kaNkata	कङ्कत	kaṅkata		5-1234	pc
69305	kaNkatrowa	कङ्कत्रोट	kaṅkatroṭa	,	5-1234	pc
69306	kaNkAla	कङ्काल	kaṅkāla		5-1234	pc
69307	kaNkAlaketu	कङ्कालकेतु	kaṅkālaketu		5-1234	pc
69308	kaNkAlaBErava	कङ्कालभैरव	kaṅkālabhairava		5-1234	pc
69309	kaNkAlin	कङ्कालिन्	kaṅkālin		5-1234	pc
69311	kaNku	कङ्कु	kaṅku		5-1234	pc
69312	kaNkuzWa	कङ्कुष्ठ	kaṅkuṣṭha		5-1234	pc
69313	kaNkeli	कङ्केलि	kaṅkeli		5-1234	pc
69314	kaNkella	कङ्केल्ल	kaṅkella	,	5-1234	pc
69315	kaNkola	कङ्कोल	kaṅkola		5-1234	pc
69316	kaNgu	कङ्गु	kaṅgu		5-1234	pc
69317	kaNgula	कङ्गुल	kaṅgula		5-1234	pc
69318	kac	कच्	kac	,	5-1234	pc
69319	kaca	कच	kaca		5-1234	pc
69321	kacapa	कचप	kacapa		5-1234	pc
69322	kacAkaci	कचाकचि	kacākaci	,	5-1234	pc
69323	kacu	कचु	kacu		5-1234	pc
69324	kacurAya	कचुराय	kacurāya		5-1234	pc
69325	kaceSvara	कचेश्वर	kaceśvara		5-1234	pc
69326	kacCa	कच्छ	kaccha		5-1234	pc
69327	kacCadeSa	कच्छदेश	kacchadeśa		5-1235	pc
69328	kacCanIra	कच्छनीर	kacchanīra		5-1235	pc
69329	kacCapa	कच्छप	kacchapa		5-1235	pc
69330	kacCapaka	कच्छपक	kacchapaka		5-1235	pc
69331	kacCapadeSa	कच्छपदेश	kacchapadeśa		5-1235	pc
69332	kacCapikA	कच्छपिका	kacchapikā		5-1235	pc
69333	kacCapuwa	कच्छपुट	kacchapuṭa		5-1235	pc
69334	kacCura	कच्छुर	kacchura		5-1235	pc
69335	kacCU	कच्छू	kacchū		5-1235	pc
69336	kacCeSvara	कच्छेश्वर	kaccheśvara		5-1235	pc
69337	kacvIvana	कच्वीवन	kacvīvana		5-1235	pc
69338	kajjala	कज्जल	kajjala		5-1235	pc
69339	kajjalItIrTa	कज्जलीतीर्थ	kajjalītīrtha		5-1235	pc
69340	kaYcideka	कञ्चिदेक	kañcideka		5-1235	pc
69341	kaYcuka	कञ्चुक	kañcuka		5-1235	pc
69342	kaYcukita	कञ्चुकित	kañcukita		5-1235	pc
69343	kaYcukin	कञ्चुकिन्	kañcukin		5-1235	pc
69344	kaYcukIya	कञ्चुकीय	kañcukīya		5-1235	pc
69345	kaYcUla	कञ्चूल	kañcūla		5-1235	pc
69346	kaYjARa	कञ्जार	kañjāra		5-1235	pc
69348	kaw	कट्	kaṭ		5-1235	pc
69349	kawa	कट	kaṭa		5-1235	pc
69350	kawaka	कटक	kaṭaka		5-1236	pc
69351	kawakawa	कटकट	kaṭakaṭa		5-1236	pc
69351	kawakawa	कटकटा	kaṭakaṭā	,	5-1236	pc
69354	kawakavArARasI	कटकवाराणसी	kaṭakavārāṇasī		5-1236	pc
69355	kawakuwi	कटकुटि	kaṭakuṭi		5-1236	pc
69357	kawacCu	कटच्छु	kaṭacchu		5-1236	pc
69358	kawapUtana	कटपूतन	kaṭapūtana	,	5-1236	pc
69359	kawaBI	कटभी	kaṭabhī		5-1236	pc
69360	kawaMBara	कटंभर	kaṭaṃbhara		5-1236	pc
69362	kawAkza	कटाक्ष	kaṭākṣa	,	5-1236	pc
69363	kawAkzakzetra	कटाक्षक्षेत्र	kaṭākṣakṣetra		5-1236	pc
69364	kawAkzita	कटाक्षित	kaṭākṣita		5-1236	pc
69366	kawAkzepa	कटाक्षेप	kaṭākṣepa		5-1236	pc
69367	kawAha	कटाह	kaṭāha		5-1236	pc
69368	kawi	कटि	kaṭi		5-1236	pc
69369	kawikarpawa	कटिकर्पट	kaṭikarpaṭa		5-1236	pc
