slp1	n_dicts	dicts
ajYAnaSIlatva	1	PD
ajYAnabAhulya	1	PD
ajYAnabahutva	1	PD
ajYAnabanDana	2	MW PD
ajYAnabimbitA	1	PD
ajYAnacCadman	1	PD
ajYAnacCedana	1	PD
ajYAnacezwita	1	PD
ajYAnadarSana	1	PD
ajYAnaduHKOGa	1	PD
ajYAnadvAraka	1	PD
ajYAnagrAhaka	1	PD
ajYAnagrAhitA	1	PD
ajYAnagrahaRa	1	PD
ajYAnahetutva	1	PD
ajYAnajatvAdi	1	PD
ajYAnajfmBita	1	PD
ajYAnakAluzya	1	PD
ajYAnakAryatA	1	PD
ajYAnakalpaka	1	PD
ajYAnakalpanA	1	PD
ajYAnakalpita	1	PD
ajYAnakartfka	1	PD
ajYAnalakzaRa	1	PD
ajYAnamAtratA	1	PD
ajYAnamUlatas	1	PD
ajYAnamUlatva	1	PD
ajYAnamahiman	1	PD
ajYAnamayatva	1	PD
ajYAnamohatas	1	PD
ajYAnanASakft	1	PD
ajYAnanASatva	1	PD
ajYAnanASezwi	1	PD
ajYAnanAnAtva	1	PD
ajYAnanihnuti	1	PD
ajYAnanimitta	1	PD
ajYAnanindita	1	PD
ajYAnanirBAsA	1	PD
ajYAnanivftti	1	PD
ajYAnapUrvaka	1	PD
ajYAnapadDati	1	PD
ajYAnaparIkzA	1	AP
ajYAnapraBava	1	PD
ajYAnapraSama	1	PD
ajYAnaprahARa	1	PD
ajYAnaprakASa	1	PD
ajYAnaprakAra	1	PD
ajYAnapramARa	1	PD
ajYAnaprasavA	1	PD
ajYAnapratIti	1	PD
ajYAnarUpatva	1	PD
ajYAnasAkzitA	1	PD
ajYAnasAmAnya	1	PD
ajYAnasApekzA	1	PD
ajYAnasTagitA	1	PD
ajYAnasaMBUta	1	PD
ajYAnasaMBUti	1	PD
ajYAnasaMBava	1	PD
ajYAnasaMSaya	1	PD
ajYAnasaMgati	1	PD
ajYAnasaMkawa	1	PD
ajYAnasaMkula	1	PD
ajYAnasaMmoha	1	PD
ajYAnasaMyuta	1	PD
ajYAnasadBAva	1	PD
ajYAnasamazwi	1	PD
ajYAnasantati	1	PD
ajYAnasvIkAra	1	PD
ajYAnasvaBAva	1	PD
ajYAnasvarUpa	1	PD
ajYAnatamonDa	1	PD
ajYAnataskara	1	PD
ajYAnatatparA	1	PD
ajYAnatvABAva	1	PD
ajYAnatvAyoga	1	PD
ajYAnatvahetu	1	PD
ajYAnatvajAti	1	PD
ajYAnavaYcitA	1	PD
ajYAnavartman	1	PD
ajYAnaviGAtin	1	PD
ajYAnavicCeda	1	PD
ajYAnaviplava	1	PD
ajYAnaviroDin	1	PD
ajYAnavyAhati	1	PD
ajYAnetaratva	1	PD
ajYAnikavAdin	1	PD
ajYAnoccAraRa	1	PD
ajYAnopADitva	1	PD
ajYAnopalamBa	1	PD
ajYAntarahetu	1	PD
ajYAtADyApaka	1	PD
ajYAtArTABAva	1	PD
ajYAtaGAtavat	1	PD
ajYAtaSaktika	1	PD
ajYAtaSezatva	1	PD
ajYAtabrahman	1	PD
ajYAtacARqAla	1	PD
ajYAtacAritra	1	PD
ajYAtacaritam	1	PD
ajYAtacitivat	1	PD
ajYAtadozatva	1	PD
ajYAtagotvaka	1	PD
ajYAtajEnagir	1	PD
ajYAtajYApaka	1	PD
ajYAtajYApana	1	PD
ajYAtakAmatva	1	PD
ajYAtakartfka	1	PD
ajYAtakzayaka	1	PD
ajYAtalaNGita	1	PD
ajYAtalakzaRa	1	PD
ajYAtalakzman	1	PD
ajYAtanAmatva	1	PD
ajYAtanAnAtva	1	PD
ajYAtaniScaya	1	PD
ajYAtanivftti	1	PD
ajYAtapadArTa	1	PD
ajYAtapadDati	1	PD
ajYAtapraBukA	1	PD
ajYAtaprakfti	1	PD
ajYAtapratIti	1	PD
ajYAtarUpatva	1	PD
ajYAtarajjuja	1	PD
ajYAtasTApita	1	PD
ajYAtasaMBava	1	PD
ajYAtasvAmika	1	PD
ajYAtasvapaTa	1	PD
ajYAtasvarUpa	1	PD
ajYAtatAsidDi	1	PD
ajYAtatadarTa	1	PD
ajYAtatadguRa	1	PD
ajYAtatadyoga	1	PD
ajYAtatatpada	1	PD
ajYAtatvABAva	1	PD
ajYAtatvAhAna	1	PD
ajYAtatvaBAva	1	PD
ajYAtatvadoza	1	PD
ajYAtatvarUpa	1	PD
ajYAtavigraha	1	PD
ajYAtaviplava	1	PD
ajYAtopAyatva	1	PD
ajYAyamAnArTa	1	PD
ajYAyamAnatva	1	PD
ajYaboDanArTa	1	PD
ajYajIvASraya	1	PD
ajYatvABiDAna	1	PD
ajYatvAdidoza	1	PD
ajYatvAdiguRa	1	PD
ajYatvAdihetu	1	PD
ajYatvopagama	1	PD
ajYavizayatva	1	PD
ajaSakfccUrRa	1	PD
ajaSivapUjanA	1	PD
ajacaraRarkza	1	PD
ajaganDanAman	1	PD
ajaganDavAsin	1	PD
ajagaraSarIra	1	PD
ajagavaDanvan	1	PD
ajagavapraKya	1	PD
ajagavyatakra	1	PD
ajahallakzaRA	4	MD PD PWG PWK
ajahatsvaBAva	1	PD
ajahatsvapana	1	PD
ajanakadravya	1	PD
ajanavAdaSIla	3	PD PWK SCH
ajanmanimitta	1	PD
ajantopasarga	1	PD
ajantusaMkula	1	PD
ajanyaPalatva	1	PD
ajanyasaMyoga	1	PD
ajapAddvitaya	1	PD
ajapAlAdijAta	1	PD
ajaqAtmavAdin	1	PD
ajaqaprapaYca	1	PD
ajarAkzaBrami	1	PD
ajarAmarAjita	1	PD
ajarAmaraBAva	1	PD
ajarAmaradeha	1	PD
ajarAmaralIla	1	PD
ajarAmftihetu	1	PD
ajaraRaDarman	1	PD
ajaraWamaraWI	1	PD
ajarapratizWa	1	PD
ajarjaradanta	1	PD
ajarjarapAtra	1	PD
ajaryasaMgata	1	PD
ajasaptadaSan	1	PD
ajasracaYcala	1	PD
ajasrajvalita	1	PD
ajasrarUpaBAj	1	PD
ajasrasaNgama	1	PD
ajatvaSravaRa	1	PD
ajavikrayakft	1	PD
ajayamerunArI	1	PD
ajayamerupura	1	PD
ajayapAladeva	1	PD
ajayapAlanfpa	1	PD
ajayarAjadeva	1	PD
ajayarAjakIya	1	PD
ajayarAjasUnu	1	PD
ajayyavikrama	1	PD
ajeyarAjendra	1	PD
ajeyasOndarya	1	PD
ajiGfkzitatva	1	PD
ajihmabrahman	1	PD
ajihmasvarUpA	1	PD
ajihmavfttitA	1	PD
ajihmavikrama	1	PD
ajijYAsitatva	1	PD
ajinAzAQaDara	1	PD
ajinadaRqaBft	1	PD
ajinanivasanA	1	PD
ajinaparyanta	1	PD
ajinapattrikA	3	MW PD PWK
ajinapracCada	1	PD
ajinavftatanu	1	PD
ajirAntargatA	1	PD
ajitadevaguru	1	PD
ajitadevasUri	1	PD
ajitajinendra	1	PD
ajitakaraRatA	1	PD
ajitasiMhAKya	1	PD
ajitavikramaH	1	AP
ajitazaqvarga	1	PD
ajuparAgavaSa	1	PD
ajyezWavfttiH	1	SKD
ajyezWaviSAla	1	PD
akAMsyakavaca	1	PD
akARqaBaNgura	1	PD
akARqaKaRqana	1	PD
akARqaSarvarI	1	PD
akARqadarSana	1	PD
akARqahuMkAra	1	PD
akARqahuMkfti	1	PD
akARqakaRqUla	1	PD
akARqaluRwAka	1	PD
akARqanipAtin	1	PD
akARqapraTana	1	PD
akARqapralaya	1	PD
akARqasaMhAra	1	PD
akARqasaMpAta	1	PD
akARqatARqava	1	PD
akARqaviplava	1	PD
akARqopasTita	1	PD
akARqoqqAmara	1	PD
akAdAcitkatva	1	PD
akAladugDosrA	1	PD
akAlajalaDara	1	PD
akAlajalavAha	1	PD
akAlakAlyatva	1	PD
akAlakUzmARqa	1	PD
akAlakalpAnta	1	PD
akAlakuzmARqa	1	MW
akAlakzepatas	1	PD
akAlameGakAla	1	PD
akAlameGodaya	3	MW PD PWG
akAlanivedana	1	PD
akAlaparjanya	1	PD
akAlaprasrava	1	PD
akAlapravftti	1	PD
akAlasaMyamam	3	PD PWK SCH
akAlasaMyukta	1	PD
akAlasvADyAya	1	PD
akAlataralatA	1	PD
akAlavijigIzu	1	PD
akAlaviniyoga	1	PD
akAlopakrAnta	1	PD
akAmABigamana	1	PD
akAmakftapApa	1	PD
akAmapravftta	1	PD
akAmasaMyukta	1	PD
akAmatopanata	1	PD
akAmavicCinna	1	PD
akAmitavizaya	1	PD
akAntAtmaBAva	1	PD
akAntarUpatva	1	PD
akArAdigaRanA	1	PD
akArAdimAtfkA	1	PD
akArAdimantra	1	PD
akArApekzatva	1	PD
akArAvacCinna	1	PD
akAraBaktatva	1	PD
akAraRABimata	1	PD
akAraRaKalatA	1	PD
akAraRabADitf	1	PD
akAraRadAruRa	1	PD
akAraRadUzaRa	1	PD
akAraRadvezin	1	PD
akAraRadvizwa	1	PD
akAraRakopana	1	PD
akAraRakrudDa	1	PD
akAraRakupita	1	PD
akAraRamAraka	1	CAE
akAraRapAwala	1	PD
akAraRaprApti	1	PD
akAraRarozaRa	1	PD
akAraRatvatas	1	PD
akAraRavEritA	1	PD
akAraRavattva	1	PD
akAraRaviroDa	1	PD
akAraRotkarza	1	PD
akAraRotpanna	2	MW PD
akArapraSleza	1	PD
akAraprakzepa	1	PD
akArapratyaya	1	PD
akArasTUlAMSa	1	PD
akAravESizwya	1	PD
akArayogABAva	1	PD
akAryAnuyukta	1	PD
akAryacintaka	1	PD
akAryagarhaRa	1	PD
akAryakAritva	1	PD
akAryakaratva	1	PD
akAryanivftti	1	PD
akAryapaRqita	1	PD
akAryapreraka	1	PD
akAryarUpatva	1	PD
akAryasaMyoga	1	PD
akAryasahasra	1	PD
akAryasvarUpa	1	PD
akAryavEmuKya	1	PD
akAryavarjaka	1	PD
akAryavarjita	1	PD
akAryayogitva	1	PD
akAryopayogin	1	PD
akEtavaSItala	1	PD
akIrtiBItitas	1	PD
akIrtiSravaRa	1	PD
akIrtijambAla	1	PD
akIrtisaMBUti	1	PD
akIrtisaMBava	1	PD
akIrtivartanI	1	PD
akUpAraSrezWa	1	PD
akUpArapAraga	1	PD
akaRWekalaNka	1	PD
akaRwakidruma	1	PD
akaTaMkaTatva	1	PD
akaTitakarman	1	PD
akaWinahfdaya	1	PD
akabarasevaka	1	PD
akadarTitatva	1	PD
akadaryavftti	1	PD
akalApirahita	1	PD
akalaNkamUrti	1	PD
akalitaviveka	1	PD
akalpanIyatva	1	PD
akalpitAvidyA	1	PD
akalpitadUzya	1	PD
akalpitavastu	1	PD
akaluzaDizaRA	1	PD
akaluzamAnasa	1	PD
akalyARaBAgin	1	PD
akalyARabudDi	1	PD
akalyARakArin	1	PD
akalyARamitra	2	PD SCH
akampanIyatva	1	PD
akampitamanas	1	PD
akamprasenatA	1	PD
akaqamacakram	1	AP
akarRaprAvfta	3	PD PWK SCH
akarRavikarRa	1	PD
akaraRaboDaka	1	PD
akaraRagocara	1	PD
akaraRajanita	1	PD
akaraRamantra	1	PD
akaraRavAraRa	1	PD
akarkawasTiti	1	PD
akarmANgaBUta	1	PD
akarmAntaratA	1	PD
akarmaPalatva	1	PD
akarmaRyabIja	1	PD
akarmaSezatva	1	PD
akarmadarSana	1	PD
akarmahetutva	1	PD
akarmakAKyAta	1	PD
akarmakAlatva	1	PD
akarmakakriyA	1	PD
akarmakaratva	1	PD
akarmamUlatva	1	PD
akarmanimitta	1	PD
akarmarUpatva	1	PD
akarmasaMBava	1	PD
akarmasaMniDi	1	PD
akarmasaMyoga	1	PD
akarmavaSyatA	1	PD
akarmmAnvitaH	1	SKD
akarmopaGAtin	1	PD
akartfgAmitva	1	PD
akartfgatatva	1	PD
akartfpUrvaka	1	PD
akartfsvaBAva	1	PD
akartftvapada	1	PD
akartftvavAda	1	PD
akartfvAcitva	1	PD
akartrarTatva	1	PD
akaruRahfdaya	1	PD
akaruRakiraRa	1	PD
akasmAcCocana	1	PD
akasmAdAgantu	1	MD
akasmAdgrAhin	1	PD
akatipayadina	1	PD
akavitvadAyin	1	PD
akazwaSabdatA	1	PD
akevalekzaRam	1	PD
akfSapariRAha	1	PD
akfcCralaNGya	4	MD PD PWK SCH
akfcCravartin	1	PD
akftAgnikArya	1	PD
akftAgnyADeya	1	PD
akftArTabudDi	1	PD
akftaDarmatva	1	PD
akftabudDitva	2	MW PD
akftadAraviDi	1	PD
akftadvirukta	1	PD
akftajYaDvaja	1	PD
akftakAmadoza	1	PD
akftakaBAratI	1	PD
akftakaSAstra	1	PD
akftakavizaya	1	PD
akftakftyatva	1	PD
akftanAmaDeya	1	PD
akftanirvedam	1	PD
akftaparaseva	1	PD
akftaparyApta	1	PD
akftaprAgBAra	1	PD
akftaprAyatva	1	PD
akftaprajYaka	3	PD PWK SCH
akftaprastara	1	PD
akftapratizWa	1	PD
akftapratyaya	1	PD
akftaprayatna	2	PD PWK
akftasAmarTya	1	PD
akftasaMDyatA	1	PD
akftasaMbanDa	1	PD
akftasaMjYatA	1	PD
akftasaMkalpa	3	CCS MD PD
akftasaMnyAsa	1	PD
akftasaMskAra	1	PD
akftasadbudDi	1	PD
akftasamADvan	1	PD
akftasatkriya	1	PD
akftasomayAga	1	PD
akftasvakArya	1	PD
akftavadvyUha	1	PD
akftaviSezaRa	1	PD
akftavikftika	1	PD
akftavilambam	1	PD
akftopanayana	1	PD
akftrimAnanda	1	PD
akftrimaBakti	1	PD
akftrimahrada	1	PD
akftrimapriya	1	PD
akftrimarAgin	1	PD
akftrimasarit	1	PD
akftrimasneha	1	PD
akftrimasvAdu	1	PD
akftrimatrapA	1	PD
akftrimatyAga	1	PD
akftrimavAkya	1	PD
akftrimavacas	1	PD
akftsnApavAda	1	PD
akftsnasaMsTa	1	PD
akftsnaviDAna	1	PD
akftsnavittva	1	PD
akfttavalkala	1	PD
akftyanivftti	1	PD
akftyotTApana	1	PD
akfzRakarmman	1	VCP
akfzRalAYCana	1	PD
akfzRapARqava	1	PD
akfzwAnnASana	1	PD
akfzwasaMBava	1	PD
akfzyakarakft	1	PD
akiMcanasaNga	1	PD
akiMcanavitta	1	PD
akiMcidapekza	1	PD
akiMcidgrAhya	1	PD
akiMcitkAraka	1	PD
akiMcitkaratA	1	PD
akleSarUpatva	1	PD
akliSitakriya	1	PD
akliSitamUrti	1	PD
aklinnahfdaya	1	PD
aklizwArTatva	1	PD
aklizwacCidra	1	PD
aklizwadeSanA	1	PD
aklizwajIvana	1	PD
aklizwakarman	4	AP MW PD PWK
aklizwakarmmA	1	SKD
aklizwamaraRa	1	PD
aklizwavEBava	1	PD
aklizwavasana	1	PD
aklizwayOvana	1	PD
akoSaliNgatva	1	PD
akrUrapakzIya	1	PD
akrUraprItida	1	PD
akrUrasamAKyA	1	PD
akrUravargIRa	1	PD
akramAnekAnta	1	PD
akramaparatva	1	PD
akramavikrama	1	PD
akramavyApfta	1	PD
akramavyaNgya	1	PD
akratugrahaRa	1	PD
akratvarTatva	1	PD
akriyABiDAyin	1	PD
akriyAnimitta	1	PD
akriyArUpatva	1	PD
akriyAvAcitva	1	PD
akriyamARatva	1	PD
akroDamatsara	1	PD
akroDaneSvara	1	PD
akuNkumapaNka	1	PD
akuRWaDizRyam	1	AP
akuRWaSaktika	1	PD
akuRWamaRqala	3	PD PWK SCH
akuRWapratApa	1	PD
akuRWavigraha	1	PD
akuRWavikrama	1	PD
akuRWitaDErya	1	PD
akuRWitaSakti	1	PD
akuRWitotsAha	1	PD
akuRWotkaRWam	1	PD
akuSIdavartin	2	BHS PD
akuSalahetuka	1	PD
akuSalakarman	1	PD
akulAdinavaka	1	PD
akulInatAdoza	1	PD
akumBavyudAsa	1	PD
akutUhalaBAva	1	PD
akutaScidBaya	4	MD MW PD PWG
akxptakalpanA	1	PD
akxptakalpana	1	PD
akzAdiBedatas	1	PD
akzAdipaYcaka	1	PD
akzAdyagocara	1	PD
akzAdyavizaya	1	PD
akzAgrakIlaka	5	MW PD PWG PWK VCP
akzAgrakIlikA	1	PD
akzAhitasUtra	1	PD
akzAmacAritra	1	PD
akzAmamatsara	1	PD
akzAmavidyOGa	1	PD
akzAmavikrama	1	PD
akzAnaDInatva	1	PD
akzAnapekzaRa	1	PD
akzAnapekzatA	1	PD
akzAralavaRaM	1	SKD
akzAralavaRam	2	AP PD
akzAvalepatva	1	PD
akzAvaseyatva	1	PD
akzIRAgnibala	1	PD
akzIRaBUyizWa	1	PD
akzIRaSaktika	1	PD
akzIRadraviRa	1	PD
akzIRakalmaza	1	PD
akzIRakozaSrI	1	PD
akzIRamahiman	1	PD
akzIRarUpatva	1	PD
akzIpASabanDa	1	PD
akzIraBojitva	1	PD
akzIvapippala	1	PD
akzOhiRIbadDa	1	PD
akzOhiRImalla	1	PD
akzOhiRIyukta	1	PD
akzOhiRyaDipa	1	PD
akzRayArajjuH	1	AP
akzURakAntika	1	PD
akzaRadviguRa	1	PD
akzaRaveDitva	2	BHS PD
akzaRikavAdin	1	PD
akzaSabdAkAra	1	PD
akzacatuzwaya	1	PD
akzadfkkarman	4	AP MW PD PWK
akzadyUtakfta	1	PD
akzagarBagata	1	PD
akzagavAkzaka	1	PD
akzahfdayajYa	2	MW PD
akzajAdigamya	1	PD
akzajAdijYAna	1	PD
akzajIvABakta	1	PD
akzajIvAvarga	1	PD
akzajYAnAnuja	1	PD
akzajYAnajita	1	PD
akzajamAnatva	1	PD
akzakadambaka	1	PD
akzakzapaRaka	1	PD
akzakzapaRata	1	PWK
akzalakzAkula	1	PD
akzalasatkara	1	PD
akzamAlAbanDa	1	PD
akzamAlAmudrA	1	PD
akzamAlApUrva	1	PD
akzamAlAvarga	1	PD
akzamAlaDArin	1	PD
akzamAleSvara	1	PD
akzanibanDana	1	PD
akzanirapekza	1	PD
akzapAdAcArya	1	PD
akzapAdaSizya	1	PD
akzapAdapakza	1	PD
akzapAdasUtra	1	PD
akzapAdopajYa	1	PD
akzapaYcadaSa	1	PD
akzaparamparA	1	PD
akzaparidyUna	1	PD
akzaparikzepa	1	PD
akzapraDAnaka	1	PD
akzaprapAtana	2	MW PWK
akzaprapatana	1	PD
akzaprasAdana	1	PD
akzarABiprAya	1	PD
akzarADyayana	1	PD
akzarAnanvaya	1	PD
akzarAnupAtta	1	PD
akzarAnupUrvI	1	PD
akzarAnusvara	1	PD
akzarAnuvftti	1	PD
akzarAqambara	1	PD
akzarArUQatva	1	PD
akzarEkamAtra	1	PD
akzaraBakzaka	1	PD
akzaraSabdita	1	PD
akzaraSikzaka	1	PD
akzaraSravaRa	1	PD
akzarabAhulya	1	PD
akzarabrahman	1	PD
akzarabudDika	1	PD
akzaracCandas	7	AP CAE CCS PD PWG PWK VCP
akzaracCedinI	2	PD SCH
akzaracatuzka	1	PD
akzaracintaka	1	PD
akzaracyutaka	4	MW PD PWK SCH
akzaradarSana	1	PD
akzaradvandva	1	PD
akzaragrahaRa	1	PD
akzarajIvakaH	2	AP SKD
akzarajIvikaH	2	AP SKD
akzarajanyatA	1	PD
akzarakowitas	1	PD
akzarakzArTam	1	PD
akzaralakzaka	1	PD
akzaramAnaSas	1	PD
akzaramAtraka	1	PD
akzaramAtratA	1	PD
akzaramaryAdA	1	PD
akzaramuzwikA	5	AP MW PD PWG PWK
akzaranazwaDI	1	PD
akzaranirmARa	1	PD
akzaranirmita	1	PD
akzaranizWatA	1	PD
akzarapUrvaka	1	PD
akzarapaYcaka	1	PD
akzarapadArTa	1	PD
akzarapatraka	1	PD
akzaraprakfti	2	PD PWK
akzarapramARa	1	PD
akzarapravAda	1	PD
akzarapuzkara	1	PD
akzaraqambara	1	PD
akzarasAdfSya	1	PD
akzarasAmAnya	1	PD
akzarasAmyatA	1	PD
akzarasArUpya	1	PD
akzarasAtmatA	1	PD
akzarasaMGAta	2	MW PD
akzarasaMgati	1	PD
akzarasaMhAta	1	MW
akzarasaMhati	1	PD
akzarasaMhitA	3	MW PD PWK
akzarasaMkoca	1	PD
akzarasaMmAna	1	PD
akzarasaMmita	1	PD
akzarasaMtati	1	PD
akzarasaMyoga	1	PD
akzarasahasra	1	PD
akzarasvIkAra	1	PD
akzarasvaBAva	1	PD
akzarasvarUpa	1	PD
akzaratritaya	1	PD
akzaravarjita	4	AP PD PWG PWK
akzaravigraha	1	PD
akzaravijYAna	1	PD
akzaravikrama	1	PD
akzaravilipta	1	PD
akzaravinazwa	1	PD
akzaravinyAsa	5	CCS MW PD PWG PWK
akzaravivfdDi	1	PD
akzaravizayin	1	PD
akzaravyApAra	1	PD
akzaravyaktiH	1	AP
akzarayugmaka	1	PD
akzaroccAraRa	1	PD
akzaropalamBa	1	PD
akzaryaMrevat	1	MW
akzasADanatva	1	PD
akzasUtraDara	1	PD
akzasUtrakara	1	PD
akzasUtrapARi	1	PD
akzasaMbanDin	1	PD
akzasaMnipAta	1	PD
akzasahakArin	1	PD
akzasamAyukta	1	PD
akzasamanvita	1	PD
akzasamudBava	1	PD
akzatAlaNkfta	1	PD
akzatamOktika	1	PD
akzatamiSrita	1	PD
akzatapadminI	1	PD
akzatapakzati	1	PD
akzatapratApa	1	PD
akzatasImAnta	1	PD
akzatastanita	1	PD
akzatattvavid	2	AP MW
akzatatuRqaka	1	PD
akzatavatsaka	1	PD
akzatavigraha	1	PD
akzatavikrama	1	PD
akzatavimiSra	1	PD
akzatayonitva	1	PD
akzavicakzaRa	1	PD
akzavizayatva	1	PD
akzavyapadeSa	1	PD
akzavyasanaja	1	PD
akzayAptaDana	1	PD
akzayaPalatva	1	PD
akzayabARAQya	1	PD
akzayabrahman	1	PD
akzayahetutva	1	PD
akzayakaraRqA	2	BHS PD
akzayakaraRqa	2	BHS PD
akzayamAtraka	1	PD
akzayamaRqala	1	PD
akzayamokzada	1	PD
akzayapraBava	1	PD
akzayapuRyada	1	PD
akzayasuzupta	1	PD
akzayatURItva	1	PD
akzayatvahetu	1	PD
akzayavijayin	1	PD
akzayendumuKa	1	PD
akzayiPalatva	1	PD
akzayyaPalada	1	PD
akzayyaSarman	1	PD
akzayyakAraka	1	PD
akzayyakaraRa	1	PD
akzayyanaraka	1	PD
akzayyanavamI	5	AP MW PD PWG PWK
akzayyapAyasa	1	PD
akzayyasAyaka	1	PD
akzayyasalila	1	PD
akzayyatftIyA	1	PD
akzayyavAcaka	1	PD
akzayyavEBava	1	PD
akzayyavacana	1	PD
akzayyavastra	1	PD
akzayyaviBUti	1	PD
akzepakAritva	1	PD
akzetrIkaraRa	1	PD
akzetrapatita	1	PD
akziBayaMkara	1	PD
akziBrUvikAra	1	PD
akziBruvaniBa	1	PD
akzigocaratva	1	PD
akzimaDyagata	1	PD
akzimahotsava	1	PD
akzinAsAntara	1	PD
akzinikocavat	1	PD
akzipAkAtyaya	1	PD
akziparaMparA	1	PD
akziparimArga	1	PD
akziparimarda	1	PD
akzirogAntara	1	PD
akzirogatapta	1	PD
akzirogavyaTA	1	PD
akzisTapuruza	1	PD
akzisUtrAntam	1	PD
akzisaMbanDin	1	PD
akzisaMnihita	1	PD
akzisaMnipAta	1	PD
akzisamanvita	1	PD
akzisarvaroga	1	PD
akzispandanam	1	AP
akzitihetutva	1	PD
akzivAcakatva	1	PD
akzivikURitaM	1	SKD
akzivikURitam	1	AP
akzivikUSitam	1	AP
akzivimardana	1	PD
akzmApitapAda	1	PD
akzoBitaBUBft	1	PD
akzoByahfdaya	1	PD
akzoByakavaca	2	PD VCP
akzoByasattva	1	PD
akzoByendriya	2	BHS PD
akzoktyadfzwi	1	PD
akzopajIvyatA	1	PD
akzopakaraRam	1	AP
akzottarAyAma	1	PD
akzottarAyati	1	PD
akzowapfzWaga	1	PD
akzowapiRyaka	1	PD
akzowapradAna	1	PD
akzuBitAtmatA	1	PD
akzuBnanmanas	1	PD
akzuRRAkANkza	1	PD
akzuRRakiraRa	1	PD
akzuRRapAwava	1	PD
akzudrAvakASa	2	BHS PD
akzudrakarman	1	PD
akzudrakarmin	1	PD
akzudrapAdapa	1	PD
akzudrasaciva	1	PD
akzyAmayApaha	1	PD
akzyaBizyanda	1	PD
akzyaDikaraRa	1	PD
akzyantargata	1	PD
alAbuPalAyate	1	SCH
alAtacakravat	1	MW
alIkadAkziRya	1	CAE
alIkanimIlana	1	PWK
alIkanirbanDa	1	CAE
alIkavAdaSIla	3	MW PWK SCH
alaGupratijYa	2	AP MW
alaMkAraBARqa	4	CAE MW PWK SCH
alaMkArakArin	1	CAE
alaMkArasUraH	1	AP
alaMkAravftti	2	PWG PWK
alaMprajanana	3	MW PWG PWK
alaNGanIyatva	2	PWK SCH
alaNGitapUrva	3	CAE CCS MW
alaNkarmmIRaH	1	SKD
alabDABIpsita	2	AP MW
alakasaMhatiH	1	AP
alakzitAntaka	2	AP MW
alakzyajanman	1	SCH
alamarTavacas	4	MD MW PWK SCH
alampuruzIRaH	1	AP
aliNgagrahaRa	1	PWK
alpAntaragata	1	PWK
alpaBujAntara	4	CAE CCS MW PWK
alpaSaHpaNkti	3	MW PWG PWK
alpabalaprARa	2	MW PWK
alpaparicCada	1	MW
alpaparicCeda	2	PWK SCH
alpapraBAvatA	1	MW
alpapramARaka	4	AP MW PWG PWK
alpasaMnicaya	2	MW PWK
alpavittavant	2	PWK SCH
aluptamahiman	2	AP MW
amAtyotpattiH	1	AP
amBoDipallava	2	MW PWK
amBoDivallaBa	4	MW PWG PWK VCP
amBojanmajani	1	MW
amBojavizwara	1	SCH
amadyamAdyant	1	PWK
amadyamadyant	2	PWK SCH
amalaSrIgarBa	2	PWG PWK
amalapatatrin	4	AP MW PWK SCH
amanaHprayoga	1	PWK
amantratantra	2	AP PWK
amantravarjam	2	PWK SCH
amarakaRwakam	1	AP
amarapuraMDrI	1	SCH
amarapuzpakaH	2	AP SKD
amararAmAyaRa	1	PWK
amarendramuni	2	PWG PWK
amartyaBuvana	3	MW PWG PWK
amaruparihita	2	PWK SCH
ambarADikArin	3	AP MW PWK
ambarIzaputra	3	MW PWG PWK
ambuDiprasavA	1	VCP
ambujabAnDava	3	MW PWG PWK
ambukukkuwikA	2	PWK SCH
ambuprasAdana	4	MW PWG PWK VCP
amburuhabanDu	1	SCH
ambuvAcIprada	1	MW
ambuvAcItyAga	1	MW
amfnmayapAyin	2	MW PWK
amftAMSUdBava	2	INM VCP
amftASmagarBa	1	BHS
amftaharItakI	2	MW PWK
amftakaramuKI	1	SCH
amftamanTanam	1	AP
amftanandanaH	1	AP
amftasaMyAvam	1	AP
amftasahodara	2	MW PWK
amftotpannnam	1	AP
amftyuSaNkita	2	PWK SCH
amitavikramaH	1	AP
amitradamBana	5	AP GRA MW PWG PWK
amitrakarzaRa	4	CAE CCS MW PWK
amlapaYcaPala	3	MW PWG VCP
amlapajcaPala	1	PWK
amlikAvawakaH	2	AP SKD
amoGavikramaH	1	AP
amuktahastatA	3	MW PWK SCH
amutaHpradAna	2	MW PWK
amuzyaputtraH	1	SKD
anABAsavizaya	1	PD
anABogabakuSa	1	PD
anABogavAhana	1	PD
anAByAKyAyika	1	PD
anAByAKyAyuka	1	PD
anADAracayana	1	PD
anADAravAsanA	1	PD
anADeyAtiSaya	1	PD
anADeyaviSeza	1	PD
anADeyavikAra	1	PD
anAGrAtaganDa	1	PD
anAGrAtapUrva	1	PD
anAKyAnaSruti	1	PD
anAKyApyahetu	1	PD
anAKyAtavAkya	1	PD
anAKyeyAvasTa	1	PD
anAQyaMBAvuka	1	PD
anAQyaMkaraRI	1	PD
anASIHSaNkitA	1	PD
anASaNkitatva	1	PD
anASaprasaNga	1	PD
anASramEkAnta	1	PD
anASramanindA	1	PD
anASritASraya	1	PD
anASritArTaka	1	PD
anASritAtmAdi	1	PD
anASritakriya	1	PD
anASritavastu	1	PD
anASriteSvara	1	PD
anASvAsApatti	1	PD
anASyasaMmata	1	PD
anATAnukampin	1	PD
anATEkaSaraRa	1	PD
