pwk_L	pwk_pc	slp1	iast	tier	rank	mw_fuzzy	evidence
212463	7-307-c	amudita	amudita	nearform0.86		anudita	
212465	7-307-c	amuzita	amuṣita	nearform0.80		amarzita	
212467	7-307-c	amUlaka	amūlaka	nearform0.92		amlaka	
212468	7-307-c	amUlamantratantra	amūlamantratantra	NO-MATCH	B		B:amfta
212470	7-307-c	amftakavala	amṛtakavala	NO-MATCH	A		B:amfta;A:amftacit
212472	7-307-c	amftataraMgiRI	amṛtataraṃgiṇī	nearform0.93		amftataraNgiRI	
212473	7-307-c	amftaturaMga	amṛtaturaṃga	NO-MATCH	C		
212474	7-307-c	amftadatta	amṛtadatta	nearform0.80		amftadrava	
212476	7-307-c	amftanirgama	amṛtanirgama	NO-MATCH	B		B:amftadyuti
212477	7-307-c	amftapalASa	amṛtapalāśa	NO-MATCH	C		
212478	7-307-c	amftaprASa	amṛtaprāśa	nearform0.90		amftapraBA	
212479	7-307-c	amftabindu	amṛtabindu	nearform0.90		amftabanDu	
212487	7-307-c	amftyuSaNkita	amṛtyuśaṅkita	NO-MATCH	B		B:amftpAtrapa
212488	7-307-c	amfdita	amṛdita	nearform0.80		amardita	
212490	7-307-d	amfzyant	amṛṣyant	nearform0.80		atfzyat	
212492	7-307-d	amEtrI	amaitrī	NO-MATCH	A		A:ameni;A:amoGa
212496	7-307-d	amoGI	amoghī	stem			
212498	7-307-d	amotakaputraka	amotakaputraka	NO-MATCH	A		B:amotaka;A:amRas
212505	7-307-d	ambAstava	ambāstava	nearform0.89		Atmastava	
212508	7-307-d	ambukukkuwikA	ambukukkuṭikā	NO-MATCH	B		B:ambikAsuta;B:ambujanman
212510	7-307-d	ambujAta	ambujāta	nearform0.88		ambupAta	
212512	7-307-d	ambudAgama	ambudāgama	NO-MATCH	A		A:ambujIvin;B:ambuDikAminI
212516	7-307-d	amburuh	amburuh	stem			
212517	7-307-d	amburuhAkza	amburuhākṣa	NO-MATCH	B		B:amBaHSyAmAka
212528	7-307-d	ayaHkIlaka	ayaḥkīlaka	NO-MATCH	B		B:amlI
212529	7-307-d	ayajurvedaDArin	ayajurvedadhārin	NO-MATCH	B		B:ayajus
212531	7-307-d	ayajYavAhin	ayajñavāhin	NO-MATCH	B		B:ayajus;B:ayajYIya
212533	7-307-d	ayajYopavItin	ayajñopavītin	NO-MATCH	B		B:ayajYIya
212534	7-307-d	ayatta	ayatta	nearform1.00		Ayatta	
212538	7-308-a	ayanaka	ayanaka	NO-MATCH	A		A:ayaTAvftta
212539	7-308-a	ayanacayanAdigaRita	ayanacayanādigaṇita	NO-MATCH	B		B:ayanAMSa
212543	7-308-a	ayamadevatya	ayamadevatya	nearform0.87		anyadevatya	
212544	7-308-a	ayamasU	ayamasū	NO-MATCH	C		
212545	7-308-a	ayavana	ayavana	nearform1.00		ayAvana	
212547	7-308-a	ayaSoDvaja	ayaśodhvaja	NO-MATCH	B		B:ayavas;B:ayaHSaPa
212549	7-308-a	ayaHSalmalIvana	ayaḥśalmalīvana	NO-MATCH	B		B:ayaHSaPa;B:ayaHSfNga
212553	7-308-a	ayastapta	ayastapta	nearform0.94		ayastApa	
212554	7-308-a	ayaspAtrI	ayaspātrī	stem			
212557	7-308-a	ayAcitar	ayācitar	nearform0.93		AyAcita	
212562	7-308-a	ayAdava	ayādava	nearform0.80		Ayadvasu	
212568	7-308-a	ayukparRa	ayukparṇa	NO-MATCH	B		B:ayukCada;B:ayugmacCada
212572	7-308-a	ayudDamati	ayuddhamati	NO-MATCH	B		B:ayuta
212573	7-308-b	ayudDamanas	ayuddhamanas	NO-MATCH	C		
212574	7-308-b	ayuDyant	ayudhyant	NO-MATCH	B		B:ayupita
212578	7-308-b	ayUpaka	ayūpaka	nearform0.86		apUpaka	
212582	7-308-b	ayogfha	ayogṛha	NO-MATCH	B		B:ayoguqa;B:ayogya
212584	7-308-b	ayogyarUpa	ayogyarūpa	nearform0.80		agamyarUpa	
212585	7-308-b	ayoDyAmAhAtmya	ayodhyāmāhātmya	NO-MATCH	A		A:ayoni
212587	7-308-b	ayonijanman	ayonijanman	NO-MATCH	A		A:ayoni
212588	7-308-b	ayonitva	ayonitva	NO-MATCH	C		
212589	7-308-b	ayonisaMBava	ayonisaṃbhava	nearform1.00		ayonisamBava	
212592	7-308-b	ayorajomaya	ayorajomaya	NO-MATCH	B		B:ayorajas;B:ayovikAra
212597	7-308-b	arakzaka	arakṣaka	nearform1.00		Arakzaka	
212600	7-308-b	arakzya	arakṣya	nearform1.00		Arakzya	
212606	7-308-b	arajovirajonayayukta	arajovirajonayayukta	NO-MATCH	A		A:arajovittA
212607	7-308-b	arajyant	arajyant	nearform0.80		Ajyanta	
212608	7-308-b	araYjaka	arañjaka	nearform0.88		ArAjYaka	
212609	7-308-b	araYjita	arañjita	NO-MATCH	B		B:araqA
212611	7-308-b	araRasamavasaraRa	araṇasamavasaraṇa	NO-MATCH	A		B:araqA;A:araRAvihArin
212614	7-308-b	araRyacArI	araṇyacārī	nearform0.90		araRyacara	
212616	7-308-c	aranDra	arandhra	nearform0.92		araDra	
212617	7-308-c	aramaRIya	aramaṇīya	nearform0.95		AramBaRIya	
212619	7-308-c	aramya	aramya	nearform0.92		aryamya	
212622	7-308-c	aravAqa	aravāḍa	NO-MATCH	B		B:arare
212623	7-308-c	aravindanABi	aravindanābhi	stem			
212624	7-308-c	aravindotpalavant	aravindotpalavant	NO-MATCH	A		A:araSana
212626	7-308-c	araSmivant	araśmivant	NO-MATCH	A		A:araSana
212627	7-308-c	arasayitar	arasayitar	nearform0.84		arasayitf	
212631	7-308-c	arAjadEvika	arājadaivika	NO-MATCH	B		B:arAgitA
212632	7-308-c	arAjya	arājya	nearform0.92		arajAya	
212634	7-308-c	arAqItara	arāḍītara	NO-MATCH	A		A:arAqa;B:arAtinud
212637	7-308-c	ariktakarRa	ariktakarṇa	nearform0.86		arpitakara	
212642	7-308-c	arimitramitra	arimitramitra	NO-MATCH	B		B:aripra;B:arizwa
212647	7-308-c	arItimant	arītimant	NO-MATCH	A		A:arIRa;B:arugRa
212652	7-308-c	arujant	arujant	nearform0.80		Arujatnu	
212659	7-308-d	aruRADikaraRamaYjarI	aruṇādhikaraṇamañjarī	NO-MATCH	B		B:aruRapsu;B:aruREta
212663	7-308-d	arU	arū	stem			
212665	7-308-d	arUQa	arūḍha	nearform1.00		ArUQa	
212666	7-308-d	arUpabrahmaDAtu	arūpabrahmadhātu	NO-MATCH	C		
212667	7-308-d	arUpaviSeza	arūpaviśeṣa	NO-MATCH	C		
212668	7-308-d	arUpyabrahmaDAtu	arūpyabrahmadhātu	NO-MATCH	C		
212669	7-308-d	areqant	areḍant	NO-MATCH	A		A:arepa
212671	7-308-d	arogitva	arogitva	nearform0.93		arogitA	
212673	7-308-d	arocin	arocin	nearform0.91		arcin	
212684	7-308-d	arkavant	arkavant	nearform0.93		arkavat	
212686	7-308-d	arkAtmaja	arkātmaja	stem			
212689	7-308-d	argalapASaka	argalapāśaka	NO-MATCH	B		B:arkopala;B:arcatrya
212691	7-308-d	arcanAnavanIta	arcanānavanīta	NO-MATCH	B		B:arcatrya;B:arcA
212693	7-308-d	arcAvEBava	arcāvaibhava	NO-MATCH	B		B:arcA
212694	7-308-d	arcirmAlya	arcirmālya	nearform0.84		anirmAlyA	
212695	7-308-d	arcizmant	arciṣmant	nearform0.94		arcizmat	
212696	7-309-a	arC	arch	NO-MATCH	B		B:arj
212699	7-309-a	arjitatva	arjitatva	NO-MATCH	A		B:arjaka;A:arjin
212704	7-309-a	artni	artni	nearform0.91		aratni	
212706	7-309-a	arTakartar	arthakartar	nearform0.86		arTakAraRAt	
212708	7-309-a	arTakAmy	arthakāmy	stem			
212709	7-309-a	arTakAraRa	arthakāraṇa	nearform0.95		arTakAraRAt	
212713	7-309-a	arTakriyAkArin	arthakriyākārin	NO-MATCH	A		B:arTakilbizin;A:arTagati
212718	7-309-a	arTadIpikA	arthadīpikā	NO-MATCH	A		B:arTadAna;A:arTanASaka
212725	7-309-a	arTapAruzya	arthapāruṣya	NO-MATCH	A		A:arTapAWa
212726	7-309-a	arTaprADva	arthaprādhva	NO-MATCH	C		
212727	7-309-a	arTabahula	arthabahula	NO-MATCH	B		B:arTamanas
212730	7-309-b	arTamAtar	arthamātar	nearform0.89		arTamatta	
212731	7-309-b	arTay	arthay	nearform0.89		arTa	
212732	7-309-b	arTayitar	arthayitar	NO-MATCH	A		A:arTaracana
212739	7-309-b	arTaviSArada	arthaviśārada	NO-MATCH	A		A:arTalola;B:arTaSAstraka
212741	7-309-b	arTasaMsidDi	arthasaṃsiddhi	NO-MATCH	B		B:arTaSAstraka
212742	7-309-b	arTasaMhata	arthasaṃhata	NO-MATCH	A		A:arTasama
212744	7-309-b	arTasamAhartar	arthasamāhartar	nearform0.89		arTasamAhartf	
212747	7-309-b	arTApay	arthāpay	stem			
212751	7-309-b	arTegA	arthegā	stem			
212754	7-309-b	ardin	ardin	nearform0.89		arin	
212755	7-309-b	arD	ardh	stem			
212757	7-309-b	arDakapAwasaMDika	ardhakapāṭasaṃdhika	NO-MATCH	B		B:arDaka;B:arDakarRa
212760	7-309-b	arDakuRqalakarzin	ardhakuṇḍalakarṣin	NO-MATCH	B		B:arDakArzika
212761	7-309-b	arDaKila	ardhakhila	NO-MATCH	B		B:arDacandra
212763	7-309-b	arDacandraDara	ardhacandradhara	nearform0.93		arDacandrAkAra	
212764	7-309-b	arDadroRika	ardhadroṇika	nearform1.00		arDadrORika	
212765	7-309-b	arDadvicaturaSraka	ardhadvicaturaśraka	NO-MATCH	C		
212766	7-309-b	arDanAgarI	ardhanāgarī	nearform0.80		arDamAgaDI	
212768	7-309-b	arDanArISvarastotra	ardhanārīśvarastotra	NO-MATCH	A		B:arDanArAca;A:arDanizpanna
212770	7-309-c	arDaniHsfta	ardhaniḥsṛta	NO-MATCH	A		A:arDanizpanna;B:arDapaYcadaSa
212772	7-309-c	arDapatita	ardhapatita	nearform0.84		arDatikta	
212774	7-309-c	arDaparAsu	ardhaparāsu	NO-MATCH	B		B:arDapada;B:arDapAda
212777	7-309-c	arDapradakziRa	ardhapradakṣiṇa	nearform0.81		aparadakziRam	
212778	7-309-c	arDaprasUtA	ardhaprasūtā	nearform0.87		aciraprasUtA	
212781	7-309-c	arDaBagna	ardhabhagna	nearform0.94		arDaBAga	
212783	7-309-c	arDaBedaka	ardhabhedaka	NO-MATCH	B		B:arDaBAgika
212784	7-309-c	arDamaRqita	ardhamaṇḍita	NO-MATCH	C		
212785	7-309-c	arDamArita	ardhamārita	nearform0.86		arDamAtrika	
212786	7-309-c	arDamIlita	ardhamīlita	NO-MATCH	C		
212787	7-309-c	arDamukulI	ardhamukulī	NO-MATCH	A		A:arDamuRqa
212792	7-309-c	arDalakzya	ardhalakṣya	NO-MATCH	B		B:arDarcaSasya;B:arDavartman
212795	7-309-c	arDavidala	ardhavidala	NO-MATCH	A		B:arDavaSA;A:arDavESasa
212797	7-309-c	arDaSaMBu	ardhaśaṃbhu	NO-MATCH	A		A:arDavESasa
212798	7-309-c	arDaSarAva	ardhaśarāva	NO-MATCH	C		
212799	7-309-c	arDaSARI	ardhaśāṇī	NO-MATCH	B		B:arDaSiras
212802	7-309-c	arDasaMlIna	ardhasaṃlīna	NO-MATCH	B		B:arDazazWa
212803	7-309-c	arDasadfSa	ardhasadṛśa	NO-MATCH	B		B:arDasaptama
212805	7-309-c	arDasamaya	ardhasamaya	nearform0.95		arDAstamaya	
212807	7-309-c	arDasTitaprARa	ardhasthitaprāṇa	NO-MATCH	A		B:arDasamasyA;A:arDahara
212809	7-309-c	arDADva	ardhādhva	stem			
212810	7-309-c	arDArcaSasya	ardhārcaśasya	nearform1.00		arDarcaSasya	
212813	7-309-d	arDuzwa	ardhuṣṭa	nearform0.86		aDyuzwa	
212815	7-309-d	arDopaBukta	ardhopabhukta	NO-MATCH	A		A:arDocCizwa
212816	7-309-d	arpaRA	arpaṇā	stem			
212818	7-309-d	arBakOkas	arbhakaukas	NO-MATCH	A		A:arbuda;B:arya
212825	7-309-d	arvAkkAlIna	arvākkālīna	NO-MATCH	B		B:arvan;B:arSasin
212828	7-309-d	arhadatta	arhadatta	NO-MATCH	A		A:arhaRIya
212829	7-309-d	arhadGawIcakra	arhadghaṭīcakra	NO-MATCH	C		
212830	7-309-d	arhadvasana	arhadvasana	nearform0.82		AharavasanA	
212835	7-309-d	alakzaRasaMpad	alakṣaṇasaṃpad	NO-MATCH	A		A:alakzaRaka
212836	7-309-d	alakzaRya	alakṣaṇya	nearform0.94		alakzaRa	
212840	7-309-d	alaGIyaMs	alaghīyaṃs	nearform0.94		alaGIyas	
212842	7-309-d	alaGuBava	alaghubhava	NO-MATCH	B		B:alaGu;B:alaMkarmIRa
212844	7-309-d	alaMkAratilaka	alaṃkāratilaka	NO-MATCH	B		B:alaMkarmIRa
212845	7-309-d	alaMkAranikarza	alaṃkāranikarṣa	NO-MATCH	A		A:alaMkAraratnAkara
212847	7-309-d	alaMkArarahasya	alaṃkārarahasya	NO-MATCH	A		A:alaMkAraratnAkara
212848	7-309-d	alaMkArika	alaṃkārika	nearform1.00		AlaMkArika	
212849	7-310-a	alaMkftiSAstra	alaṃkṛtiśāstra	NO-MATCH	B		B:alaNGanIya
212852	7-310-a	alaNGayant	alaṅghayant	nearform0.95		alaNGayat	
212854	7-310-a	alajjAkara	alajjākara	NO-MATCH	A		B:alajja;A:alatikA
212859	7-310-a	alabDanidrAkzaRa	alabdhanidrākṣaṇa	NO-MATCH	A		A:alabDagADa;A:alabDapada
212861	7-310-a	alabDavya	alabdhavya	NO-MATCH	A		A:alabDapada;A:alaBya
212863	7-310-a	alamaka	alamaka	nearform0.86		alimaka	
212866	7-310-a	alamelamaNgAstotra	alamelamaṅgāstotra	NO-MATCH	A		A:alamArya
212867	7-310-a	alaMpura	alaṃpura	nearform0.82		acalapura	
212869	7-310-a	alasay	alasay	stem			
212874	7-310-a	alAlasa	alālasa	nearform0.86		abalAsa	
212877	7-310-a	aliNgasaMKya	aliṅgasaṃkhya	NO-MATCH	B		B:aliNga;B:aliNgin
212880	7-310-a	alipta	alipta	nearform1.00		Alipta	
212882	7-310-a	alivanda	alivanda	nearform0.80		aBivand	
212884	7-310-a	alIkanalI	alīkanalī	NO-MATCH	A		B:alIka;A:aluYca
212887	7-310-b	aleKya	alekhya	nearform1.00		AleKya	
212889	7-310-b	alopayant	alopayant	NO-MATCH	B		B:alokyatA
212890	7-310-b	aloBavant	alobhavant	NO-MATCH	C		
212891	7-310-b	alomaSa	alomaśa	NO-MATCH	C		
212892	7-310-b	alozwaka	aloṣṭaka	NO-MATCH	B		B:aloha
212894	7-310-b	alOlya	alaulya	NO-MATCH	A		B:aloha;A:alpakAya
212896	7-310-b	alpakAlika	alpakālika	nearform0.90		ApatkAlika	
212897	7-310-b	alpakfcCra	alpakṛcchra	NO-MATCH	C		
212898	7-310-b	alpatapas	alpatapas	NO-MATCH	C		
212899	7-310-b	alpadarSin	alpadarśin	nearform0.86		alpadarSana	
212900	7-310-b	alpanicaya	alpanicaya	NO-MATCH	C		
212901	7-310-b	alpaparicCeda	alpapariccheda	nearform0.92		alpaparicCada	
212902	7-310-b	alpapracAra	alpapracāra	NO-MATCH	A		A:alpaPala
212904	7-310-b	alparADas	alparādhas	nearform0.82		aparArDa	
212905	7-310-b	alpavant	alpavant	nearform0.93		alpavat	
212906	7-310-b	alpavijYAna	alpavijñāna	NO-MATCH	C		
212907	7-310-b	alpavittavant	alpavittavant	nearform0.96		alpavittavat	
212908	7-310-b	alpasvamant	alpasvamant	nearform0.95		alpasvamat	
212913	7-310-b	alpotsuka	alpotsuka	NO-MATCH	B		B:alpeSAKya;B:avaka
212917	7-310-b	avakarRaprAvfta	avakarṇaprāvṛta	NO-MATCH	A		A:avakara;A:avakalana
212919	7-310-b	avakalpanA	avakalpanā	nearform0.95		avakalana	
212922	7-310-c	avakUlana	avakūlana	nearform0.89		avakalana	
212924	7-310-c	avakowaka	avakoṭaka	NO-MATCH	A		A:avakeSin
212925	7-310-c	avakrAma	avakrāma	nearform0.93		avakram	
212928	7-310-c	avaga	avaga	stem			
212929	7-310-c	avagaRanA	avagaṇanā	stem			
212930	7-310-c	avagataraSmivant	avagataraśmivant	NO-MATCH	B		B:avagaDa
212944	7-310-c	avacitapUrva	avacitapūrva	NO-MATCH	A		B:avacicIzA;A:avacIravicIraka
212946	7-310-c	avacCedakatattvanirukti	avacchedakatattvanirukti	NO-MATCH	A		A:avacIravicIraka;A:avajvalana
212949	7-310-c	avaYcaka	avañcaka	NO-MATCH	A		A:avajvAla;A:avaYcanatA
212951	7-310-c	avaYcita	avañcita	nearform1.00		avAYcita	
212955	7-310-c	avaRqa	avaṇḍa	nearform0.91		avaqa	
212957	7-310-c	avataMsay	avataṃsay	nearform0.94		avataMsa	
212959	7-310-c	avatAraRikA	avatāraṇikā	nearform1.00		avataraRikA	
212966	7-310-d	avadravya	avadravya	nearform0.89		apadravya	
212968	7-310-d	avaDAnavant	avadhānavant	nearform0.95		avaDAnavat	
212970	7-310-d	avaDUlay	avadhūlay	nearform0.82		avatUlaya	
212972	7-310-d	avanatI	avanatī	stem			
212973	7-310-d	avanaha	avanaha	stem			
212977	7-310-d	avanipAtam	avanipātam	nearform0.84		avinipAta	
212979	7-310-d	avanIBuj	avanībhuj	NO-MATCH	B		B:avaniruh
212980	7-310-d	avanektar	avanektar	nearform0.82		avanektf	
212981	7-310-d	avantisukumAla	avantisukumāla	NO-MATCH	C		
212982	7-310-d	avantisenA	avantisenā	stem			
212983	7-310-d	avantIkumAra	avantīkumāra	nearform0.83		aSvinIkumAra	
212985	7-310-d	avanDyaprasAda	avandhyaprasāda	NO-MATCH	B		B:avanDya
212986	7-310-d	avapadas	avapadas	stem			
212987	7-310-d	avapAkin	avapākin	nearform0.80		AvApaka	
212996	7-310-d	avamUrDa	avamūrdha	nearform0.80		avamUtr	
212998	7-310-d	avamfdya	avamṛdya	nearform0.88		avamfSya	
213000	7-311-a	avamya	avamya	nearform0.91		avaya	
213001	7-311-a	avayavakroqa	avayavakroḍa	NO-MATCH	B		B:avayuti
213003	7-311-a	avayE	avayai	nearform0.91		avaDyE	
213005	7-311-a	avaragodAnIya	avaragodānīya	NO-MATCH	B		B:avara
213006	7-311-a	avaracAmara	avaracāmara	NO-MATCH	B		B:avaratas
213008	7-311-a	avaraBAgIya	avarabhāgīya	NO-MATCH	B		B:avaratas
213009	7-311-a	avaruRagfhIta	avaruṇagṛhīta	NO-MATCH	C		
213010	7-311-a	avaruRagrAha	avaruṇagrāha	NO-MATCH	B		B:avaruRam
213012	7-311-a	avarudDatva	avaruddhatva	NO-MATCH	B		B:avaruRam
213013	7-311-a	avaruDaka	avarudhaka	nearform0.89		avaroDaka	
213017	7-311-a	avaroDarakzA	avarodharakṣā	NO-MATCH	B		B:avaroDana;B:avaroDin
213020	7-311-a	avarRI	avarṇī	stem			
213023	7-311-a	avarzatarkya	avarṣatarkya	stem			
213025	7-311-a	avarzizyant	avarṣiṣyant	NO-MATCH	B		B:avarzin;B:avarzwos
213028	7-311-a	avalagana	avalagana	nearform0.94		avalagna	
213030	7-311-a	avalambanaka	avalambanaka	nearform0.83		anavalambana	
213033	7-311-a	avalupta	avalupta	stem			
213036	7-311-b	avalepavant	avalepavant	NO-MATCH	A		B:avaleKana;A:avalokanaka
213038	7-311-b	avalokitalakzmI	avalokitalakṣmī	NO-MATCH	A		A:avalokanaka;A:avalopa
213041	7-311-b	avavartin	avavartin	nearform0.94		avavarti	
213044	7-311-b	avaSarDayitar	avaśardhayitar	nearform0.88		avaSarDayitf	
213050	7-311-b	avazwamBanatA	avaṣṭambhanatā	NO-MATCH	B		B:avazwamBa;B:avasakTikA
213057	7-311-b	avasarpin	avasarpin	nearform0.89		avisarpin	
213061	7-311-b	avasAnapati	avasānapati	NO-MATCH	A		B:avasAna;A:avasAraRA
213068	7-311-b	avaskAra	avaskāra	nearform1.00		avaskara	
213069	7-311-b	avastupatita	avastupatita	NO-MATCH	C		
213070	7-311-b	avastrada	avastrada	nearform0.89		avastratA	
213071	7-311-c	avasTiticApala	avasthiticāpala	NO-MATCH	C		
213072	7-311-c	avasnAna	avasnāna	nearform0.93		AvasAna	
213074	7-311-c	avasyuvAta	avasyuvāta	nearform0.80		avahAsyatA	
213076	7-311-c	avasvadant	avasvadant	nearform0.90		avasvadvat	
213079	7-311-c	avahant	avahant	stem			
213080	7-311-c	avahasita	avahasita	nearform0.94		avahasta	
213082	7-311-c	avahitatva	avahitatva	nearform0.95		avahitatA	
213084	7-311-c	avAkiSaraska	avākiśaraska	NO-MATCH	A		A:avahni;A:avAgduzwa
213087	7-311-c	avANgra	avāṅgra	nearform0.93		avANagra	
213090	7-311-c	avAcInabila	avācīnabila	NO-MATCH	A		A:avAcaMyama;A:avAcya
213092	7-311-c	avAcyavacanayudDa	avācyavacanayuddha	NO-MATCH	A		A:avAcya;A:avAYc
213095	7-311-c	avAtsalya	avātsalya	nearform0.94		avatsala	
213096	7-311-c	avAnta	avānta	nearform1.00		Avanta	
213099	7-311-c	avAntaraprakfti	avāntaraprakṛti	NO-MATCH	B		B:avAntaradIkzA;B:avApta
213104	7-311-c	avAryamARa	avāryamāṇa	nearform0.86		aDArayamARa	
213106	7-311-c	avAleya	avāleya	nearform0.86		avaleKA	
213111	7-311-c	avikatTin	avikatthin	nearform0.84		avikatTana	
213112	7-311-c	avikampita	avikampita	nearform0.90		avikalpita	
213116	7-311-c	avikANkzA	avikāṅkṣā	nearform0.89		aBikANkzA	
213118	7-311-c	avikAravant	avikāravant	nearform0.95		avikAravat	
213121	7-311-d	avikAsaBAva	avikāsabhāva	NO-MATCH	A		B:avikArya;A:avikURita
213134	7-311-d	avigaRita	avigaṇita	nearform0.89		avigalita	
213139	7-311-d	avicalant	avicalant	nearform0.94		avicalat	
213141	7-311-d	avicezwant	aviceṣṭant	NO-MATCH	B		B:avicAra;B:avicyuta
213144	7-311-d	avijYapti	avijñapti	nearform0.82		avijYAta	
213145	7-311-d	avijYAtaprAyaScitta	avijñātaprāyaścitta	NO-MATCH	B		B:avitaTa
213147	7-311-d	avitaTavAc	avitathavāc	NO-MATCH	A		B:avitaTa;A:avitaraRa
213150	7-311-d	avitarkayant	avitarkayant	NO-MATCH	B		B:avitarka;B:avitarkita
213154	7-311-d	avitfptaka	avitṛptaka	nearform0.90		avitfptatA	
213155	7-311-d	avitrasta	avitrasta	nearform0.89		avatrasta	
213156	7-311-d	avid	avid	stem			
213159	7-312-a	avidUzaka	avidūṣaka	NO-MATCH	B		B:avidita;B:avidoha
213161	7-312-a	avidDakarRa	aviddhakarṇa	stem			
213162	7-312-a	avidyaka	avidyaka	NO-MATCH	B		B:avidviz
213164	7-312-a	aviDijYa	avidhijña	NO-MATCH	B		B:avidviz;B:aviDipUrvakam
213167	7-312-a	aviDfta	avidhṛta	nearform0.86		avikfta	
213168	7-312-a	aviDeya	avidheya	nearform0.92		AviDya	
213172	7-312-a	aviniyoga	aviniyoga	NO-MATCH	B		B:avinipAtita
213173	7-312-a	aviniryant	aviniryant	nearform0.80		avinirRaya	
213174	7-312-a	avinivartanIya	avinivartanīya	nearform0.81		avyAvartanIya	
213175	7-312-a	avindant	avindant	nearform0.88		avidAnta	
213178	7-312-a	avipadyant	avipadyant	nearform0.95		avipadyat	
213179	7-312-a	avipariRAmavartin	avipariṇāmavartin	NO-MATCH	C		
213180	7-312-a	aviparyAsa	aviparyāsa	stem			
213181	7-312-a	avipAkin	avipākin	nearform0.80		avipAka	
213183	7-312-a	avipramoha	avipramoha	NO-MATCH	A		A:aviprapaYca;B:aviprahata
213187	7-312-a	avibruvant	avibruvant	nearform0.95		avibruvat	
213192	7-312-a	aviBinnakAlam	avibhinnakālam	NO-MATCH	A		B:aviBinna;A:aviBraMSa
213197	7-312-b	avimalapraBa	avimalaprabha	NO-MATCH	A		A:avimarSitavya;B:avimita
213203	7-312-b	avimfzwaviDeyAMSa	avimṛṣṭavidheyāṃśa	NO-MATCH	B		B:avimucyamAna;B:avimokza
213205	7-312-b	avirajas	avirajas	NO-MATCH	B		B:avimokza;B:avirata
213210	7-312-b	avirAgin	avirāgin	nearform0.88		aviBAgin	
213211	7-312-b	avirAj	avirāj	nearform0.91		Avraj	
213212	7-312-b	avirAwsaMpanna	avirāṭsaṃpanna	NO-MATCH	B		B:avirAmam
213219	7-312-b	aviroDana	avirodhana	nearform0.89		avaroDana	
213222	7-312-b	avilakzaRa	avilakṣaṇa	nearform0.90		aBilakzaRa	
213224	7-312-b	avilIna	avilīna	nearform0.86		aviqIna	
213226	7-312-b	avivara	avivara	nearform0.93		avivarta	
213231	7-312-b	aviSaNkin	aviśaṅkin	nearform0.89		aBiSaNkin	
213232	7-312-b	aviSArada	aviśārada	NO-MATCH	C		
213233	7-312-b	aviSAla	aviśāla	nearform0.86		ApiSala	
213234	7-312-b	aviSoDana	aviśodhana	NO-MATCH	A		A:aviSrabDa
213237	7-312-b	aviSramant	aviśramant	nearform0.86		aviSramBatA	
213239	7-312-c	aviSlizwa	aviśliṣṭa	nearform0.89		aviklizwa	
213242	7-312-c	aviSvAsya	aviśvāsya	nearform0.94		aviSvAsa	
213244	7-312-c	avizAditA	aviṣāditā	nearform0.82		AsvAdita	
213245	7-312-c	avizuvatka	aviṣuvatka	NO-MATCH	B		B:avisaMvAda
213249	7-312-c	aviskanttar	aviskanttar	nearform0.86		aviskanttf	
213250	7-312-c	avismaya	avismaya	nearform0.82		aBisamaya	
213254	7-312-c	avisrasta	avisrasta	nearform0.89		avisraMsa	
213255	7-312-c	avihiMsant	avihiṃsant	nearform0.90		avihiMsana	
213263	7-312-c	avIrasTa	avīrastha	nearform0.82		aDvarasTa	
213264	7-312-c	avIrahatya	avīrahatya	nearform0.90		avErahatya	
213265	7-312-c	avIryavant	avīryavant	nearform0.95		avIryavat	
213266	7-312-c	avfTArTa	avṛthārtha	nearform0.80		asvArTa	
213271	7-312-c	avedanIya	avedanīya	nearform1.00		AvedanIya	
213273	7-312-c	avEkfta	avaikṛta	nearform0.86		avakfta	
213275	7-312-c	avEdeSI	avaideśī	NO-MATCH	B		B:avEdika;B:avEBIdaka
213277	7-312-c	avEra	avaira	nearform0.80		avara	
213278	7-312-c	avErin	avairin	NO-MATCH	C		
213279	7-312-c	avEvartacakra	avaivartacakra	NO-MATCH	A		A:avESAradya
213282	7-312-d	avyaktamaya	avyaktamaya	nearform0.87		avyaktasAmya	
213284	7-312-d	avyatirikta	avyatirikta	nearform0.86		avyatireka	
213286	7-312-d	avyatiharant	avyatiharant	NO-MATCH	B		B:avyatizaNgam;B:avyaTa
213291	7-312-d	avyantIkfta	avyantīkṛta	nearform0.82		aDyagnIkfta	
213292	7-312-d	avyaBicarita	avyabhicarita	nearform0.87		avyaBicArAt	
213294	7-312-d	avyayavftti	avyayavṛtti	nearform0.96		avyApyavftti	
213295	7-312-d	avyavaDAyaka	avyavadhāyaka	NO-MATCH	A		A:avyavasTa
213297	7-312-d	avyavasTitacitta	avyavasthitacitta	nearform0.90		anavasTitacitta	
213301	7-312-d	avyAtta	avyātta	nearform1.00		AvyAtta	
213303	7-312-d	avyApakavizayatASUnyatvapattra	avyāpakaviṣayatāśūnyatvapattra	NO-MATCH	B		B:avyApaka;B:avyApanna
213306	7-312-d	avyAyuka	avyāyuka	nearform0.88		aByAyuka	
213309	7-312-d	avyutkrAnta	avyutkrānta	NO-MATCH	B		B:avyAhfta
213310	7-312-d	avyutpattimant	avyutpattimant	NO-MATCH	C		
213311	7-312-d	avyutsfjant	avyutsṛjant	NO-MATCH	A		A:avyuptakeSa
213320	7-312-d	aSaktaBartfkA	aśaktabhartṛkā	stem			
