pwkvn_k1	pc	mw_L	mw_pc	in_mw_sup
Bindu	7-365-b	150905	757,3	main
BinnakI	5-262-b	150890	757,2	main
BinnakleSa	7-365-b	150812	757,1	main
Binnaruci	5-262-b	150847	757,2	main
Biru	7-365-b	150908	757,3	main
BirukacCa	7-365-b	150909	757,3	main
Bizaktva	5-262-b	150934	757,3	main
BogAvAsa	5-262-c	153182	767,3	main
Boga	5-262-c	153126	767,2	main
BogaMkarA	6-304-c	153133	767,2	main
BogalABa	7-365-d	153155	767,3	main
BogamAlinI	6-304-c	153153	767,3	main
BoganATa	7-365-d	153141	767,3	main
BogavatI	6-304-c	153163	767,3	main
Bogika	5-262-c	153185	767,3	main
BojanIya	7-366-a	153304	768,1	main
Bojana	7-365-d	153276	768,1	main
Bojya	6-304-c	153330	768,2	main
BoskAra	7-366-a	153353	768,2	main
BrAtfvyABiBUti	7-366-a	153752	770,3	main
BrAtfvyApanutti	7-366-a	153751	770,3	main
BrAtfvyadevatya	5-262-c	153743	770,2	main
BrURa	7-366-a	153841	771,1	main
BrUkuMsa	7-366-a	153773	770,3	main
BraMS	7-366-a	153448	769,1	main
Bram	7-366-a	153524	769,3	main
BrastA	5-262-c	153677	770,1	main
Buj	5-262-b	151388	759,3	main
BujaSiKara	7-365-c	151261	759,1	main
Bujabalin	5-262-b	151251	759,1	main
BujagAri	7-365-c	151289	759,2	main
Bujaga	7-365-c	151275	759,2	main
Bujayoktra	4-302-c	151255	759,1	main
BuktaSeza	5-262-b	151365	759,3	main
CAgaromamaya	5-254-b	75764	405,3	main
CAyA	4-299-a	75859	406,1	main
CAyApaTa	3-262-a	75873	406,2	main
CAya	4-299-a	75838	406,1	main
Cad	7-342-b	75683	405,2	main
Cada	5-254-b	75469	404,2	main
CadirdarSa	4-299-a	75487	404,2	main
CagalAntrI	7-342-b	75373	404,1	main
CagalikA	7-342-b	75375	404,1	main
Calana	3-262-a	75722	405,3	main
CalapAta	7-342-b	75717	1327,2	sup
CamaRqala	5-254-b	75699	405,2	main
Cand	6-301-b	75688	405,2	main
Canda	2-301-a	75689	405,2	main
CandaHpratizWAna	7-342-b	75596	1327,2	sup
CandoBAga	4-299-a	75654	405,1	main
CattropAnaha	7-342-b	75435	404,2	main
Cavi	4-299-a	75746	405,3	main
Cid	4-299-a	75916	406,2	main
CidrAnusArin	7-387-d	75954	406,3	main
CidrakarRa	7-342-c	75941	406,3	main
CinnaBakta	7-342-c	75991	406,3	main
CinnakarRa	7-342-c	75980	1327,2	sup
ColaNga	6-301-b	76151	407,3	main
Cowana	5-254-b	76148	407,2	main
Cur	7-342-c	76084	407,1	main
Cuw	5-254-b	76066	407,1	main
DA	3-264-c	100612	513,3	main
DAman	6-302-c	100876	514,3	sup
DAnurveda	6-302-c	100918	515,1	main
DAnyajIvin	7-350-d	100799	514,2	main
DAnyakawaka	5-257-a	100783	514,2	main
DAnyamiSra	4-300-c	100822	514,2	main
DAnyapUla	3-264-c	100814	514,2	main
DAnyarAja	4-300-c	100824	514,2	main
DArApaTa	7-350-d	101113	515,3	main
DArAsalila	7-350-d	101120	516,1	main
DAra	5-257-a	101093	515,3	main
DAralopaka	5-257-a	101041	515,3	main
DArmika	7-351-a	101145	516,1	main
DAtakIKaRqa	7-350-d	100895	514,3	main
DAv	7-351-a	101170	516,1	main
DAvana	7-351-a	101177	516,1	main
DAya	7-350-d	100878	514,3	main
DItA	5-257-a	101325	517,1	main
DU	4-300-c	101482	517,3	main
DUlIkadamba	5-257-a	101717	518,3	main
DUligucCa	5-257-a	101707	518,3	main
DUmala	7-351-a	101628	518,2	main
DUmanetra	7-351-a	101570	518,1	main
DUmarI	5-257-a	101625	518,2	main
DUmarakta	5-257-a	101583	518,1	main
DUmra	3-264-c	101654	518,2	main
DUmraka	3-264-c	101697	518,2	main
DUrta	7-351-a	101769	518,3	main
DUrtalavaRa	5-257-a	101784	519,1	main
DUrti	5-257-a	101794	519,1	main
DUryuja	7-351-b	101749	518,3	main
DUtaguRa	7-351-a	101495	517,3	main
Dakzat	5-255-c	99239	508,1	main
DanDa	7-350-b	99637	509,2	main
DanEzin	7-350-b	99464	509,1	main
Danagupta	7-350-b	99278	508,2	main
DanahAraka	7-350-b	99418	508,3	main
DanamUlya	7-350-b	99367	508,3	main
Danavarman	7-350-b	99387	508,3	main
Danaviparyaya	5-256-c	99388	508,3	main
DaneSa	7-350-b	99457	508,3	main
DanurmArga	7-350-b	99575	509,2	main
Danv	4-300-c	99639	509,2	main
Danva	7-350-b	99642	509,2	main
Danvana	3-264-b	99699	509,3	main
DarADarendra	3-264-c	99848	510,2	main
Dara	7-350-c	99764	510,1	main
DaraRa	5-257-a	99780	510,1	main
DaraRidAsa	5-257-a	99791	510,2	main
DaraRija	7-350-c	99788	510,1	main
Darimameya	7-350-c	99872	510,2	main
DaritrIBft	7-350-c	99868	510,2	main
DaritrIDara	7-350-c	99866	510,2	main
DarmArTika	7-350-d	100433	512,3	main
Darma	7-350-c	100518	513,1	sup
DarmaBagna	4-300-c	100170	511,3	main
DarmaDAraya	7-350-c	100077	511,2	main
DarmaDAtuniyata	7-350-c	100073	511,2	main
DarmaSAwapraticCanna	7-350-c	100285	512,1	main
DarmaSarIra	7-350-c	100282	512,1	main
DarmaSravaRa	7-350-c	100297	512,1	main
Darmacakzus	3-264-c	99995	511,1	main
DarmadroRa	3-264-c	100062	511,1	main
Darmadruh	3-264-c	100061	511,1	main
DarmakAya	3-264-c	99948	510,3	main
DarmapASa	7-350-c	100129	511,2	main
Darmaprekza	4-300-c	100160	511,2	main
Darmaputraka	4-300-c	100137	511,2	main
DarmarAjaputra	7-350-c	100222	511,3	main
DarmasAgara	7-350-d	100321	1329,2	sup
DarmasaMjYa	7-350-c	100312	512,1	main
Darmasatyavrateyu	6-302-b	100315	512,1	main
DarmatA	7-350-c	100030	511,1	main
DarmavARijyaka	5-257-a	100248	511,3	main
DarmavAha	5-257-a	100253	511,1	main
Darmaviplava	3-264-c	100265	512,1	main
DarmayaSas	5-257-a	100195	511,3	main
DarmayajYa	7-350-c	100194	511,3	main
DarzaRa	7-350-d	100540	513,1	main
Davala	5-257-a	100575	513,2	main
Davalapakza	5-257-a	100588	513,2	main
Davalasmfti	7-350-d	100592	513,2	main
Dena	7-351-b	102004	520,1	main
DftaSrI	5-257-a	101872	519,2	main
DftarAzwra	7-351-b	101862	519,2	main
DfzwatA	3-264-c	101965	520,1	main
DigvAda	7-351-a	101204	516,2	main
DizRya	7-351-a	101249	516,3	main
Druva	6-302-c	102323	521,3	main
DurAnikzepaRa	7-351-a	101447	517,2	main
Durya	3-264-c	101467	517,3	main
DutaguRa	7-351-a	101375	517,1	main
DvANkza	4-300-c	102573	522,3	main
Dvajavada	5-257-a	102452	522,2	main
Dvanana	7-388-b	102503	522,2	main
DvanyAcArya	7-351-b	102534	522,3	main
Dvanya	5-257-a	102538	522,3	main
DyA	3-264-c	102186	521,1	main
DyAmIkaraRa	7-351-b	102178	521,1	main
DyAmala	7-351-b	102181	521,1	main
DyAnAgAra	7-351-b	102235	521,1	main
DyAna	5-257-a	102198	521,1	main
E	1-299-c	40293	233,1	main
ESi	3-258-b	40552	1323,2	sup
ESvarakAraRika	5-251-a	40556	1323,2	sup
EkAntika	7-328-a	40334	233,2	main
Ekamantrya	5-251-a	40309	1323,2	sup
EkamuKya	3-258-b	40309	1323,2	sup
Ekzavya	3-258-b	40350	233,2	main
Enasa	6-299-b	40416	234,1	main
EqAdaDa	2-296-c	40374	233,3	main
ErAvataka	1-299-c	40519	234,3	main
Ereya	3-258-b	40520	234,3	main
EryApaTikI	2-296-c	40523	1323,2	sup
EtareyAraRyaka	2-296-c	40394	233,3	main
EvamarTya	3-258-b	40544	1323,2	sup
EzAvIra	7-328-b	40568	235,1	main
GArikA	7-387-c	69774	1326,3	sup
GAtaka	4-298-c	69751	377,2	main
GAtitva	3-261-b	69762	377,2	main
GAwa	7-339-d	69720	377,2	main
GAwalikA	4-298-c	69727	377,2	main
GaRwAkarRI	5-254-a	69380	375,3	main
GaRwa	7-339-d	69366	375,3	main
GamaGamArava	3-261-b	69590	376,3	main
GanAsTika	3-261-b	69563	376,2	main
Gana	7-339-d	69452	376,1	main
Ganamud	3-261-b	69501	376,2	main
Ganodaya	7-339-d	69570	376,2	main
Gar	2-300-b	69592	376,3	main
GarGara	7-387-c	69611	376,3	main
GariRI	7-339-d	69597	376,3	main
GarmaBAnu	5-254-a	69662	377,1	main
GarmadIDiti	7-339-d	69654	377,1	main
Garmasvaras	7-339-d	69673	377,1	main
Garmatoya	5-254-a	69651	377,1	main
GarmavAri	5-254-a	69667	377,1	main
GarmocCizwa	3-261-b	69683	377,1	main
Gas	7-339-d	69692	377,1	main
Gasi	3-261-b	69697	377,1	main
Gaw	3-261-b	69219	375,1	main
Gawa	5-254-a	69231	375,1	main
Gaww	3-261-b	69346	375,3	main
Gawwa	5-254-a	69347	375,3	main
GfRi	7-339-d	70095	379,1	main
GftAhuti	3-261-c	70055	379,1	main
GftAnuzikta	6-301-a	70044	379,1	main
GftaBAjana	4-298-c	69989	378,3	main
GftaDArA	3-261-b	69959	378,2	main
GftakumBa	7-340-a	69946	378,2	main
GftaleKinI	5-254-a	70002	378,3	main
GftamaDumaya	4-298-c	69995	378,3	main
Gftaminva	3-261-b	69997	378,3	main
Gftasamudra	7-340-a	70018	1326,3	sup
Gftatva	2-300-b	69954	378,2	main
GftayAjyA	4-298-c	69998	378,3	main
Gola	7-340-a	70218	379,3	main
GorASaya	3-261-c	70215	379,3	main
GorasaMsparSa	6-301-a	70207	379,3	main
Gozila	7-340-a	69913	378,2	main
GrA	4-298-c	70246	379,3	main
GuNGuma	7-339-d	69784	1326,3	sup
Guw	5-254-a	69785	377,3	main
Guz	3-261-b	69916	378,2	main
I	1-298-b	29694	170,1	main
IMkAra	1-298-b	29757	1321,1	sup
IMkfta	1-298-b	29757	1321,1	sup
INK	7-321-d	29714	170,1	main
ISADara	7-321-d	29844	1321,1	sup
ISAcala	4-296-b	29844	1321,1	sup
ISAnadiS	1-298-b	29868	1321,1	sup
ISAnahata	7-321-d	29870	1321,1	sup
ISagocara	1-298-b	29844	1321,1	sup
ISatva	1-298-b	29847	171,1	main
ISvara	2-295-a	29891	171,1	main
ISvaraBAva	7-386-d	29908	171,1	main
ISvarakAraRika	7-322-a	29895	1321,1	sup
ISvarakAraRin	1-298-b	29895	1321,1	main
ISvarakArin	1-298-b	29895	1321,1	main
IdfSaBUta	1-298-b	29744	1321,1	sup
IdfgavasTa	3-256-b	29742	1321,1	sup
Ikz	2-295-a	29695	1321,1	sup
Ikzaka	3-256-b	29700	170,1	main
Ir	4-296-b	29761	170,2	main
Ira	7-386-d	29762	1321,1	sup
IrapAda	2-295-a	29764	170,3	main
Irya	2-295-a	29774	170,3	main
IzIkA	3-256-b	29981	171,2	main
IzatkArya	7-322-a	29934	171,2	main
IzatsaMjYa	6-298-c	29940	1321,1	sup
JAMkArin	3-262-c	81077	429,1	main
JaRajJaRatkArin	3-262-c	80982	1328,1	sup
JallIkA	3-262-c	81056	429,1	main
Jara	3-262-c	81010	428,3	main
Jaw	3-262-c	80979	428,3	main
KAdanIya	7-336-c	61805	339,2	main
KAnam	2-299-c	61326	337,1	main
KAtaka	7-336-c	61312	337,1	main
KAtra	5-253-a	61321	1326,1	sup
KaRqaka	7-336-b	61168	336,2	main
KaRqamodaka	6-300-c	61132	336,1	main
KaRqaparaSu	3-260-c	61113	336,1	main
KaRqarakza	2-299-c	61133	336,1	main
KaRqika	2-299-c	61197	336,2	sup
KaRqin	4-298-b	61213	336,2	main
KaSa	7-336-c	61692	338,3	main
KaYja	3-260-c	60887	335,1	main
KadA	5-253-a	61230	336,3	main
KadUraka	7-336-b	60765	334,2	main
Kadana	7-336-b	61229	1326,1	sup
Kadiraka	7-336-b	61260	336,3	main
KakKawa	7-336-b	60851	334,3	main
KalI	7-336-c	61625	338,1	main
KalIna	7-336-c	61653	338,2	main
KalatA	5-253-a	61598	338,1	sup
KalekapotanyAya	5-253-a	61629	1326,1	sup
KalekapotikA	5-253-a	61629	1326,1	main
KallAwaka	7-336-c	61677	338,2	main
Kalla	5-253-a	61671	338,2	main
Kalu	5-253-a	61654	338,2	main
KalvaNga	5-253-a	61685	1326,1	sup
KalvakA	7-336-c	61685	338,3	main
Kanya	4-298-b	61297	337,1	main
KanyavAdin	7-336-b	61297	1326,1	sup
KaqIna	2-299-c	60760	1325,3	sup
KaqgAKaqgi	5-253-a	61046	1326,1	sup
KaqgapAta	3-260-c	61024	335,3	main
KaqgavAri	3-260-c	61039	1325,3	sup
KaqgavizARa	7-336-b	61040	1325,3	sup
Karajru	3-260-c	61393	337,2	main
KaraprARa	5-253-a	61433	337,2	main
KaraskanDa	6-300-c	61457	337,2	main
KaraturagIya	2-299-c	61397	1326,1	sup
KarjUra	7-336-c	61534	337,3	main
Kasa	7-336-c	61703	338,3	main
KawakA	7-336-b	60931	335,1	main
Kawu	7-336-b	60944	335,2	main
KawvA	7-336-b	60971	335,2	main
Kelagati	6-300-c	62058	340,3	main
Kewana	5-253-a	61901	1326,1	sup
Kila	3-260-c	61951	1326,1	sup
Kiqga	6-300-c	61904	339,3	main
Kola	5-253-a	62101	341,1	main
Kuqula	5-253-a	61973	340,2	main
KuramAlin	7-336-d	61993	1326,1	sup
KyA	3-260-c	62110	341,1	main
OccEHSravasa	3-258-b	40825	236,3	main
OdArika	7-328-c	40954	237,3	main
OdBida	3-258-c	40999	238,1	main
OdDatya	7-328-c	40985	1323,2	sup
OdDava	2-297-a	40988	237,3	main
OdDavamaya	2-297-a	40989	237,3	main
Odarciza	5-251-b	40935	1323,2	sup
OddAlaki	3-258-c	40982	237,3	main
OddeSika	2-296-c	40984	237,3	main
Odumbari	7-328-c	40970	237,3	main
Ojasa	3-258-b	40826	1323,2	sup
Okzaka	5-251-b	40803	236,2	main
OlUKala	4-297-b	41256	240,1	main
OluRqya	5-251-b	41249	240,1	main
OmApata	2-297-a	41164	1323,2	sup
OpaDika	7-328-c	41044	238,2	main
OpacAyika	6-299-b	41027	1323,2	sup
OpakArika	7-328-c	41014	1323,2	sup
OpakArya	7-328-c	41014	1323,2	sup
OpanAyika	7-328-c	41048	238,2	main
OpavAhya	3-258-c	41104	238,3	main
OpaveSi	3-258-c	41107	238,3	main
Opayika	7-328-c	41076	238,3	main
Opendra	5-251-b	41153	1323,2	sup
OraBrika	7-328-c	41175	1323,2	sup
Otkawya	5-251-b	40849	1323,2	sup
Ottarapadika	6-299-b	40864	237,1	main
OzRa	7-328-c	41326	1323,2	sup
OzWIna	3-258-c	41326	1323,2	sup
OzaDaprayoga	2-297-a	41296	1323,2	sup
Ozwraka	5-251-b	41319	240,2	main
PAlacamasa	7-363-b	142036	717,3	main
PAlakfzwa	7-363-b	142033	717,3	main
PAlgunIpakza	4-302-c	142141	718,2	main
Pal	7-363-a	141719	716,2	main
PalAgraSAKin	6-304-a	141900	717,2	main
Pala	7-363-a	141740	716,3	main
Palakin	7-363-a	141978	717,3	main
Palika	7-363-a	141989	717,3	main
PelA	7-363-b	142286	719,1	main
Pull	7-363-b	142220	718,3	main
Puqut	7-363-b	142197	718,3	main
Puwwaka	7-363-b	142195	718,3	main
Puwwakavastra	7-363-b	142196	718,3	main
QArikA	7-344-b	81499	431,1	main
Qakka	3-262-c	81488	431,1	main
Qakkana	3-262-c	81493	431,1	main
Ra	6-301-c	81537	431,2	main
SAKA	7-377-d	214962	1062,3	main
SASvatikatA	7-378-a	216282	1068,3	main
SAkadIkzA	7-377-d	214681	1061,2	main
SAkala	7-377-d	214802	1062,1	main
SAkamfza	7-377-d	214700	1061,3	main
SAkunikAyinI	7-377-d	214842	1062,1	main
SAkyavarDa	7-377-d	214922	1062,2	main
SAlivAhana	7-378-a	216137	1068,1	main
SAmyaprASa	7-377-d	215593	1065,3	main
SAmyavAkA	7-378-a	215594	1065,3	main
SAntalABa	7-377-d	215324	1064,2	main
SAntivA	7-377-d	215448	1065,1	main
SAqava	7-377-d	215106	1063,2	main
SArNgaDanus	7-378-a	215861	1066,3	main
SAradaBUruh	7-378-a	215730	1066,2	main
SAs	7-378-a	216472	1069,3	main
SAwI	7-377-d	215075	1063,2	main
SAwaka	7-377-d	215072	1063,2	main
SAyayitavya	6-306-c	215648	1065,3	main
SElABa	7-390-c	221160	1090,1	main
SEla	7-378-c	221056	1089,3	main
SElagATA	7-378-c	221066	1089,3	main
SErIzaka	7-378-c	221039	1089,3	main
SEvala	7-378-c	221281	1090,3	main
SIBara	7-378-b	218543	1078,2	main
SIlamaya	7-378-b	218688	1079,2	main
SIlavrata	7-378-b	218704	1079,2	main
SIrzatrARa	7-378-b	218606	1078,3	main
SItAMSuBAj	7-378-a	218393	1078,1	main
SIta	6-306-c	222310	1095,2	main
SItaBIta	7-378-a	218339	1077,3	main
SItasparSa	7-378-a	218386	1078,1	main
SItavana	7-378-a	218368	1078,1	main
SUla	7-378-c	220384	1086,3	main
SUnyapakza	7-378-b	220099	1085,2	main
SUraMgama	7-378-b	220291	1086,1	main
SUraMgamasamADinirdeSa	7-378-b	220292	1086,1	main
SaMkara	7-377-b	213106	1054,3	main
SaMs	7-377-b	210841	1043,3	main
SaNKa	7-377-b	211556	1047,3	main
SaNKaSuktikA	7-377-b	211655	1048,1	main
SaNKanABI	7-377-b	211598	1047,3	main
SaNKasvara	7-377-b	211660	1048,1	main
SaNKin	7-377-b	211690	1048,1	main
SaNk	7-377-b	211426	1047,1	main
SaNkuDAna	7-377-b	211506	1047,2	main
SaSa	7-377-d	214302	1060,1	main
SaSarajas	7-377-d	214330	1060,1	main
SaWabudDi	7-377-b	211760	1048,2	main
Sabalita	7-377-c	212645	1052,2	main
SabarI	7-377-c	212609	1052,2	main
SabarikA	7-377-c	212620	1052,2	main
SabdaprAS	6-306-c	212732	1052,3	main
Sak	7-377-b	210897	1044,1	main
SakaDUma	7-377-b	211188	1045,3	main
SakalIkfti	7-377-b	211307	1046,2	main
Sakalin	7-377-b	211303	1046,2	main
SakasTAna	6-306-c	211223	1045,3	main
SakracApa	7-377-b	211062	1045,1	main
Sal	7-377-d	214197	1059,2	main
SalAkAvftti	7-377-d	214117	1059,1	main
SalAlu	7-377-d	214221	1059,3	main
SalakawaNkata	7-377-d	214198	1059,2	main
Salya	7-377-d	214239	1059,3	main
Sam	7-377-c	213058	1054,2	main
SamayitfkA	7-377-c	212973	1054,1	main
SampA	7-377-c	213259	1055,2	main
Sap	7-377-c	212543	1052,1	main
SarAri	7-377-c	213812	1057,3	main
SarAvApa	6-306-c	213569	1056,3	main
SarAvatI	7-377-c	213563	1056,3	main
SarIrAkAra	7-377-d	213911	1058,1	main
SarIradeSa	7-390-c	213852	1057,3	main
SarIrarezaRa	7-377-c	213886	1058,1	main
SaraBA	7-377-c	213776	1057,2	main
SaratkAntimaya	7-377-c	213740	1057,2	main
SarmavarmagaRa	7-377-d	214024	1058,3	main
Sarmin	7-377-d	214033	1058,3	main
SaryA	7-377-d	213630	1057,1	main
SatAra	7-377-c	212306	1050,3	main
SataSalAka	7-377-c	212183	1050,2	main
SataSala	7-377-c	212182	1050,2	main
Satabala	7-377-c	212056	1049,3	main
SatacaraRA	7-377-b	211885	1049,1	main
Satakowi	7-377-b	211839	1048,3	main
Satana	7-377-b	212384	1051,1	main
SatapAtin	7-377-c	212022	1049,3	main
Satapattra	7-377-b	211975	1049,2	main
Satayajvan	7-377-c	212109	1050,1	main
SayanAsanavArika	7-377-c	213390	1056,1	main
SayanapAlikA	7-377-c	213378	1056,1	main
SayyAkAla	7-377-c	213432	1056,1	main
SevAla	7-378-c	220872	1088,3	main
SfNgArA	7-378-c	220622	1087,3	main
SiKADara	7-378-a	216659	1070,3	main
SiKiBU	7-378-a	216760	1071,1	main
SiKikaRa	7-378-a	216745	1071,1	main
SiKina	7-378-a	216801	1071,1	main
SiKitama	7-378-a	216748	1071,1	main
Sikz	7-378-a	216517	1070,1	main
Sikza	7-378-a	216518	1070,1	main
SilADara	7-378-a	217311	1073,2	main
SilpasTAna	7-378-a	217473	1074,1	main
SirIzaka	7-378-a	217248	1073,1	main
SiraHsnAnIya	7-378-a	217136	1072,3	main
Siraspada	6-306-c	217092	1072,2	main
SivatAti	7-378-a	217619	1074,3	main
SiwA	7-378-a	216865	1071,2	main
SlAGA	7-379-a	224021	1104,1	main
SlAGin	7-379-a	224028	1104,1	main
SlakzRa	7-379-a	223969	1103,3	main
Sleza	7-379-a	224064	1104,1	main
SlezmAntaka	7-379-a	224116	1104,2	main
Sliz	7-379-a	224043	1104,1	main
SoRASman	7-378-c	221470	1091,2	main
SoRopala	7-378-c	221475	1091,2	main
SokAnuSoka	7-378-c	221386	1091,1	main
SozyantI	7-378-c	221695	1092,2	main
SrA	7-378-d	222686	1097,2	main
SrAmaReraka	7-378-d	222473	1096,2	main
SrERya	7-378-d	223720	1102,2	main
SrI	7-378-d	222870	1098,3	main
SrIdruma	7-378-d	223021	1099,2	main
Srad	7-378-c	222321	1095,3	main
SradDAbalADAna	7-378-c	222353	1095,3	main
SradDAdeya	7-378-c	222348	1095,3	main
SradDAnusArin	7-378-c	222350	1095,3	main
SradDApana	7-378-c	222369	1096,1	main
SradDAvimukta	7-378-c	222363	1095,3	main
SradDeyatA	7-378-d	222380	1096,1	main
Sram	7-378-d	222475	1096,2	main
SramB	7-378-d	222476	1096,2	main
SramaRa	7-378-d	222444	1096,2	main
SramaRoddeSa	7-378-d	222448	1096,2	main
SravaRamaya	7-378-d	222523	1096,3	main
SrezWin	7-378-d	223796	1102,3	main
Sri	7-378-d	222834	1098,2	main
Sriv	7-378-d	222854	1098,2	main
SroRI	7-378-d	223832	1103,1	main
Sru	7-378-d	223665	1102,1	main
Srut	7-378-d	223667	1102,1	main
Srutamaya	7-378-d	223467	1101,2	main
SuBadarSa	7-378-b	219684	1083,2	main
SuBagarBa	7-378-b	219665	1083,2	main
SuSumAragiri	7-378-b	219918	1084,2	main
Sucyadakza	7-378-b	219300	1081,3	main
SudDadanta	7-378-b	219405	1082,1	main
SudDapratiBAsa	7-378-b	219415	1082,1	main
SudDasAra	7-378-b	219452	1082,2	main
Suka	7-378-b	218766	1079,3	main
Sukladruma	7-378-b	219076	1080,3	main
SuklavidarSanA	7-378-b	219117	1080,3	main
Sukra	7-378-b	218953	1080,1	main
Sukravisfzwi	7-378-b	218993	1080,2	main
Sukrottara	7-378-b	219010	1080,2	main
SunDyu	7-378-b	219546	1082,3	main
SuruD	7-378-b	219859	1084,2	main
SvAgaRika	7-379-a	224314	1105,2	main
SvAviDa	7-379-a	224338	1105,2	main
Svagraha	7-379-a	224213	1105,1	main
Svaka	7-379-a	224299	1105,2	main
Svas	7-379-a	224431	1106,1	main
Svavftti	7-379-a	224279	1105,2	main
SvetAsTi	7-379-a	224835	1107,2	main
SvetavarRA	7-379-a	224734	1107,1	main
SvitropakASa	7-379-a	224513	1106,2	main
SyAmAka	7-378-c	222188	1095,1	main
SyAmArya	7-378-c	222106	1094,3	main
SyAmAvatI	7-378-c	222178	1095,1	main
SyenapAta	7-378-c	222287	1095,2	main
TutTukAraka	7-347-a	89205	464,2	main
UQa	5-250-c	189245	933,3	main
UQapUrvA	3-257-c	189247	1322,3	sup
Uh	1-299-c	38392	223,2	main
Uha	2-296-a	38396	223,2	main
UlI	7-326-c	38330	1322,3	sup
UnadvivArzika	2-296-a	37987	1322,3	sup
UnavAda	7-326-b	37989	1322,3	sup
UnazoqaSavarza	6-299-a	37989	1322,3	sup
UnendupUrRimA	5-251-a	37991	1322,3	sup
UrDvaBAgahara	3-257-c	38216	1322,3	sup
UrDvaBAsin	4-297-a	38221	222,2	main
UrDvaSuzI	7-326-c	38254	1322,3	sup
UrDvajvalana	3-257-c	38169	1322,3	sup
UrDvajyotis	1-299-b	38169	222,2	main
UrDvamUla	1-299-c	38230	1322,3	sup
UrDvasAnu	4-297-a	38266	222,3	main
UrDvasad	4-297-a	38260	222,3	main
UrDvasrotas	7-326-c	38276	222,3	main
UrDvavAsin	7-326-c	38249	1322,3	sup
UrDvavAsya	4-297-a	38250	222,2	main
UrI	2-296-a	38002	221,2	main
UrRAmfdu	1-299-b	38094	1322,3	sup
UrRAmradas	2-296-a	38094	1322,3	sup
UrRAyu	7-387-a	38094	1322,3	sup
UrjAhuti	7-326-b	38059	1322,3	sup
Urjaspati	3-257-c	38064	1322,3	sup
UruBaNga	5-251-a	38017	1322,3	sup
UrucCinna	3-257-c	38009	1322,3	sup
UtimatI	1-299-b	37955	1322,3	sup
UvaDya	2-296-a	38332	223,1	main
Wetkfta	3-262-c	81323	430,1	main
a	1-282-a	7	1,1	main
aBAga	1-292-b	11180	61,1	main
aBAgaDeya	7-386-a	11180	1315,1	sup
aBAjana	7-305-c	11183	1315,1	sup
aBAvanA	4-294-a	11171	61,1	main
aBEzajya	7-306-d	13146	1315,2	sup
aBIga	5-244-b	13026	1315,2	sup
aBIka	5-244-b	13015	74,3	main
aBIruRa	4-294-b	13004	74,2	main
aBIruka	4-294-b	13003	74,2	main
aBIsAra	2-291-a	13078	75,1	main
aBIzah	5-244-b	13076	75,1	main
aBIzwi	1-292-c	13071	75,1	main
aBUmi	1-292-c	13109	75,1	main
aBUri	1-292-c	13114	75,1	main
aBUta	1-292-c	13096	75,1	main
aBaNgaSleza	4-294-a	11116	1315,1	sup
aBaga	7-305-c	11113	60,3	main
aBavadIya	1-292-b	11176	61,1	main
aBavani	5-244-b	11160	1315,1	sup
aBavya	4-294-a	11165	1315,1	sup
aBaya	1-292-b	11135	60,3	main
aBayaMkft	3-252-c	11139	60,3	main
aBayagirivAsin	7-305-c	11136	60,3	main
aBayaqiRqima	2-290-c	11141	60,3	main
aBedya	4-294-b	13129	75,1	sup
aBftaka	4-294-b	13118	75,1	main
aBi	7-305-c	11197	1315,1	sup
aBiBAvuka	1-292-c	11973	67,1	main
aBiBAzita	4-294-b	11956	1315,1	sup
aBiBUti	1-292-c	11984	67,1	sup
aBiBaNga	3-253-a	11945	66,3	main
aBiDarma	4-294-a	11502	63,2	main
aBiDyAlu	7-305-d	11560	1315,1	sup
aBiGAta	1-292-b	12930	74,1	main
aBiGozam	7-386-a	11332	1315,1	sup
aBiSOri	5-244-b	12535	70,3	main
aBiSaNkA	7-386-a	12496	70,2	main
aBiSastikft	3-253-a	12489	70,2	main
aBiSatru	5-244-b	12503	1315,2	sup
aBiSrAva	3-253-a	12548	71,1	main
aBiSradDA	3-253-a	12525	1315,2	sup
aBicAra	3-252-c	11346	62,1	main
aBicArin	7-305-d	11356	62,1	main
aBicCAyA	4-294-a	11365	1315,1	sup
aBicEdyam	5-244-b	11363	62,2	main
aBidUtam	5-244-b	11482	1315,1	sup
aBidohana	2-291-a	11481	63,1	main
aBidohya	3-252-c	11482	63,1	main
aBidozam	2-291-a	11486	1315,1	sup
aBidyu	3-252-c	11488	63,1	main
aBigAmin	3-252-c	11278	61,3	main
aBigarjita	2-290-c	11282	61,3	main
aBigraha	2-290-c	11309	62,1	main
aBihAra	7-306-c	12980	1315,2	sup
aBihasya	3-253-a	12944	74,1	main
aBihava	5-244-b	12989	74,2	main
aBihavana	1-292-c	12964	74,2	main
aBihoma	1-292-c	12967	74,2	main
aBihotavE	1-292-c	12966	74,2	main
aBijAta	2-291-a	11383	62,2	sup
aBijYAta	1-292-b	11415	1315,1	sup
aBijana	3-252-c	11374	62,2	main
aBika	1-292-b	11187	61,1	main
aBikarRakUpam	1-292-b	11197	1315,1	sup
aBikarman	7-386-a	11213	1315,1	sup
aBikfzRam	5-244-b	11216	1315,1	sup
aBiknUyam	2-290-c	11220	61,2	main
aBikrAmam	5-244-b	11239	61,2	main
aBikrAnta	1-292-b	11236	61,2	main
