slp1	iast	n_dicts	dicts	gender	fem_fold
haMsopanizad	haṃsopaniṣad	3	MW PWG PWK	f	
haRqikAsutaH	haṇḍikāsutaḥ	1	SKD	-	
hakkApraDAnA	hakkāpradhānā	2	MW PWK	f	
halaDarAnuja	haladharānuja	1	INM	-	
hanUmatkalpa	hanūmatkalpa	1	PWK	fmn	
hanumadBAzya	hanumadbhāṣya	1	MW	n	
hanumaddurga	hanumaddurga	1	MW	n	
hanumatkAvya	hanumatkāvya	1	MW	n	
hanumatkalpa	hanumatkalpa	1	MW	m	
harIjISarman	harījīśarman	2	PWG PWK	m	
haraRAhArika	haraṇāhārika	1	INM	-	
haraRAharaRa	haraṇāharaṇa	4	INM MW PWG PWK	n	
haraRahArikA	haraṇahārikā	2	PWG PWK	fn	
haraRahArika	haraṇahārika	2	MW PWK	fn	
haraSiromaRi	haraśiromaṇi	1	SCH	-	
haracUqAmaRi	haracūḍāmaṇi	4	MW PWG PWK VCP	m	
haragirayati	haragirayati	1	SCH	-	
haranArAyaRa	haranārāyaṇa	1	MW	m	
harasulocana	harasulocana	1	INM	-	
haravallaBaH	haravallabhaḥ	1	AP	-	
hariRADipati	hariṇādhipati	1	SCH	-	
hariRInayaRA	hariṇīnayaṇā	1	MW	-	
hariRInayanA	hariṇīnayanā	2	CAE PWK	f	
hariRIrUpAya	hariṇīrūpāya	1	MW	-	
hariRacakzus	hariṇacakṣus	1	SCH	-	
hariRacarman	hariṇacarman	1	MW	n	
hariRahfdaya	hariṇahṛdaya	5	AP MW PWG PWK VCP	fmn	
hariRalocanA	hariṇalocanā	1	MW	f	
hariRalocana	hariṇalocana	2	AP PWK	f	
hariRanayanA	hariṇanayanā	2	MW PWK	f	
hariRanayana	hariṇanayana	1	AP	-	
hariRapfRAkA	hariṇapṛṇākā	2	MW PWK	f	
hariSarmArya	hariśarmārya	2	MW PWK	m	
hariScandraH	hariścandraḥ	2	AP SKD	-	
hariboDadina	haribodhadina	1	MW	n	
haricandanaH	haricandanaḥ	1	AP	-	
haricandanaM	haricandanaṃ	1	SKD	-	
haricandanam	haricandanam	1	AP	-	
haridantaram	haridantaram	1	AP	-	
haridevasUri	haridevasūri	1	MW	m	
haridrAdvaya	haridrādvaya	1	MW	n	
haridrAmehin	haridrāmehin	3	MW PWG PWK	fmn	
haridrArAgaH	haridrārāgaḥ	1	SKD	-	
haridraYjanI	haridrañjanī	4	AP MW PWG PWK	f	
harihaqOkasa	harihaḍaukasa	2	PWG PWK	m	
hariharaKAna	hariharakhāna	1	MW	m	
hariharadeva	hariharadeva	1	MW	m	
hariharakaTA	hariharakathā	1	MW	f	
hariharapurI	hariharapurī	1	MW	m	
hariharayoga	hariharayoga	2	MW PWK	m	
harihayAnuja	harihayānuja	2	MW PWK	m	
harihetihUti	harihetihūti	3	MW PWG PWK	m	
harihetimant	harihetimant	3	CAE PWG PWK	-	
harikAladeva	harikāladeva	3	MW PWG PWK	m	
harikaTAmfta	harikathāmṛta	1	MW	n	
harikavIndra	harikavīndra	1	MW	m	
harilIlAmfta	harilīlāmṛta	1	MW	n	
harimanTajaH	harimanthajaḥ	1	SKD	-	
harimanTakaH	harimanthakaḥ	2	AP SKD	-	
harinAmAmfta	harināmāmṛta	2	MW PWK	n	
harinAmamAlA	harināmamālā	2	MW PWK	fn	
harinAnAkfti	harinānākṛti	1	MW	f	
harinArAyaRa	harinārāyaṇa	3	MW PWG PWK	m	
harinakzatra	harinakṣatra	1	MW	n	
haripAladeva	haripāladeva	1	MW	m	
haripraBatva	hariprabhatva	1	MW	n	
harirasakavi	harirasakavi	1	MW	m	
haritAlamaya	haritālamaya	3	MW PWG PWK	f	
haritaBezaja	haritabheṣaja	3	MW PWG PWK	n	
haritacArika	haritacārika	4	BHS MW PWG PWK	fmn	
haritagomaya	haritagomaya	3	CAE MW PWK	m	
haritajamBan	haritajambhan	3	MW PWG PWK	fmn	
haritakaSAka	haritakaśāka	3	MW PWG PWK	n	
haritakapiSa	haritakapiśa	4	AP CAE MW PWK	fmn	
haritapaRyam	haritapaṇyam	1	AP	-	
harmyANgaRam	harmyāṅgaṇam	1	AP	-	
harmyANganam	harmyāṅganam	1	AP	-	
harmyapfzWam	harmyapṛṣṭham	1	AP	-	
harmyasTalam	harmyasthalam	1	AP	-	
harmyavalaBI	harmyavalabhī	4	AP CAE MW PWK	fn	
haryaNkakula	haryaṅkakula	1	MW	fmn	
haryaSvacApa	haryaśvacāpa	4	CAE MW PWG PWK	mn	
haryajvAyana	haryajvāyana	1	MW	m	
harzadohalaH	harṣadohalaḥ	1	AP	-	
harzadohalam	harṣadohalam	1	AP	-	
harzagadgada	harṣagadgada	1	MW	fmn	
harzakIlakaH	harṣakīlakaḥ	1	AP	-	
harzanisvana	harṣanisvana	3	CAE MW PWK	m	
harzapradAna	harṣapradāna	1	SCH	-	
harzasaMpuwa	harṣasaṃpuṭa	2	PWG PWK	m	
harzasampuwa	harṣasampuṭa	1	MW	m	
harzavarDana	harṣavardhana	5	CAE CCS MW PWG PWK	m	
harzavihvala	harṣavihvala	1	MW	fmn	
harzotkarzaH	harṣotkarṣaḥ	1	AP	-	
hastAhastikA	hastāhastikā	2	MW PWK	f	
hastAlambana	hastālambana	2	MW PWK	n	
hastAliNgana	hastāliṅgana	3	MW PWG PWK	n	
hastAmalakaM	hastāmalakaṃ	1	SKD	-	
hastAmalakam	hastāmalakam	1	AP	-	
hastAvalamba	hastāvalamba	5	CAE CCS MW PWG PWK	fmn	
hastaBraMSin	hastabhraṃśin	3	CAE CCS MW	fmn	
hastaDAraRaM	hastadhāraṇaṃ	1	SKD	-	
hastaDAraRam	hastadhāraṇam	1	AP	-	
hastacApalya	hastacāpalya	1	MW	n	
hastacCedana	hastacchedana	1	MW	m	
hastadakziRa	hastadakṣiṇa	4	AP MW PWG PWK	fmn	
hastagrAhaka	hastagrāhaka	3	MW PWG PWK	fmn	
hastakOSalam	hastakauśalam	1	AP	-	
hastakamalam	hastakamalam	1	AP	-	
hastakavapra	hastakavapra	2	MW PWK	-	
hastalAGavam	hastalāghavam	1	AP	-	
hastalakzaRa	hastalakṣaṇa	1	MW	n	
hastasTayuga	hastasthayuga	1	MW	fmn	
hastasUtraka	hastasūtraka	2	MW PWK	-	
hastavAraRaM	hastavāraṇaṃ	1	SKD	-	
hastavAraRam	hastavāraṇam	1	AP	-	
hastavinyAsa	hastavinyāsa	3	MW PWG PWK	m	
hastekaraRaM	hastekaraṇaṃ	1	SKD	-	
hastekaraRam	hastekaraṇam	1	AP	-	
hastiSikzaka	hastiśikṣaka	2	MW PWK	m	
hastiSyAmAka	hastiśyāmāka	4	MW PWG PWK VCP	m	
hastibanDakI	hastibandhakī	1	AP	-	
hasticCavika	hasticchavika	1	SCH	-	
hastidantaka	hastidantaka	3	MW PWG PWK	mn	
hastidvayasa	hastidvayasa	1	MW	-	
hastigavASva	hastigavāśva	3	CAE MW PWK	n	
hastikASyapa	hastikāśyapa	4	INM MW PWG PWK	m	
hastikaSIrza	hastikaśīrṣa	1	BHS	-	
hastikakzyaH	hastikakṣyaḥ	1	AP	-	
hastikarRaka	hastikarṇaka	3	MW PWG PWK	m	
hastikarRika	hastikarṇika	3	MW PWG PWK	n	
hastikaraYja	hastikarañja	4	MW PWG PWK VCP	m	
hastiloDraka	hastilodhraka	4	MW PWG PWK VCP	m	
hastinApuraM	hastināpuraṃ	1	SKD	-	
hastinApuram	hastināpuram	1	AP	-	
hastinIpuraM	hastinīpuraṃ	1	SKD	-	
hastinapuraM	hastinapuraṃ	1	SKD	-	
hastinapuram	hastinapuram	1	AP	-	
hastiniyaMsa	hastiniyaṃsa	1	BHS	-	
hastiparRikA	hastiparṇikā	5	MW PWG PWK SKD VCP	f	
hastiparRinI	hastiparṇinī	3	MW PWG PWK	f	
hastipfzWaka	hastipṛṣṭhaka	3	MW PWG PWK	n	
hastipippalI	hastipippalī	3	MW PWG PWK	f	
hastipraDAna	hastipradhāna	1	AP	-	
hastiroDraka	hastirodhraka	3	MW PWG PWK	m	
hastivEdyaka	hastivaidyaka	3	MW PWG PWK	mn	
hastivaktraH	hastivaktraḥ	1	AP	-	
hastivarcasa	hastivarcasa	4	CAE MW PWG PWK	n	
hastizaqgava	hastiṣaḍgava	1	MW	n	
hastyaDyakza	hastyadhyakṣa	3	MW SCH VCP	m	
havirgrahaRI	havirgrahaṇī	4	CAE MW PWG PWK	f	
havirmmanTaH	havirmmanthaḥ	1	SKD	-	
havirucCizwa	havirucchiṣṭa	5	CAE CCS MW PWG PWK	mn	
havizpAntIya	haviṣpāntīya	3	MW PWG PWK	fmn	
havizyaBakza	haviṣyabhakṣa	3	MW PWK SCH	fmn	
havizyaSanna	haviṣyaśanna	1	MW	n	
havizyantIya	haviṣyantīya	3	MW PWG PWK	-	
havyakavyASa	havyakavyāśa	2	MW PWK	fmn	
havyavAhanaH	havyavāhanaḥ	2	AP SKD	-	
hawwADyakzaH	haṭṭādhyakṣaḥ	1	AP	-	
hawwacOrakaH	haṭṭacaurakaḥ	2	AP SKD	-	
hawwaveSmAlI	haṭṭaveśmālī	2	AP MW	f	
hayAyurvedaH	hayāyurvedaḥ	1	AP	-	
hayaSiroDara	hayaśirodhara	1	INM	-	
hayagrIvahan	hayagrīvahan	2	MW VCP	m	
hayakAtarikA	hayakātarikā	4	AP MW PWK SKD	-	
hayalIlAvatI	hayalīlāvatī	3	MW PWG PWK	f	
hayasaMyAnam	hayasaṃyānam	1	AP	-	
hayottamayuj	hayottamayuj	1	MW	fmn	
hemAdriSAnti	hemādriśānti	1	PWK	-	
hemAlaMkArin	hemālaṃkārin	2	MW PWK	fmn	
hemAmBoruham	hemāmbhoruham	1	AP	-	
hemaDAnyakaH	hemadhānyakaḥ	1	AP	-	
hemacandrIya	hemacandrīya	1	PWK	n	
hemadugDakaH	hemadugdhakaḥ	2	AP SKD	-	
hemagOrANgaH	hemagaurāṅgaḥ	1	SKD	-	
hemakandalaH	hemakandalaḥ	2	AP SKD	-	
hemakiYjalka	hemakiñjalka	4	MW PWG PWK VCP	mn	
hemamakzikam	hemamakṣikam	1	AP	-	
hemantajabDa	hemantajabdha	3	MW PWG PWK	fmn	
hemantanATaH	hemantanāthaḥ	2	AP SKD	-	
hemantasiMha	hemantasiṃha	1	MW	m	
hemaparvataH	hemaparvataḥ	1	AP	-	
hemapuzpakaH	hemapuṣpakaḥ	2	AP SKD	-	
hemaratnamay	hemaratnamay	1	PWG	f	
hemaratnavat	hemaratnavat	1	MW	fmn	
hemasUtrakaM	hemasūtrakaṃ	1	SKD	-	
hemasUtrakam	hemasūtrakam	1	AP	-	
hemmatisiMha	hemmatisiṃha	1	PWG	m	
herambahawwa	herambahaṭṭa	4	MW PWG PWK VCP	m	
hetUpakzepaH	hetūpakṣepaḥ	1	AP	-	
hetUpanyAsaH	hetūpanyāsaḥ	1	AP	-	
hetupratyaya	hetupratyaya	1	BHS	-	
hetvapadeSaH	hetvapadeśaḥ	1	AP	-	
hetvapahnuti	hetvapahnuti	1	VCP	-	
hfcCayAvizwa	hṛcchayāviṣṭa	1	CAE	-	
hfdayABaraRa	hṛdayābharaṇa	3	MW PWG PWK	m	
hfdayAvagAQa	hṛdayāvagāḍha	1	MW	fmn	
hfdayaMgamam	hṛdayaṃgamam	1	AP	-	
hfdayaNgamaM	hṛdayaṅgamaṃ	1	SKD	-	
hfdayaSalyam	hṛdayaśalyam	1	AP	-	
hfdayaSozaRa	hṛdayaśoṣaṇa	2	AP MW	fmn	
hfdayaboDikA	hṛdayabodhikā	1	MW	f	
hfdayacandra	hṛdayacandra	1	MW	m	
hfdayadIpaka	hṛdayadīpaka	2	MW PWK	-	
hfdayagrAhin	hṛdayagrāhin	5	AP CAE MW PWG PWK	fmn	
hfdayagrahaH	hṛdayagrahaḥ	1	AP	-	
hfdayagranTi	hṛdayagranthi	4	MW PWG PWK VCP	m	
hfdayajYatva	hṛdayajñatva	1	MW	n	
hfdayakampaH	hṛdayakampaḥ	1	AP	-	
hfdayaklamaH	hṛdayaklamaḥ	1	AP	-	
hfdayakzoBaH	hṛdayakṣobhaḥ	1	AP	-	
hfdayapuruza	hṛdayapuruṣa	2	MW PWK	m	
hfdayarajjuH	hṛdayarajjuḥ	1	AP	-	
hfdayasTAnaM	hṛdayasthānaṃ	1	SKD	-	
hfdayasTAnam	hṛdayasthānam	1	AP	-	
hfdayasTAyin	hṛdayasthāyin	2	MW PWK	fmn	
hfdayaviroDa	hṛdayavirodha	2	MW PWK	m	
hfdayeSvaraH	hṛdayeśvaraḥ	1	AP	-	
hfdayodaNkaH	hṛdayodaṅkaḥ	1	AP	-	
hfdayopalepa	hṛdayopalepa	2	MW PWK	m	
hfdrogavErin	hṛdrogavairin	4	MW PWG PWK VCP	m	
hfdviDenAman	hṛdvidhenāman	1	PWK	-	
hfdyaganDaka	hṛdyagandhaka	3	MW PWG PWK	n	
hftasarvasva	hṛtasarvasva	3	AP CAE MW	fmn	
hftpuRqarIka	hṛtpuṇḍarīka	3	MW PWG PWK	n	
hfzwamAnasaH	hṛṣṭamānasaḥ	1	SKD	-	
hiMsAlakzaRa	hiṃsālakṣaṇa	1	MW	n	
hiMsArTavAda	hiṃsārthavāda	1	MW	m	
hiMsArucitva	hiṃsārucitva	1	MW	n	
hiMsrAhiMsra	hiṃsrāhiṃsra	2	CAE MW	n	
hiMsrajantuH	hiṃsrajantuḥ	1	AP	-	
hiMsrayantra	hiṃsrayantra	1	MW	n	
hiNgolAzwaka	hiṅgolāṣṭaka	2	MW PWK	n	
hiNguniryAsa	hiṅguniryāsa	4	MW PWG PWK VCP	m	
hikavikanika	hikavikanika	1	PWG	n	
himAMSumAlin	himāṃśumālin	3	MW PWG PWK	m	
himAcalendra	himācalendra	3	MW PWG PWK	m	
himAlayasutA	himālayasutā	4	MW PWG PWK SKD	f	
himAnInilaya	himānīnilaya	1	SCH	-	
himAnIviSada	himānīviśada	1	MW	fmn	
himaSElasutA	himaśailasutā	3	MW PWG PWK	f	
himaSranTana	himaśranthana	1	MW	-	
himadurdinaM	himadurdinaṃ	1	SKD	-	
himadurdinam	himadurdinam	1	AP	-	
himagirisutA	himagirisutā	2	MW PWK	f	
himakzmADara	himakṣmādhara	3	MW PWG PWK	m	
himanirmukta	himanirmukta	1	MW	fmn	
himasaMhatiH	himasaṃhatiḥ	2	AP SKD	f	
himavacCiras	himavacchiras	1	MW	n	
himavatKaRqa	himavatkhaṇḍa	2	MW PWK	n	
himavatkukzi	himavatkukṣi	1	MW	m	
himavatpuram	himavatpuram	1	AP	-	
himavatsutaH	himavatsutaḥ	2	AP SKD	-	
hinviDenAman	hinvidhenāman	2	MW PWK	fmn	
hiqimbApatiH	hiḍimbāpatiḥ	1	SKD	-	
hiraRmayAdri	hiraṇmayādri	1	SCH	-	
hiraRyaDanus	hiraṇyadhanus	4	INM MW PWG PWK	m	
hiraRyaSakla	hiraṇyaśakla	2	MW PWK	m	
hiraRyaSalka	hiraṇyaśalka	3	MW PWG PWK	m	
hiraRyaSamya	hiraṇyaśamya	4	GRA MW PWG PWK	fmn	
hiraRyaSfNga	hiraṇyaśṛṅga	7	CAE CCS GRA INM MW PWG PWK	fmn	
hiraRyaSipra	hiraṇyaśipra	5	CAE GRA MW PWG PWK	fmn	
hiraRyabAhuH	hiraṇyabāhuḥ	2	AP SKD	-	
hiraRyabindu	hiraṇyabindu	4	INM MW PWG PWK	m	
hiraRyacakra	hiraṇyacakra	5	CAE GRA MW PWG PWK	fmn	
hiraRyadanta	hiraṇyadanta	3	CAE GRA MW	fmn	
hiraRyadatta	hiraṇyadatta	3	MW PWG PWK	m	
hiraRyadrApi	hiraṇyadrāpi	3	MW PWG PWK	fmn	
hiraRyagarBA	hiraṇyagarbhā	1	MW	f	
hiraRyagarBa	hiraṇyagarbha	9	BHS CAE CCS GRA INM MW PWG PWK VCP	fmn	
hiraRyagupta	hiraṇyagupta	3	MW PWG PWK	m	
hiraRyahasta	hiraṇyahasta	7	CAE GRA INM MW PWG PWK VEI	fmn	
hiraRyaheman	hiraṇyaheman	3	MW PWG PWK	n	
hiraRyajihva	hiraṇyajihva	5	CAE GRA MW PWG PWK	fmn	
hiraRyakAraH	hiraṇyakāraḥ	1	AP	-	
hiraRyakaRWa	hiraṇyakaṇṭha	2	CAE MW	fmn	
hiraRyakakza	hiraṇyakakṣa	4	AP MW PWG PWK	fmn	
hiraRyakarRa	hiraṇyakarṇa	4	GRA MW PWG PWK	fmn	
hiraRyakartf	hiraṇyakartṛ	3	AP CAE MW	m	
hiraRyakeSia	hiraṇyakeśia	2	GRA PWK	-	
hiraRyakeSin	hiraṇyakeśin	3	MW PWG PWK	mn	
hiraRyakeSya	hiraṇyakeśya	6	CAE CCS GRA MW PWG PWK	fmn	
hiraRyakoSaH	hiraṇyakośaḥ	1	AP	-	
hiraRyakozaH	hiraṇyakoṣaḥ	1	SKD	-	
hiraRyakubja	hiraṇyakubja	2	MW PWK	m	
hiraRyakukzi	hiraṇyakukṣi	3	MW PWG PWK	fmn	
hiraRyaloman	hiraṇyaloman	3	MW PWG PWK	m	
hiraRyamAlin	hiraṇyamālin	2	MW PWK	fmn	
hiraRyanABaH	hiraṇyanābhaḥ	2	AP SKD	-	
hiraRyanABam	hiraṇyanābham	1	AP	-	
hiraRyapAtra	hiraṇyapātra	5	CAE CCS MW PWG PWK	n	
hiraRyapakza	hiraṇyapakṣa	4	GRA MW PWG PWK	fmn	
hiraRyaparRa	hiraṇyaparṇa	6	CAE CCS GRA MW PWG PWK	-	
hiraRyapeSas	hiraṇyapeśas	4	GRA MW PWG PWK	fmn	
hiraRyapiRqa	hiraṇyapiṇḍa	5	CAE GRA MW PWG PWK	m	
hiraRyaprOga	hiraṇyaprauga	1	PWG	-	
hiraRyapuzpI	hiraṇyapuṣpī	3	MW PWG PWK	f	
hiraRyapuzpi	hiraṇyapuṣpi	3	MW PWG PWK	m	
hiraRyaretAH	hiraṇyaretāḥ	1	SKD	-	
hiraRyaretas	hiraṇyaretas	8	AP CAE CCS INM MW PWG PWK VCP	fmn	
hiraRyaroman	hiraṇyaroman	4	INM MW PWG PWK	m	
hiraRyasTAla	hiraṇyasthāla	2	MW PWK	n	
hiraRyasaras	hiraṇyasaras	4	INM MW PWG PWK	n	
hiraRyastUpa	hiraṇyastūpa	5	GRA MW PWG PWK VEI	m	
hiraRyastuti	hiraṇyastuti	3	MW PWG PWK	f	
hiraRyatejas	hiraṇyatejas	3	MW PWG PWK	n	
hiraRyatvaca	hiraṇyatvaca	1	MW	fmn	
hiraRyavAhaH	hiraṇyavāhaḥ	2	AP SKD	-	
hiraRyavIrya	hiraṇyavīrya	3	MW PWG PWK	fmn	
hiraRyavarRA	hiraṇyavarṇā	4	AP MW SKD VCP	f	
hiraRyavarRa	hiraṇyavarṇa	7	CAE CCS GRA INM MW PWG PWK	f	
hiraRyavarza	hiraṇyavarṣa	3	MW PWG PWK	m	
hiraRyayazwi	hiraṇyayaṣṭi	2	MW PWK	f	
hiraRyazWIva	hiraṇyaṣṭhīva	3	MW PWG PWK	m	
hiraRyezwakA	hiraṇyeṣṭakā	3	MW PWG PWK	f	
hitAnubanDin	hitānubandhin	4	AP MW PWG PWK	fmn	
hitapravftta	hitapravṛtta	2	AP MW	fmn	
hitopadezwar	hitopadeṣṭar	2	PWG PWK	-	
holikApUjanA	holikāpūjanā	1	MW	f	
holikAviDAna	holikāvidhāna	1	MW	n	
holikotpatti	holikotpatti	1	MW	f	
homIyadravya	homīyadravya	1	MW	n	
homaturaNgaH	homaturaṅgaḥ	1	AP	-	
horAcUqAmaRi	horācūḍāmaṇi	1	MW	m	
hosiNgakfzRa	hosiṅgakṛṣṇa	2	MW PWK	m	
hotfcamasIya	hotṛcamasīya	2	MW PWK	fmn	
hotfpravaraH	hotṛpravaraḥ	1	AP	-	
hotraprayoga	hotraprayoga	1	MW	m	
hrasvabAhuka	hrasvabāhuka	3	AP MW PWK	fmn	
hrasvadarBaH	hrasvadarbhaḥ	2	AP SKD	-	
hrasvagarBaH	hrasvagarbhaḥ	2	AP SKD	-	
hrasvajambuH	hrasvajambuḥ	1	SKD	-	
hrasvamUlaka	hrasvamūlaka	2	MW PWK	m	
hrasvaparRaH	hrasvaparṇaḥ	1	AP	-	
hrasvaplakza	hrasvaplakṣa	3	MW PWG PWK	m	
huMkAragarBa	huṃkāragarbha	1	MW	fmn	
huMkAratIrTa	huṃkāratīrtha	3	MW PWG PWK	n	
huduhuduyati	huduhuduyati	1	BHS	-	
huqukkahikkA	huḍukkahikkā	1	MW	f	
hutASanamaya	hutāśanamaya	3	MW PWG PWK	f	
hutASanasuta	hutāśanasuta	1	INM	-	
hutASanavant	hutāśanavant	4	CAE CCS PWG PWK	-	
hutaBugDvaja	hutabhugdhvaja	2	PWG PWK	m	
hutaBukpriyA	hutabhukpriyā	2	MW SKD	f	
hutasaMvikta	hutasaṃvikta	1	MW	m	
hvAyayitavya	hvāyayitavya	1	MW	-	
hyastanadina	hyastanadina	1	MW	n	
iDmaprokzaRa	idhmaprokṣaṇa	1	MW	n	
iDmavraScana	idhmavraścana	3	MW PWK SCH	m	
iNgitakovida	iṅgitakovida	2	AP MW	fmn	
iNgitalakzya	iṅgitalakṣya	1	MW	n	
iNgitamaraRa	iṅgitamaraṇa	3	MW PWK SCH	n	
icCASaktimat	icchāśaktimat	1	MW	fmn	
icCAnivfttiH	icchānivṛttiḥ	1	AP	f	
idAvatsarIya	idāvatsarīya	2	AP MW	fmn	
idaMprakAram	idaṃprakāram	2	PWG PWK	-	
idaMpratyaya	idaṃpratyaya	1	BHS	-	
idamprakAram	idamprakāram	2	AP MW	-	
ikzukuwwakaH	ikṣukuṭṭakaḥ	1	AP	-	
ikzuvezwanaH	ikṣuveṣṭanaḥ	1	SKD	-	
ikzvAkukanyA	ikṣvākukanyā	1	INM	-	
ilasaMvartam	ilasaṃvartam	1	PWK	-	
indIvaradala	indīvaradala	1	MW	n	
indaramAdana	indaramādana	1	GRA	-	
indirAdayita	indirādayita	1	MW	m	
indirAramaRa	indirāramaṇa	1	SCH	-	
indrARIsAman	indrāṇīsāman	2	MW PWK	n	
indrAgniDUma	indrāgnidhūma	4	MW PWG PWK VCP	m	
indrAgnidEva	indrāgnidaiva	3	MW PWG PWK	fmn	
indrAparvata	indrāparvata	3	GRA MW PWK	m	
indrAvarajaH	indrāvarajaḥ	2	AP SKD	-	
indrAvasAnaH	indrāvasānaḥ	1	AP	-	
indrAvasikta	indrāvasikta	3	MW PWK SCH	m	
indraBezajaM	indrabheṣajaṃ	1	SKD	-	
indraBezajam	indrabheṣajam	1	AP	-	
indraSalaBaH	indraśalabhaḥ	1	AP	-	
indracCandaH	indracchandaḥ	1	SKD	-	
indracCandas	indracchandas	3	AP PWG VCP	mn	
indracandana	indracandana	4	MW PWG PWK VCP	n	
indracirBawA	indracirbhaṭā	1	AP	-	
indracirBiwA	indracirbhiṭā	1	PWK	f	
indracirBiwI	indracirbhiṭī	4	MW PWG SKD VCP	f	
indradEvatya	indradaivatya	2	PWK SCH	-	
indradamanaH	indradamanaḥ	1	AP	-	
indradarSana	indradarśana	1	INM	-	
indragopakaH	indragopakaḥ	1	AP	-	
indrajAlajYa	indrajālajña	1	MW	m	
indrajAlikaH	indrajālikaḥ	2	AP SKD	-	
indrajananam	indrajananam	1	AP	-	
indrajidvaDa	indrajidvadha	1	INM	-	
indrakArmuka	indrakārmuka	3	MW PWG PWK	n	
indrakarmman	indrakarmman	1	VCP	-	
indrakozakaH	indrakoṣakaḥ	1	AP	-	
indrakuYjara	indrakuñjara	4	MW PWG PWK VCP	m	
indralokeSaH	indralokeśaḥ	1	AP	-	
indraluptaka	indraluptaka	1	MW	-	
indramaGaSrI	indramaghaśrī	4	BHS MW PWK SCH	f	
indramandira	indramandira	1	PWK	m	
indramantrin	indramantrin	2	MW PWK	m	
indranAsatya	indranāsatya	1	GRA	-	
indranIlakaH	indranīlakaḥ	2	AP SKD	-	
indraparvata	indraparvata	3	INM MW PWG	m	
indrapraBava	indraprabhava	1	INM	-	
indrapramada	indrapramada	3	MW PWG PWK	m	
indrapramati	indrapramati	4	MW PWG PWK VCP	m	
indraprasTaM	indraprasthaṃ	1	SKD	-	
indraprasTam	indraprastham	1	AP	-	
indraprasUta	indraprasūta	4	GRA MW PWG PWK	fmn	
indraprayARa	indraprayāṇa	3	MW PWK SCH	n	
indrapuzpikA	indrapuṣpikā	3	MW PWK SKD	-	
indrasAraTiH	indrasārathiḥ	1	AP	-	
indrasAvarRi	indrasāvarṇi	4	MW PWG PWK VCP	m	
indrasaMjaya	indrasaṃjaya	3	MW PWG PWK	n	
indrasenAnIH	indrasenānīḥ	1	AP	-	
indrasuparRa	indrasuparṇa	2	MW PWK	m	
indrasurasaH	indrasurasaḥ	2	AP SKD	-	
indrasurisaH	indrasurisaḥ	1	SKD	-	
indratApanaH	indratāpanaḥ	1	AP	-	
indratUlakaM	indratūlakaṃ	1	SKD	-	
indratUlakam	indratūlakam	1	AP	-	
indravAnakam	indravānakam	1	AP	-	
indravEdUrya	indravaidūrya	2	MW PWG	n	
indravEqUrya	indravaiḍūrya	1	PWK	n	
indravallarI	indravallarī	4	AP MW PWG PWK	f	
indravfdDika	indravṛddhika	3	MW PWG PWK	m	
indravfkzIya	indravṛkṣīya	1	MW	-	
indriyAsaNga	indriyāsaṅga	3	CAE MW PWK	m	
indriyaSakti	indriyaśakti	3	CAE MW PWK	f	
indriyaboDin	indriyabodhin	3	MW PWG PWK	-	
indriyabudDi	indriyabuddhi	1	MW	f	
indriyagrAma	indriyagrāma	4	MW PWG PWK VCP	m	
indriyajYAna	indriyajñāna	2	MW VCP	n	
indriyasvApa	indriyasvāpa	4	MW PWG PWK VCP	m	
indriyavaDaH	indriyavadhaḥ	1	AP	-	
indriyavarga	indriyavarga	1	MW	m	
indriyavftti	indriyavṛtti	3	MW PWK VCP	f	
indriyeSvara	indriyeśvara	1	BHS	-	
indrotTApana	indrotthāpana	2	PWK SCH	n	
indumaRqalam	indumaṇḍalam	1	AP	-	
itaraviSezaH	itaraviśeṣaḥ	1	SKD	-	
itihAsavAdaH	itihāsavādaḥ	1	AP	-	
itihAsottama	itihāsottama	1	PWK	-	
itikarttavya	itikarttavya	1	VCP	-	
ivAluSuktikA	ivāluśuktikā	1	VCP	-	
ivAruSuktikA	ivāruśuktikā	1	VCP	-	
izunibanDana	iṣunibandhana	3	MW PWK SCH	-	
izustrikARqA	iṣustrikāṇḍā	2	AP MW	f	
izwakAcayana	iṣṭakācayana	1	VCP	-	
izwakAnyAsaH	iṣṭakānyāsaḥ	1	AP	-	
izwakApUraRa	iṣṭakāpūraṇa	1	PWK	n	
izwakApaTaka	iṣṭakāpathaka	2	MW PWK	n	
izwakApaTika	iṣṭakāpathika	2	MW PWK	n	
izwakApurARa	iṣṭakāpurāṇa	1	MW	n	
izwakAsaMpad	iṣṭakāsaṃpad	2	MW PWK	f	
izwasaMpAdin	iṣṭasaṃpādin	3	MW PWG PWK	fmn	
izwikApaTika	iṣṭikāpathika	2	PWG VCP	n	
izwiyAyajUka	iṣṭiyāyajūka	1	VCP	-	
jAgaritadeSa	jāgaritadeśa	3	MW PWK SCH	m	
jAgaritavant	jāgaritavant	1	PWK	-	
jAgradavasTA	jāgradavasthā	1	MW	f	
jAgratsvapna	jāgratsvapna	5	CAE GRA MW PWG PWK	fmn	
jAhnavIputra	jāhnavīputra	1	INM	-	
jAjvalyamAna	jājvalyamāna	1	MW	-	
jAlagardaBaH	jālagardabhaḥ	1	AP	-	
jAlagarddaBa	jālagarddabha	1	VCP	-	
jAlapAdaBuja	jālapādabhuja	2	MW PWK	fmn	
jAmadagnyaka	jāmadagnyaka	2	MW PWK	m	
