lemma_slp1	root_slp1	how
camatkf	kf	suffix
camay	camay	self
can	can	self
canasy	canasy	self
cand	cand	self
candrAy	candrAy	self
canizkad	canizkad	self
capalAy	capalAy	self
capalIBU	BU	suffix
car	car	self
caraRIy	caraRIy	self
caraRy	caraRy	self
carcar	carcar	self
carcay	carcay	self
carkar	carkar	self
carkfz	carkfz	self
carv	carv	self
carvay	carvay	self
cat	cat	self
caw	caw	self
cawAy	cawAy	self
cawacawAy	cawacawAy	self
cawakAy	cawakAy	self
ceCid	ceCid	self
cekit	cekit	self
cetanIkf	kf	suffix
cetay	cetay	self
cezw	cezw	self
cezway	cezway	self
cft	cft	self
ci	ci	self
ciCid	ciCid	self
ciCits	ciCits	self
ciKAdiz	ciKAdiz	self
ciKyAs	ciKyAs	self
ciScizAkf	ciScizAkf	self
cicIz	cicIz	self
cicar	cicar	self
cidAnandAy	cidAnandAy	self
cihnIkf	cihnIkf	self
cihnay	cihnay	self
cikIrtayiz	cikIrtayiz	self
cikIrz	cikIrz	self
cikIz	cikIz	self
cikalpay	cikalpay	self
cikits	cikits	self
cikrIq	cikrIq	self
cikrIz	cikrIz	self
cikramiz	cikramiz	self
cimicimAy	cimicimAy	self
cintApay	cintApay	self
cintay	cintay	self
cipiwIBU	BU	suffix
cirAy	cirAy	self
ciray	ciray	self
cit	cit	self
citay	citay	self
citrIy	citrIy	self
citray	citray	self
cittAy	cittAy	self
ciwiciwAy	ciwiciwAy	self
coday	coday	self
corIBU	BU	suffix
coray	coray	self
cozkUy	cozkUy	self
cucumbiz	cucumbiz	self
cud	cud	self
culukay	culukay	self
cumacumAy	cumacumAy	self
cumb	cumb	self
cumbay	cumbay	self
cup	cup	self
cyAvay	cyAvay	self
cyavay	cyavay	self
cyotay	cyotay	self
cyu	cyu	self
cyut	cyut	self
cyutay	cyutay	self
dA	dA	self
dADf	dADf	self
dADmA	dADmA	self
dAS	dAS	self
dAhay	dAhay	self
dAlay	dAlay	self
dApay	dApay	self
dAray	dAray	self
dAruRIBU	BU	suffix
dAs	dAs	self
dAsIkf	kf	suffix
dAsay	dAsay	self
dAvay	dAvay	self
dAyay	dAyay	self
dE	dE	self
dI	dI	self
dIdI	dIdI	self
dIkz	dIkz	self
dIkzApay	dIkzApay	self
dIkzay	dIkzay	self
dIp	dIp	self
dIpIBU	BU	suffix
dIpay	dIpay	self
dIrGIkf	kf	suffix
dIrGay	dIrGay	self
dIv	dIv	self
dUrIBU	BU	suffix
dUrIkf	kf	suffix
dUzay	dUzay	self
daB	daB	self
daBAy	daBAy	self
daDIkf	kf	suffix
daDIy	daDIy	self
daG	daG	self
daMS	daMS	self
daMSay	daMSay	self
daMs	daMs	self
daMsay	daMsay	self
daRqay	daRqay	self
daSasy	daSasy	self
dad	dad	self
dah	dah	self
dakz	dakz	self
dakzay	dakzay	self
dakziRIkf	kf	suffix
dal	dal	self
dalay	dalay	self
dam	dam	self
damAy	damAy	self
damBay	damBay	self
damany	damany	self
damay	damay	self
dan	dan	self
dandaS	dandaS	self
dandah	dandah	self
danturay	danturay	self
darBay	darBay	self
darSay	darSay	self
daray	daray	self
dardar	dardar	self
daridrIkf	kf	suffix
darpay	darpay	self
das	das	self
dasay	dasay	self
dasyusAdBU	BU	suffix
davay	davay	self
davidyut	davidyut	self
day	day	self
dayay	dayay	self
deSay	deSay	self
dedI	dedI	self
dedIpy	dedIpy	self
dediS	dediS	self
dehay	dehay	self
devAy	devAy	self
devay	devay	self
df	df	self
dfB	dfB	self
dfMhay	dfMhay	self
dfQIBU	BU	suffix
dfQIkf	kf	suffix
dfQatarIkf	kf	suffix
dfS	dfS	self
dfh	dfh	self
dfp	dfp	self
dfzwAntIkf	kf	suffix
diDArayiz	diDArayiz	self
diDIrz	diDIrz	self
diDakz	diDakz	self
diDiz	diDiz	self
diDyAs	diDyAs	self
diS	diS	self
didAs	didAs	self
didIkziz	didIkziz	self
didfkz	didfkz	self
dih	dih	self
dinIkf	kf	suffix
dips	dips	self
dits	dits	self
do	do	self
doDUy	doDUy	self
doDav	doDav	self
doDu	doDu	self
dodrav	dodrav	self
dodu	dodu	self
dohay	dohay	self
dolAy	dolAy	self
dolay	dolay	self
drA	drA	self
drAGay	drAGay	self
drAvay	drAvay	self
drU	drU	self
draQay	draQay	self
dravIBU	BU	suffix
dravIkf	kf	suffix
dravay	dravay	self
dru	dru	self
druh	druh	self
drumAy	drumAy	self
drutIkf	kf	suffix
du	du	self
duCunAy	duCunAy	self
duD	duD	self
duDUrz	duDUrz	self
duDUz	duDUz	self
duDukz	duDukz	self
duHK	duHK	self
duHKAkf	kf	suffix
duHKAy	duHKAy	self
duHKIBU	BU	suffix
duHKIy	duHKIy	self
duHKay	duHKay	self
dudrukz	dudrukz	self
dudukz	dudukz	self
duh	duh	self
durBagIkf	kf	suffix
durasy	durasy	self
durbalIBU	durbalIBU	self
durbalIkf	kf	suffix
durgfBIy	durgfBIy	self
durhaRAy	durhaRAy	self
durjanAy	durjanAy	self
durjanIkf	kf	suffix
durlaBIBU	durlaBIBU	self
durmanAy	durmanAy	self
duvasy	duvasy	self
duz	duz	self
duzwIBU	BU	suffix
dvArIBU	BU	suffix
dvEDIBU	BU	suffix
dvEDIkf	kf	suffix
dvIkf	kf	suffix
dvaMdvIBU	BU	suffix
dvaMdvIkf	kf	suffix
dvaMdvay	dvaMdvay	self
dvezay	dvezay	self
dviDABU	BU	suffix
dviDAkf	kf	suffix
dviguRIBU	BU	suffix
dviguRIkf	kf	suffix
dviviDIkf	kf	suffix
dviz	dviz	self
dyotay	dyotay	self
dyut	dyut	self
dyutay	dyutay	self
e	e	unresolved
eD	eD	self
eDay	eDay	self
ej	ej	self
ejay	ejay	self
ekAgrIBU	BU	suffix
ekAgrIkf	kf	suffix
ekAhIBU	BU	suffix
ekAkIkf	kf	suffix
ekArRavIBU	BU	suffix
ekArRavIkf	kf	suffix
ekAyanIkf	kf	suffix
ekIBU	BU	suffix
ekIkf	kf	suffix
ekacittIBU	BU	suffix
ekajvAlIBU	BU	suffix
ekatrIkf	kf	suffix
ekz	ekz	unresolved
enD	enD	unresolved
er	er	unresolved
eray	eray	unresolved
erts	erts	unresolved
ez	ez	unresolved
ezay	ezay	self
fC	fC	self
fD	fD	self
fGAy	fGAy	self
fd	fd	self
fj	fj	self
fjUkf	kf	suffix
fjUy	fjUy	self
ftAy	ftAy	self
ftIy	ftIy	self
ftay	ftay	self
fz	fz	self
gA	gA	self
gAh	gAh	self
gAhay	gAhay	self
gAlay	gAlay	self
gAmay	gAmay	self
gAnIkf	gAnIkf	self
gApay	gApay	self
gAtuy	gAtuy	self
gUhay	gUhay	self
gUrDay	gUrDay	self
gaD	gaD	self
gaNgUy	gaNgUy	self
gaRay	gaRay	self
gaRqUzay	gaRqUzay	self
gad	gad	self
gadAy	gadAy	self
gajIBU	gajIBU	self
gal	gal	self
galB	galB	self
galahastay	galahastay	self
gam	gam	self
gamBIrIkf	kf	suffix
gamay	gamay	self
ganD	ganD	self
ganDay	ganDay	self
ganIgam	ganIgam	self
garBIBU	BU	suffix
garBIkf	garBIkf	self
gard	gard	self
garh	garh	self
garhay	garhay	self
garj	garj	self
garjay	garjay	self
garuqAy	garuqAy	self
garv	garv	self
gavez	gavez	self
gavezay	gavezay	self
gf	gf	self
gfBAy	gfBAy	self
gfBay	gfBay	self
gfD	gfD	self
gfhRApay	gfhRApay	self
giray	giray	self
glA	glA	self
glAnIBU	BU	suffix
glApay	glApay	self
glah	glah	self
glapay	glapay	self
gocarIBU	BU	suffix
gocarIkf	kf	suffix
golIBU	BU	suffix
golakIkf	kf	suffix
golay	golay	self
gomayAy	gomayAy	self
gopAy	gopAy	self
gopay	gopay	self
grAhay	grAhay	self
grAsIkf	kf	suffix
grAsay	grAsay	self
graTay	graTay	self
grah	grah	self
grahay	grahay	self
grahilIBU	BU	suffix
granT	granT	self
granTay	granTay	self
gras	gras	self
gu	gu	self
guRIBU	BU	suffix
guRIkf	kf	suffix
guRW	guRW	self
guRWay	guRWay	self
guRay	guRay	self
guYj	guYj	self
guh	guh	self
gumP	gumP	self
gup	gup	self
guqaguqAy	guqaguqAy	self
guqguqAy	guqguqAy	self
gur	gur	self
gurUkf	kf	suffix
gurukf	kf	suffix
guwikIkf	kf	suffix
hA	hA	self
hApay	hApay	self
hArIkf	kf	suffix
hAray	hAray	self
hAs	hAs	self
hAsarasAy	hAsarasAy	self
hAsay	hAsay	self
hAvay	hAvay	self
hEmIkf	kf	suffix
hIq	hIq	self
hUrC	hUrC	self
hUrCay	hUrCay	self
haMsIBU	haMsIBU	self
haMsayUTAy	haMsayUTAy	self
hamBAy	hamBAy	self
han	han	self
haray	haray	self
haritAy	haritAy	self
hary	hary	self
harzay	harzay	self
has	has	self
hastIBU	BU	suffix
hastIkf	hastIkf	self
havizkf	kf	suffix
heWay	heWay	self
hel	hel	self
heqay	heqay	self
hez	hez	self
hf	hf	self
hfRAy	hfRAy	self
hfRIy	hfRIy	self
hfz	hfz	self
hi	hi	self
hiMkf	kf	suffix
hiMs	hiMs	self
hiMsay	hiMsay	self
hiNkarikf	karikf	suffix
hiRq	hiRq	self
hikk	hikk	self
hikkay	hikkay	self
hlAd	hlAd	self
hlAday	hlAday	self
hnu	hnu	self
homay	homay	self
hrAd	hrAd	self
hrAday	hrAday	self
hrAsay	hrAsay	self
hrI	hrI	self
hras	hras	self
hrepay	hrepay	self
hrez	hrez	self
hu	hu	self
huMkf	kf	suffix
huvany	huvany	self
hvA	hvA	self
hvAnay	hvAnay	self
hvApay	hvApay	self
hvAray	hvAray	self
hvAyay	hvAyay	self
hval	hval	self
hvalay	hvalay	self
hvf	hvf	self
i	i	self
iNg	iNg	self
iNgay	iNgay	self
iYj	iYj	self
iYjay	iYjay	self
icCApay	icCApay	self
il	il	self
ilay	ilay	self
inD	inD	self
inDanIBU	inDanIBU	self
inDay	inDay	self
inakz	inakz	self
indray	indray	self
inv	inv	self
iraD	iraD	self
irajy	irajy	self
irasy	irasy	self
iyakz	iyakz	self
iyasy	iyasy	self
iz	iz	self
izUy	izUy	self
izaR	izaR	self
izaRay	izaRay	self
izaRy	izaRy	self
izay	izay	self
izkf	kf	suffix
izuDy	izuDy	self
jAgaray	jAgaray	self
jAgf	jAgf	self
jAjfmB	jAjfmB	self
jAjval	jAjval	self
jAlAy	jAlAy	self
jApay	jApay	self
jAray	jAray	self
jAsay	jAsay	self
jIrRIBU	BU	suffix
jIrRay	jIrRay	self
jIv	jIv	self
jIvApay	jIvApay	self
jIvay	jIvay	self
jU	jU	self
jUrv	jUrv	self
jYA	jYA	self
jYApay	jYApay	self
jYIps	jYIps	self
jYapay	jYapay	self
jaB	jaB	self
jaNGan	jaNGan	self
jaNgah	jaNgah	self
jaYj	jaYj	self
jaYjaB	jaYjaB	self
jakz	jakz	self
jalAy	jalAy	self
jalp	jalp	self
jalpay	jalpay	self
jamBay	jamBay	self
jan	jan	self
janIBU	BU	suffix
janIy	janIy	self
janay	janay	self
janiy	janiy	self
jap	jap	self
jaqIBU	BU	suffix
jaqIkf	kf	suffix
jaqay	jaqay	self
jarBur	jarBur	self
jaray	jaray	self
jargur	jargur	self
jarhfz	jarhfz	self
jarjarIkf	kf	suffix
jarjaray	jarjaray	self
jas	jas	self
jawIBU	BU	suffix
jawIkf	jawIkf	self
jawilay	jawilay	self
jayaDvajAy	jayaDvajAy	self
jegIy	jegIy	self
jeh	jeh	self
jehrIy	jehrIy	self
jf	jf	self
jfmB	jfmB	self
jfmBay	jfmBay	self
ji	ji	self
jiGAMs	jiGAMs	self
jiGats	jiGats	self
jiGfkzay	jiGfkzay	self
jigAMs	jigAMs	self
jigAs	jigAs	self
jigIz	jigIz	self
jigamiz	jigamiz	self
jigrahayiz	jigrahayiz	self
jihAs	jihAs	self
jihIrz	jihIrz	self
jihmAy	jihmAy	self
jihmIBU	BU	suffix
jihmIkf	kf	suffix
jijIviz	jijIviz	self
jijYAs	jijYAs	self
jijaniz	jijaniz	self
jijyAs	jijyAs	self
jijyUz	jijyUz	self
jinv	jinv	self
joguv	joguv	self
johav	johav	self
jozay	jozay	self
jri	jri	self
jugukz	jugukz	self
jugups	jugups	self
juhUz	juhUz	self
juz	juz	self
jvAlAy	jvAlAy	self
jvAlay	jvAlay	self
jval	jval	self
jvalay	jvalay	self
jvar	jvar	self
jvaray	jvaray	self
jyA	jyA	self
jyotay	jyotay	self
jyotizkf	kf	suffix
jyut	jyut	self
kANkz	kANkz	self
kANkzAy	kANkzAy	self
kANkzay	kANkzay	self
kAS	kAS	self
kASay	kASay	self
kAYcanIBU	BU	suffix
kAYcanIkf	kf	suffix
kAcIBU	BU	suffix
kAlAy	kAlAy	self
kAlIkf	kf	suffix
kAlay	kAlay	self
kAlvAlIkf	kAlvAlIkf	self
kAmay	kAmay	self
kAmy	kAmy	self
kAntAy	kAntAy	self
kArApay	kArApay	self
kAraRIBU	BU	suffix
kAray	kAray	self
kAs	kAs	self
kAsay	kAsay	self
kAway	kAway	self
kAzWIBU	BU	suffix
kIlay	kIlay	self
kIray	kIray	self
kIrtay	kIrtay	self
kSA	kSA	self
kSApay	kSApay	self
kU	kU	self
kURay	kURay	self
kUj	kUj	self
kUlay	kUlay	self
kUq	kUq	self
kUqay	kUqay	self
kUrd	kUrd	self
kUrmIBU	BU	suffix
kUway	kUway	self
kaR	kaR	self
kaRUkay	kaRUkay	self
kaRW	kaRW	self
kaRWay	kaRWay	self
kaRakaRAy	kaRakaRAy	self
kaRqUy	kaRqUy	self
kaRqay	kaRqay	self
kaT	kaT	self
kaTApay	kaTApay	self
kaTay	kaTay	self
kaWinIBU	BU	suffix
kaWinIkf	kf	suffix
kaWorIBU	BU	suffix
kaYcukIBU	BU	suffix
kabalIkf	kf	suffix
kac	kac	self
kacakac	kacakac	self
kacay	kacay	self
kadalIvanAy	kadalIvanAy	self
kadambakIkf	kf	suffix
kadarT	kadarT	self
kadarTIkf	kf	suffix
kadarTay	kadarTay	self
kajjalIkf	kf	suffix
kal	kal	self
kalApAy	kalApAy	self
kalApIkf	kf	suffix
kalahAy	kalahAy	self
kalahay	kalahay	self
kalalIBU	BU	suffix
kalay	kalay	self
kalilIBU	BU	suffix
kalkIkf	kf	suffix
kalkay	kalkay	self
kalpAy	kalpAy	self
kalpalatAvanAy	kalpalatAvanAy	self
kalpay	kalpay	self
kaluzIBU	BU	suffix
kaluzIkf	kf	suffix
kaluzay	kaluzay	self
kam	kam	self
kamalAy	kamalAy	self
kamp	kamp	self
kampay	kampay	self
kan	kan	self
kandalay	kandalay	self
kanikrad	kanikrad	self
kapiSay	kapiSay	self
kapilAy	kapilAy	self
kapilIkf	kf	suffix
karAlay	karAlay	self
karIkf	kf	suffix
karRapUrIkf	kf	suffix
karRay	karRay	self
karSay	karSay	self
karaRIkf	kf	suffix
karadIkf	karadIkf	self
karikf	karikf	self
karmay	karmay	self
kartay	kartay	self
karuRAy	karuRAy	self
karzay	karzay	self
kas	kas	self
katT	katT	self
kavIy	kavIy	self
kavacay	kavacay	self
kavalIkf	kf	suffix
kavalay	kavalay	self
kawAkzay	kawAkzay	self
kawakawAyay	kawakawAyay	self
kawway	kawway	self
kaz	kaz	self
kazAyIkf	kazAyIkf	self
kazay	kazay	self
kekAy	kekAy	self
kelAy	kelAy	self
kelay	kelay	self
ketay	ketay	self
kevalIBU	BU	suffix
kf	kf	self
kfS	kfS	self
kfSIBU	BU	suffix
kfSay	kfSay	self
kfcCrAy	kfcCrAy	self
kfntay	kfntay	self
kfp	kfp	self
kfpAy	kfpAy	self
kfpaR	kfpaR	self
kfpaRIBU	BU	suffix
kfpaRy	kfpaRy	self
kfpay	kfpay	self
kft	kft	self
kftArTIkf	kf	suffix
kfz	kfz	self
kfzRANgArIkf	kf	suffix
kfzRAy	kfzRAy	self
kfzRIBU	BU	suffix
kiMkarIkf	kiMkarIkf	self
kiMpuruzIkf	kf	suffix
kilIkf	kf	suffix
kilakilAy	kilakilAy	self
kisalay	kisalay	self
kiwakiwAy	kiwakiwAy	self
kiwwAy	kiwwAy	self
klAmay	klAmay	self
klIbay	klIbay	self
klam	klam	self
kleSay	kleSay	self
kleday	kleday	self
kliS	kliS	self
klid	klid	self
knopay	knopay	self
knup	knup	self
koTay	koTay	self
kocay	kocay	self
kokUj	kokUj	self
kokUy	kokUy	self
kopay	kopay	self
koway	koway	self
kozWakIkf	kf	suffix
kozwakIkf	kf	suffix
krAT	krAT	self
krATay	krATay	self
krAmay	krAmay	self
krApay	krApay	self
krI	krI	self
krIq	krIq	self
krIqApay	krIqApay	self
krIqanakIkf	kf	suffix
krIqay	krIqay	self
krUqay	krUqay	self
krUrIkf	kf	suffix
kram	kram	self
kramay	kramay	self
krand	krand	self
kranday	kranday	self
kratUy	kratUy	self
kroDay	kroDay	self
kroSay	kroSay	self
kroqIkf	kf	suffix
kruD	kruD	self
kruS	kruS	self
kruq	kruq	self
kuRWay	kuRWay	self
kuSalIkAray	kAray	suffix
kuSalIkf	kf	suffix
kuYc	kuYc	self
kuYcay	kuYcay	self
kuhukuhAy	kuhukuhAy	self
kulyAy	kulyAy	self
kumBay	kumBay	self
kup	kup	self
kuq	kuq	self
kuqmalIBU	BU	suffix
kuqmalIkf	kf	suffix
kuraNgAy	kuraNgAy	self
kuts	kuts	self
kutsay	kutsay	self
kuw	kuw	self
kuww	kuww	self
kuwwIkf	kf	suffix
kuwway	kuwway	self
kuz	kuz	self
kvATay	kvATay	self
kvaR	kvaR	self
kvaRay	kvaRay	self
kvaT	kvaT	self
kzA	kzA	self
kzAlay	kzAlay	self
kzAmatarIkf	kzAmatarIkf	self
kzAmay	kzAmay	self
kzApay	kzApay	self
kzAray	kzAray	self
kzIRAy	kzIRAy	self
kzIrodAy	kzIrodAy	self
kzRu	kzRu	self
kzaRIBU	BU	suffix
kzad	kzad	self
kzam	kzam	self
kzamApay	kzamApay	self
kzamay	kzamay	self
kzan	kzan	self
kzap	kzap	self
kzapaRIBU	BU	suffix
kzapay	kzapay	self
kzar	kzar	self
kzayIkf	kf	suffix
kzayay	kzayay	self
kzemay	kzemay	self
kzepay	kzepay	self
kzetrIBU	BU	suffix
kzetrIkf	kf	suffix
kzi	kzi	self
kzip	kzip	self
kzoBay	kzoBay	self
kzoday	kzoday	self
kzu	kzu	self
kzuB	kzuB	self
kzuD	kzuD	self
kzud	kzud	self
kzveqay	kzveqay	self
kzviq	kzviq	self
kﾱp	kﾱp	self
lAGay	lAGay	self
lAgay	lAgay	self
lAlApay	lAlApay	self
lAlAy	lAlAy	self
lAlap	lAlap	self
lAlapy	lAlapy	self
lAlasIBU	BU	suffix
lAlay	lAlay	self
lApay	lApay	self
lAqay	lAqay	self
lAsay	lAsay	self
lI	lI	self
lIlAy	lIlAy	self
lU	lU	self
lUlup	lUlup	self
laB	laB	self
laGUy	laGUy	self
laNG	laNG	self
laNGay	laNGay	self
lag	lag	self
lagay	lagay	self
lajj	lajj	self
lajjay	lajjay	self
lakz	lakz	self
lakzIkf	kf	suffix
lakzay	lakzay	self
lakzyIkf	kf	suffix
lal	lal	self
lamBay	lamBay	self
lamb	lamb	self
lambAy	lambAy	self
lambay	lambay	self
lap	lap	self
laq	laq	self
larday	larday	self
las	las	self
lasay	lasay	self
lavaRAy	lavaRAy	self
lavaRIkf	kf	suffix
lavalavIkf	kf	suffix
laz	laz	self
leKApay	leKApay	self
leKAy	leKAy	self
leKay	leKay	self
lehIBU	BU	suffix
lehay	lehay	self
lelAy	lelAy	self
lelih	lelih	self
lepay	lepay	self
liK	liK	self
liKApay	liKApay	self
liNg	liNg	self
liNgIBU	BU	suffix
liNgay	liNgay	self
liS	liS	self
lih	lih	self
lilApayiz	lilApayiz	self
lilambiz	lilambiz	self
lilikz	lilikz	self
limpay	limpay	self
lip	lip	self
lips	lips	self
loBay	loBay	self
loWay	loWay	self
locay	locay	self
lohitAy	lohitAy	self
lohitIkf	kf	suffix
lok	lok	self
lokay	lokay	self
lolIBU	BU	suffix
lolay	lolay	self
lolup	lolup	self
lopay	lopay	self
loqay	loqay	self
luB	luB	self
luRW	luRW	self
luRWay	luRWay	self
luW	luW	self
luYc	luYc	self
luYcay	luYcay	self
luj	luj	self
lul	lul	self
luloBay	luloBay	self
lup	lup	self
luq	luq	self
mA	mA	self
mAMsIy	mAMsIy	self
mARikyavfkzakavanAy	mARikyavfkzakavanAy	self
mATay	mATay	self
mAday	mAday	self
mAlAy	mAlAy	self
mAlyaguRAy	mAlyaguRAy	self
mAmad	mAmad	self
mAnavasy	mAnavasy	self
mAnay	mAnay	self
mAnuzIBU	mAnuzIBU	self
mApay	mApay	self
mArIkf	kf	suffix
mAray	mAray	self
mArdavIkf	kf	suffix
mArg	mArg	self
mArgay	mArgay	self
mArjay	mArjay	self
mEtrAy	mEtrAy	self
mI	mI	self
mIl	mIl	self
mIlay	mIlay	self
mImAMs	mImAMs	self
mImAMsay	mImAMsay	self
mIv	mIv	self
mOktikIkf	kf	suffix
mOnAy	mOnAy	self
mUkIBU	BU	suffix
mUkIkf	mUkIkf	self
mUl	mUl	self
mUlIkf	kf	suffix
mUlay	mUlay	self
mUrC	mUrC	self
mUrCApay	mUrCApay	self
mUrCay	mUrCay	self
mUrKIBU	BU	suffix
mUtray	mUtray	self
maDukarAy	maDukarAy	self
maDurAy	maDurAy	self
maDurIBU	BU	suffix
maDuray	maDuray	self
maKasy	maKasy	self
maMhay	maMhay	self
maRqalIBU	BU	suffix
maRqalIkf	kf	suffix
maRqalay	maRqalay	self
maRqanIBU	BU	suffix
maRqay	maRqay	self
maRw	maRw	self
maRway	maRway	self
maT	maT	self
maTAy	maTAy	self
maTay	maTay	self
maYjarIkf	kf	suffix
mad	mad	self
maday	maday	self
mah	mah	self
mahIy	mahIy	self
mahatkf	kf	suffix
mahay	mahay	self
majj	majj	self
majjay	majjay	self
makarAy	makarAy	self
malay	malay	self
malinIkf	kf	suffix
malinay	malinay	self
mamAy	mamAy	self
mamar	mamar	self
man	man	self
manAy	manAy	self
manTay	manTay	self
manasy	manasy	self
mand	mand	self
mandAkinIpravAhAy	mandAkinIpravAhAy	self
mandAy	mandAy	self
mandIBU	BU	suffix
mandIkf	kf	suffix
mandarAy	mandarAy	self
manday	manday	self
mantray	mantray	self
marImfj	marImfj	self
marSay	marSay	self
marcay	marcay	self
marday	marday	self
marjay	marjay	self
markawIBU	markawIBU	self
marmfS	marmfS	self
marmfj	marmfj	self
maryAdIkf	kf	suffix
marzay	marzay	self
masfRIkf	kf	suffix
masfRay	masfRay	self
may	may	self
mayUKAy	mayUKAy	self
meDIBU	BU	suffix
meGIkf	kf	suffix
meKalAy	meKalAy	self
med	med	self
meday	meday	self
mehay	mehay	self
mekzay	mekzay	self
melApay	melApay	self
melay	melay	self
memy	memy	self
mezay	mezay	self
mf	mf	self
mfC	mfC	self
mfD	mfD	self
mfR	mfR	self
mfS	mfS	self
mfc	mfc	self
mfd	mfd	self
mfdUBU	BU	suffix
mfdUkf	kf	suffix
mfg	mfg	self
mfgay	mfgay	self
mfj	mfj	self
mfjIkf	kf	suffix
mfkz	mfkz	self
mfkzay	mfkzay	self
mfq	mfq	self
mfqay	mfqay	self
mfsmfsAkf	kf	suffix
mft	mft	self
mftIBU	BU	suffix
mfz	mfz	self
mi	mi	self
miSrIBU	BU	suffix
miSrIkf	kf	suffix
miSray	miSray	self
miT	miT	self
miTunIBU	BU	suffix
miTunIkf	kf	suffix
miTunIsaMBU	miTunIsaMBU	self
miTyAkf	miTyAkf	self
micC	micC	self
mih	mih	self
mikz	mikz	self
mil	mil	self
mimAnay	mimAnay	self
mimard	mimard	self
mitrIBU	BU	suffix
mitrIkf	kf	suffix
mitrIy	mitrIy	self
miz	miz	self
mlA	mlA	self
mlAnIkf	kf	suffix
mlApay	mlApay	self
mleC	mleC	self
mlecCIBU	BU	suffix
mnA	mnA	self
moGIBU	BU	suffix
moGIkf	kf	suffix
mocay	mocay	self
moday	moday	self
mohay	mohay	self
mokz	mokz	self
mokzAy	mokzAy	self
mokzay	mokzay	self
momuh	momuh	self
mozay	mozay	self
mrad	mrad	self
mraday	mraday	self
mreq	mreq	self
mreqay	mreqay	self
mrit	mrit	self
mruc	mruc	self
muKIBU	BU	suffix
muKIkf	kf	suffix
muKarIkf	kf	suffix
muKaray	muKaray	self
muRqApay	muRqApay	self
muRqay	muRqay	self
muYcay	muYcay	self
muc	muc	self
mud	mud	self
mudray	mudray	self
muh	muh	self
muktIkf	kf	suffix
mukulAy	mukulAy	self
mukulIkf	kf	suffix
mukulay	mukulay	self
mumUrz	mumUrz	self
mumodayiz	mumodayiz	self
mumudiz	mumudiz	self
mumukz	mumukz	self
mur	mur	self
musalIBU	BU	suffix
muz	muz	self
muzAy	muzAy	self
muzwIkf	kf	suffix
myakz	myakz	self
nAD	nAD	self
nASay	nASay	self
nAT	nAT	self
nATay	nATay	self
nAday	nAday	self
nAhay	nAhay	self
nAmay	nAmay	self
nAnad	nAnad	self
nAvay	nAvay	self
nAway	nAway	self
nAyay	nAyay	self
nI	nI	unresolved
nIcIkf	kf	suffix
nIlAy	nIlAy	self
nIqay	nIqay	self
nIrAjay	nIrAjay	self
nIranDray	nIranDray	self
nIray	Iray	suffix
nIrogay	nIrogay	self
nIruc	ruc	suffix
nOkAy	nOkAy	self
nU	nU	self
naB	naB	self
naBaHkusumAy	naBaHkusumAy	self
naBay	naBay	self
naS	naS	self
naSAy	naSAy	self
nad	nad	self
nadasy	nadasy	self
naday	naday	self
nagarAy	nagarAy	self
nagnIkf	kf	suffix
nagnaMkf	nagnaMkf	self
nah	nah	self
nakz	nakz	self
nam	nam	self
namaskf	kf	suffix
namasy	namasy	self
namay	namay	self
nand	nand	self
nanday	nanday	self
nannam	nannam	self
narInart	narInart	self
nard	nard	self
narday	narday	self
narmay	narmay	self
nartay	nartay	self
nas	nas	self
navIkf	kf	suffix
navanavAy	navanavAy	self
naw	naw	self
nazwapizwIkf	kf	suffix
ned	ned	self
nejay	nejay	self
nenIy	nenIy	self
nenij	nenij	self
nfmaRasy	nfmaRasy	self
nft	nft	self
niBAlay	niBAlay	self
niBAvay	BAvay	suffix
niBaYj	BaYj	suffix
niBas	niBas	self
niBfjj	Bfjj	suffix
niBid	Bid	suffix
niBraMS	BraMS	suffix
niBuj	Buj	suffix
niDA	DA	suffix
niDAnIkf	niDAnIkf	self
niDApay	DApay	suffix
niDAray	DAray	suffix
niDAv	DAv	suffix
niDI	DI	suffix
niDU	DU	suffix
niDf	Df	suffix
niDvaMsay	DvaMsay	suffix
niDyA	DyA	suffix
niDyApay	DyApay	suffix
niGarzay	Garzay	suffix
niGfz	Gfz	suffix
niGozay	Gozay	suffix
niGrA	GrA	suffix
niGrApay	GrApay	suffix
niHSA	SA	suffix
niHSAs	SAs	suffix
niHSI	niHSI	self
niHSaMs	SaMs	suffix
niHSezay	Sezay	suffix
niHSuc	Suc	suffix
niHSvas	Svas	suffix
niHS￞	niHS￞	unresolved
niHkzi	kzi	suffix
niHkzip	kzip	suffix
niHsAray	sAray	suffix
niHsPur	sPur	suffix
niHsah	sah	suffix
niHsarpay	sarpay	suffix
niHsf	sf	suffix
niHsfj	sfj	suffix
niHsfp	sfp	suffix
niHsnehIkf	kf	suffix
niHspandIkf	niHspandIkf	self
niHspf	spf	suffix
niHsrAvay	srAvay	suffix
niHsru	sru	suffix
niHsvIBU	BU	suffix
niHsvan	svan	suffix
niHsvar	niHsvar	self
niHsyand	syand	suffix
niHzU	niHzU	unresolved
niHzWA	niHzWA	unresolved
niHzWIv	zWIv	suffix
niHziD	niHziD	unresolved
niHzic	niHzic	unresolved
niHzvap	vap	suffix
niHzwan	an	suffix
niHzyanday	day	suffix
niKAnay	KAnay	suffix
