slp1	freq_band	poly_band	arm	chrf_mw	chrf_fr	chrf_ru	chrf_multi2	chrf_multi3	token_f1_mw	token_f1_fr	token_f1_ru
dehin	high	poly2_4	F1_fable_ctx	61.61	14.39	0.46	61.61	61.61	0.7778	0.1395	0.0000
loBa	high	poly2_4	F1_fable_ctx	35.55	10.88	0.63	35.55	35.55	0.3721	0.0317	0.0000
dvipa	high	poly2_4	F1_fable_ctx	43.03	13.45	0.00	43.03	43.03	0.5185	0.0000	0.0000
nakzatra	high	poly2_4	F1_fable_ctx	9.13	3.24	0.33	9.13	9.13	0.2333	0.0173	0.0000
jAnu	high	poly2_4	F1_fable_ctx	6.68	3.23	0.00	6.68	6.68	0.1667	0.1000	0.0000
kAsa	high	poly2_4	F1_fable_ctx	13.15	3.97	0.00	13.15	13.15	0.1000	0.0000	0.0000
rAkzasa	high	poly2_4	F1_fable_ctx	12.79	8.79	0.28	12.79	12.79	0.1757	0.0414	0.0000
druma	high	poly2_4	F1_fable_ctx	3.11	1.95	0.00	3.11	3.11	0.1212	0.0000	0.0000
pitf	high	poly2_4	F1_fable_ctx	18.30	15.18	0.72	18.30	18.30	0.2270	0.0571	0.0000
yuD	high	poly2_4	F1_fable_ctx	13.90	6.88	0.00	13.90	13.90	0.2095	0.0000	0.0000
havis	high	poly2_4	F1_fable_ctx	47.38	22.92	0.21	47.38	47.38	0.5098	0.0571	0.0000
tfp	high	poly2_4	F1_fable_ctx	26.08	18.59	0.43	26.08	26.08	0.3696	0.0625	0.0000
vaRij	high	poly2_4	F1_fable_ctx	27.08	14.67	0.00	27.08	27.08	0.2857	0.0000	0.0000
nizad	high	poly2_4	F1_fable_ctx	20.15	14.76	0.68	20.15	20.15	0.3182	0.0444	0.0000
mahABAga	high	poly2_4	F1_fable_ctx	30.78	21.11	0.00	30.78	30.78	0.2642	0.0000	0.0000
dveza	high	poly2_4	F1_fable_ctx	45.15	13.29	0.00	45.15	45.15	0.4000	0.0571	0.0000
Avaha	high	poly2_4	F1_fable_ctx	23.97	10.61	0.00	23.97	23.97	0.1724	0.0000	0.0000
Apat	high	poly2_4	F1_fable_ctx	29.88	14.40	0.46	29.88	29.88	0.4198	0.0000	0.0000
niBa	high	poly2_4	F1_fable_ctx	31.37	21.57	0.00	31.37	31.37	0.2273	0.0000	0.0000
uB	high	poly2_4	F1_fable_ctx	5.60	5.50	0.00	5.60	5.60	0.0000	0.0000	0.0000
lih	high	poly2_4	F1_fable_ctx	18.28	10.46	0.33	18.28	18.28	0.3333	0.0571	0.0000
kAnana	high	poly2_4	F1_fable_ctx	17.10	8.43	0.00	17.10	17.10	0.2857	0.0000	0.0000
tulya	high	poly2_4	F1_fable_ctx	43.03	19.87	0.00	43.03	43.03	0.5600	0.0417	0.0000
antar	high	poly2_4	F1_fable_ctx	20.92	9.47	0.87	20.92	20.92	0.3030	0.0000	0.0000
manuzya	high	poly5p	F1_fable_ctx	13.76	9.34	0.50	13.76	13.76	0.1860	0.0741	0.0000
giri	high	poly5p	F1_fable_ctx	7.92	9.30	0.00	9.30	9.30	0.1111	0.0000	0.0000
brAhmaRa	high	poly5p	F1_fable_ctx	10.49	8.21	0.30	10.49	10.49	0.1871	0.0638	0.0000
Adya	high	poly5p	F1_fable_ctx	22.70	13.19	0.26	22.70	22.70	0.2903	0.0000	0.0000
Agneya	high	poly5p	F1_fable_ctx	28.56	12.77	0.61	28.56	28.56	0.3235	0.0723	0.0000
SarkarA	high	poly5p	F1_fable_ctx	30.12	16.23	0.71	30.12	30.12	0.4074	0.0435	0.0000
gamBIra	high	poly5p	F1_fable_ctx	13.71	17.41	0.83	17.41	17.41	0.0889	0.0377	0.0000
mahAdeva	high	poly5p	F1_fable_ctx	15.81	7.12	0.00	15.81	15.81	0.2308	0.0299	0.0000
SAsana	high	poly5p	F1_fable_ctx	19.65	13.89	0.83	19.65	19.65	0.3019	0.0769	0.0000
vipra	high	poly5p	F1_fable_ctx	9.21	7.39	0.59	9.21	9.21	0.1869	0.0400	0.0000
udyAna	high	poly5p	F1_fable_ctx	26.75	7.20	0.00	26.75	26.75	0.3333	0.0000	0.0000
miSra	high	poly5p	F1_fable_ctx	17.17	10.42	0.28	17.17	17.17	0.2056	0.0000	0.0000
prakfti	high	poly5p	F1_fable_ctx	22.87	11.76	0.83	22.87	22.87	0.3562	0.0300	0.0000
aSva	high	poly5p	F1_fable_ctx	6.42	4.80	0.00	6.42	6.42	0.0923	0.0000	0.0000
retas	high	poly5p	F1_fable_ctx	17.11	10.49	0.43	17.11	17.11	0.3571	0.0000	0.0000
ekAnta	high	poly5p	F1_fable_ctx	36.31	26.40	0.66	36.31	36.31	0.4878	0.0702	0.0000
SoDana	high	poly5p	F1_fable_ctx	23.58	24.01	0.50	24.01	24.01	0.3733	0.1000	0.0000
Akula	high	poly5p	F1_fable_ctx	38.64	16.33	0.34	38.64	38.64	0.5000	0.0000	0.0000
karza	high	poly5p	F1_fable_ctx	29.34	10.96	0.48	29.34	29.34	0.3636	0.0619	0.0000
raTa	high	poly5p	F1_fable_ctx	16.44	8.79	0.32	16.44	16.44	0.2687	0.0816	0.0000
anIka	high	poly5p	F1_fable_ctx	50.08	17.26	0.85	50.08	50.08	0.6667	0.1111	0.0000
duHKa	high	poly5p	F1_fable_ctx	16.60	6.44	0.00	16.60	16.60	0.1493	0.0000	0.0000
raTin	high	poly5p	F1_fable_ctx	29.77	16.88	0.19	29.77	29.77	0.3810	0.1739	0.0000
vastu	high	poly5p	F1_fable_ctx	15.57	14.12	0.95	15.57	15.57	0.2336	0.0323	0.0000
gocara	high	poly5p	F1_fable_ctx	25.08	12.48	0.39	25.08	25.08	0.3380	0.0606	0.0000
Brama	high	poly5p	F1_fable_ctx	33.17	17.42	1.09	33.17	33.17	0.4267	0.0000	0.0000
maya	high	poly5p	F1_fable_ctx	13.27	9.75	0.00	13.27	13.27	0.2029	0.0000	0.0000
prayatna	high	poly5p	F1_fable_ctx	19.96	17.86	0.29	19.96	19.96	0.2353	0.0833	0.0000
sAkzAt	high	poly5p	F1_fable_ctx	55.70	14.09	0.57	55.70	55.70	0.7213	0.0000	0.0000
BArgava	high	poly5p	F1_fable_ctx	13.34	14.18	0.29	14.18	14.18	0.2000	0.1235	0.0000
paScAt	high	poly5p	F1_fable_ctx	32.21	10.62	0.81	32.21	32.21	0.4483	0.0000	0.0000
BUmi	high	poly5p	F1_fable_ctx	18.78	11.15	1.11	18.78	18.78	0.2783	0.0588	0.0000
parvata	high	poly5p	F1_fable_ctx	10.22	12.68	0.52	12.68	12.68	0.1832	0.0571	0.0000
cit	high	poly5p	F1_fable_ctx	9.45	11.33	0.36	11.33	11.33	0.0662	0.0000	0.0000
muhur	high	poly5p	F1_fable_ctx	26.55	14.98	0.32	26.55	26.55	0.3175	0.0930	0.0000
namas	high	poly5p	F1_fable_ctx	38.39	8.99	0.00	38.39	38.39	0.4074	0.0160	0.0000
droRa	high	poly5p	F1_fable_ctx	13.49	2.57	0.73	13.49	13.49	0.1761	0.0046	0.0000
Sreyas	high	poly5p	F1_fable_ctx	17.78	18.43	0.32	18.43	18.43	0.2344	0.0615	0.0000
jana	high	poly5p	F1_fable_ctx	22.59	21.52	0.90	22.59	22.59	0.3478	0.0274	0.0000
pUrva	high	poly5p	F1_fable_ctx	20.56	15.77	0.85	20.56	20.56	0.2815	0.0000	0.0000
kara	high	poly5p	F1_fable_ctx	24.09	14.85	1.34	24.09	24.09	0.4071	0.0244	0.0000
kArmuka	high	poly5p	F1_fable_ctx	4.42	5.67	0.00	5.67	5.67	0.1667	0.0833	0.0000
aMSa	high	poly5p	F1_fable_ctx	28.26	13.95	0.98	28.26	28.26	0.3684	0.0962	0.0000
amBas	high	poly5p	F1_fable_ctx	1.86	0.82	0.00	1.86	1.86	0.0513	0.0000	0.0000
Pala	high	poly5p	F1_fable_ctx	16.44	22.18	1.20	22.18	22.18	0.2628	0.0385	0.0000
laGu	high	poly5p	F1_fable_ctx	20.72	10.92	1.19	20.72	20.72	0.3134	0.0220	0.0000
Suc	high	poly5p	F1_fable_ctx	18.94	9.81	0.54	18.94	18.94	0.2571	0.0000	0.0000
yA	high	poly5p	F1_fable_ctx	17.35	15.61	0.75	17.35	17.35	0.2949	0.0000	0.0000
nirvinDyA	low	mono	F1_fable_ctx	35.34	20.29	0.00	35.34	35.34	0.3704	0.0690	0.0000
anAdeya	low	mono	F1_fable_ctx	54.48	34.56	0.75	54.48	54.48	0.3871	0.1250	0.0000
milana	low	mono	F1_fable_ctx	61.55	21.06	0.53	61.55	61.55	0.5263	0.1053	0.0000
Asannatara	low	mono	F1_fable_ctx	39.54	10.25	0.00	39.54	39.54	0.2857	0.0000	0.0000
maRqalita	low	mono	F1_fable_ctx	23.92	10.95	0.00	23.92	23.92	0.2500	0.0541	0.0000
nivah	low	mono	F1_fable_ctx	29.87	12.89	0.00	29.87	29.87	0.4615	0.0000	0.0000
vratati	low	poly2_4	F1_fable_ctx	45.16	10.37	0.00	45.16	45.16	0.5556	0.0000	0.0000
saMvAhaka	low	poly2_4	F1_fable_ctx	44.86	10.11	0.00	44.86	44.86	0.4800	0.0769	0.0000
aviBinna	low	poly2_4	F1_fable_ctx	32.67	11.45	0.58	32.67	32.67	0.2353	0.0000	0.0000
pariBUti	low	poly2_4	F1_fable_ctx	58.29	30.40	0.00	58.29	58.29	0.3333	0.1053	0.0000
sUtraDAra	low	poly2_4	F1_fable_ctx	32.31	21.36	0.00	32.31	32.31	0.4416	0.0339	0.0000
rukmANgada	low	poly2_4	F1_fable_ctx	33.47	10.92	0.45	33.47	33.47	0.2581	0.0000	0.0000
vipariRAma	low	poly2_4	F1_fable_ctx	40.34	28.03	0.00	40.34	40.34	0.1250	0.0588	0.0000
BUmigfha	low	poly2_4	F1_fable_ctx	34.18	18.53	0.00	34.18	34.18	0.2308	0.0000	0.0000
kawAgni	low	poly2_4	F1_fable_ctx	22.74	16.23	0.00	22.74	22.74	0.3256	0.0000	0.0000
rAjanyaka	low	poly2_4	F1_fable_ctx	35.81	21.05	0.00	35.81	35.81	0.2727	0.0606	0.0000
alika	low	poly2_4	F1_fable_ctx	47.58	8.90	0.00	47.58	47.58	0.5000	0.0000	0.0000
SataBizaj	low	poly2_4	F1_fable_ctx	20.15	19.82	0.00	20.15	20.15	0.2333	0.0417	0.0000
buButsA	low	poly2_4	F1_fable_ctx	36.17	18.62	0.00	36.17	36.17	0.2581	0.0000	0.0000
sAratA	low	poly5p	F1_fable_ctx	26.55	5.15	0.00	26.55	26.55	0.2941	0.0000	0.0000
qimBa	low	poly5p	F1_fable_ctx	29.01	3.87	0.00	29.01	29.01	0.5556	0.0000	0.0000
atyAhita	low	poly5p	F1_fable_ctx	28.44	23.25	0.30	28.44	28.44	0.3030	0.0833	0.0000
GfRi	low	poly5p	F1_fable_ctx	16.99	9.82	0.68	16.99	16.99	0.2439	0.0000	0.0000
maYjula	low	poly5p	F1_fable_ctx	27.22	15.77	0.00	27.22	27.22	0.2857	0.0000	0.0000
kuwIra	low	poly5p	F1_fable_ctx	21.30	0.00	0.00	21.30	21.30	0.4444	0.0000	0.0000
jawADara	low	poly5p	F1_fable_ctx	32.30	16.25	0.34	32.30	32.30	0.3415	0.1860	0.0000
Aropa	low	poly5p	F1_fable_ctx	36.40	27.47	0.00	36.40	36.40	0.3556	0.0435	0.0000
AlIQa	low	poly5p	F1_fable_ctx	49.84	15.85	0.00	49.84	49.84	0.5385	0.0339	0.0000
rasita	low	poly5p	F1_fable_ctx	18.79	9.30	0.00	18.79	18.79	0.1923	0.0000	0.0000
SAsa	low	poly5p	F1_fable_ctx	35.11	19.13	0.67	35.11	35.11	0.4000	0.0000	0.0000
arAla	low	poly5p	F1_fable_ctx	18.00	10.61	0.00	18.00	18.00	0.3111	0.0000	0.0000
mAWara	low	poly5p	F1_fable_ctx	26.77	12.19	0.00	26.77	26.77	0.5075	0.0000	0.0000
upodGAta	low	poly5p	F1_fable_ctx	29.29	29.36	0.00	29.36	29.36	0.2979	0.1176	0.0000
vivasvat	low	poly5p	F1_fable_ctx	14.89	12.68	0.44	14.89	14.89	0.2133	0.0923	0.0000
gaRya	low	poly5p	F1_fable_ctx	20.95	15.29	0.00	20.95	20.95	0.2424	0.0000	0.0000
stamB	mid	mono	F1_fable_ctx	19.35	17.89	0.81	19.35	19.35	0.2314	0.0328	0.0000
aBIz	mid	mono	F1_fable_ctx	27.54	14.73	0.00	27.54	27.54	0.2857	0.0645	0.0000
paravaSa	mid	mono	F1_fable_ctx	38.89	11.66	0.17	38.89	38.89	0.3333	0.0294	0.0000
janayitf	mid	mono	F1_fable_ctx	40.67	15.03	0.00	40.67	40.67	0.2222	0.0000	0.0000
indranIla	mid	mono	F1_fable_ctx	57.16	13.99	0.00	57.16	57.16	0.4000	0.0000	0.0000
indraDanus	mid	mono	F1_fable_ctx	100.00	7.65	0.00	100.00	100.00	1.0000	0.0000	0.0000
pariSram	mid	mono	F1_fable_ctx	30.69	19.35	0.27	30.69	30.69	0.2143	0.0606	0.0000
dvitra	mid	mono	F1_fable_ctx	5.99	9.94	0.00	9.94	9.94	0.1667	0.1053	0.0000
varzavara	mid	mono	F1_fable_ctx	56.64	15.60	0.00	56.64	56.64	0.5217	0.1053	0.0000
prabAD	mid	mono	F1_fable_ctx	29.25	10.90	0.30	29.25	29.25	0.4000	0.0000	0.0000
pradfS	mid	mono	F1_fable_ctx	35.91	16.14	0.31	35.91	35.91	0.4706	0.0667	0.0000
upajIv	mid	mono	F1_fable_ctx	34.21	19.78	0.60	34.21	34.21	0.4935	0.0339	0.0000
anvezin	mid	mono	F1_fable_ctx	1.34	10.22	0.00	10.22	10.22	0.0000	0.0000	0.0000
BavAdfSa	mid	mono	F1_fable_ctx	2.95	7.70	0.90	7.70	7.70	0.0000	0.0000	0.0000
atyarTa	mid	mono	F1_fable_ctx	58.45	34.09	0.26	58.45	58.45	0.5263	0.0909	0.0000
antapAla	mid	mono	F1_fable_ctx	34.40	22.56	0.00	34.40	34.40	0.2105	0.0000	0.0000
Alap	mid	mono	F1_fable_ctx	58.67	10.50	0.76	58.67	58.67	0.5882	0.0000	0.0000
udgam	mid	mono	F1_fable_ctx	21.48	16.98	0.31	21.48	21.48	0.3333	0.0488	0.0000
paryAp	mid	mono	F1_fable_ctx	17.04	14.01	1.02	17.04	17.04	0.1379	0.0465	0.0000
paryupAs	mid	mono	F1_fable_ctx	38.03	14.55	0.33	38.03	38.03	0.4615	0.0000	0.0000
SrIKaRqa	mid	mono	F1_fable_ctx	34.27	14.00	0.00	34.27	34.27	0.3200	0.0000	0.0000
anvi	mid	mono	F1_fable_ctx	24.97	16.64	0.53	24.97	24.97	0.3509	0.0000	0.0000
SfgAla	mid	mono	F1_fable_ctx	23.28	3.67	0.00	23.28	23.28	0.5000	0.0000	0.0000
apasiD	mid	mono	F1_fable_ctx	39.65	10.69	0.00	39.65	39.65	0.4348	0.0000	0.0000
nizic	mid	mono	F1_fable_ctx	35.86	17.62	0.52	35.86	35.86	0.4286	0.0435	0.0000
SaMsin	mid	mono	F1_fable_ctx	47.74	15.12	0.00	47.74	47.74	0.1429	0.0000	0.0000
anuSAsana	mid	mono	F1_fable_ctx	57.16	27.01	0.50	57.16	57.16	0.2759	0.0526	0.0000
upaDAv	mid	mono	F1_fable_ctx	32.32	11.48	0.38	32.32	32.32	0.5128	0.0000	0.0000
upayam	mid	mono	F1_fable_ctx	19.24	13.29	0.66	19.24	19.24	0.3333	0.0000	0.0000
ezin	mid	mono	F1_fable_ctx	56.97	11.03	0.00	56.97	56.97	0.4000	0.0000	0.0000
sAhitya	mid	poly2_4	F1_fable_ctx	51.15	25.86	0.47	51.15	51.15	0.4737	0.0606	0.0000
bawu	mid	poly2_4	F1_fable_ctx	21.56	11.21	0.48	21.56	21.56	0.2456	0.0000	0.0000
dAqima	mid	poly2_4	F1_fable_ctx	34.77	3.23	0.27	34.77	34.77	0.2927	0.0000	0.0000
rAjarAja	mid	poly2_4	F1_fable_ctx	50.36	14.45	0.32	50.36	50.36	0.5517	0.0645	0.0000
unnidra	mid	poly2_4	F1_fable_ctx	33.84	11.93	0.00	33.84	33.84	0.2609	0.0000	0.0000
praBAta	mid	poly2_4	F1_fable_ctx	35.60	9.76	0.39	35.60	35.60	0.4118	0.0000	0.0000
sodara	mid	poly2_4	F1_fable_ctx	36.62	8.62	0.31	36.62	36.62	0.5306	0.0833	0.0000
buBukzu	mid	poly2_4	F1_fable_ctx	66.83	17.28	0.26	66.83	66.83	0.6667	0.0606	0.0000
akzaka	mid	poly2_4	F1_fable_ctx	37.63	17.60	0.00	37.63	37.63	0.3333	0.1176	0.0000
paratantra	mid	poly2_4	F1_fable_ctx	37.98	19.29	0.50	37.98	37.98	0.3214	0.0370	0.0000
nirmama	mid	poly2_4	F1_fable_ctx	37.58	16.81	0.00	37.58	37.58	0.3902	0.0000	0.0000
cAturmAsya	mid	poly2_4	F1_fable_ctx	47.85	20.20	0.16	47.85	47.85	0.4590	0.0000	0.0000
hAhA	mid	poly2_4	F1_fable_ctx	22.08	17.98	1.41	22.08	22.08	0.2000	0.0625	0.0000
AKaRqala	mid	poly2_4	F1_fable_ctx	23.80	14.74	0.00	23.80	23.80	0.3478	0.0833	0.0000
saMsidDi	mid	poly2_4	F1_fable_ctx	33.83	33.11	0.46	33.83	33.83	0.3019	0.0667	0.0000
dukUla	mid	poly2_4	F1_fable_ctx	47.95	17.50	0.00	47.95	47.95	0.5854	0.0000	0.0000
viruta	mid	poly2_4	F1_fable_ctx	23.57	9.69	0.00	23.57	23.57	0.2439	0.0000	0.0000
zaRQa	mid	poly2_4	F1_fable_ctx	25.44	18.56	0.42	25.44	25.44	0.2222	0.0417	0.0000
aByaNga	mid	poly2_4	F1_fable_ctx	38.41	28.57	0.00	38.41	38.41	0.1905	0.0952	0.0000
Arogya	mid	poly2_4	F1_fable_ctx	53.37	11.66	0.30	53.37	53.37	0.5000	0.0000	0.0000
kataka	mid	poly2_4	F1_fable_ctx	28.87	23.98	0.00	28.87	28.87	0.3404	0.1224	0.0000
rajaka	mid	poly2_4	F1_fable_ctx	18.74	5.32	0.45	18.74	18.74	0.2333	0.0000	0.0000
apanayana	mid	poly2_4	F1_fable_ctx	29.32	20.89	0.78	29.32	29.32	0.2308	0.0000	0.0000
pUrti	mid	poly2_4	F1_fable_ctx	47.34	29.07	1.14	47.34	47.34	0.3846	0.0870	0.0000
viBU	mid	poly2_4	F1_fable_ctx	15.77	18.94	0.71	18.94	18.94	0.2695	0.0000	0.0000
rAsaBa	mid	poly2_4	F1_fable_ctx	23.72	1.74	0.00	23.72	23.72	0.4615	0.0000	0.0000
pUzan	mid	poly2_4	F1_fable_ctx	12.68	7.35	0.33	12.68	12.68	0.2113	0.0263	0.0000
tura	mid	poly2_4	F1_fable_ctx	42.73	22.09	0.57	42.73	42.73	0.4828	0.0800	0.0000
kApuruza	mid	poly2_4	F1_fable_ctx	56.39	9.75	0.00	56.39	56.39	0.5556	0.0000	0.0000
rasanA	mid	poly2_4	F1_fable_ctx	36.82	12.34	0.00	36.82	36.82	0.5263	0.0000	0.0000
rikTa	mid	poly2_4	F1_fable_ctx	53.24	29.27	0.00	53.24	53.24	0.4828	0.0833	0.0000
paryaNka	mid	poly2_4	F1_fable_ctx	28.91	15.91	0.31	28.91	28.91	0.4474	0.0385	0.0000
niravadya	mid	poly2_4	F1_fable_ctx	31.63	16.08	0.00	31.63	31.63	0.0909	0.0000	0.0000
draviqa	mid	poly5p	F1_fable_ctx	13.94	15.85	0.28	15.85	15.85	0.2000	0.0000	0.0000
virUpAkza	mid	poly5p	F1_fable_ctx	18.67	6.19	0.44	18.67	18.67	0.2667	0.0253	0.0000
viSudDi	mid	poly5p	F1_fable_ctx	30.96	22.20	0.44	30.96	30.96	0.3396	0.0476	0.0000
kuntala	mid	poly5p	F1_fable_ctx	27.03	10.76	0.34	27.03	27.03	0.4667	0.0000	0.0000
parA	mid	poly5p	F1_fable_ctx	24.02	8.26	0.37	24.02	24.02	0.2143	0.0196	0.0000
mfgendra	mid	poly5p	F1_fable_ctx	11.63	6.28	0.00	11.63	11.63	0.2703	0.1111	0.0000
prasTAna	mid	poly5p	F1_fable_ctx	26.08	23.03	0.24	26.08	26.08	0.3704	0.0357	0.0000
mecaka	mid	poly5p	F1_fable_ctx	27.20	12.20	0.89	27.20	27.20	0.4746	0.1026	0.0000
reRu	mid	poly5p	F1_fable_ctx	11.81	10.45	0.66	11.81	11.81	0.2500	0.1081	0.0000
paYjara	mid	poly5p	F1_fable_ctx	26.90	18.34	0.67	26.90	26.90	0.3019	0.1765	0.0000
sImanta	mid	poly5p	F1_fable_ctx	33.79	20.67	0.88	33.79	33.79	0.4474	0.0000	0.0000
mahApadma	mid	poly5p	F1_fable_ctx	19.34	15.54	0.74	19.34	19.34	0.3226	0.1176	0.0000
sammati	mid	poly5p	F1_fable_ctx	29.90	23.45	0.00	29.90	29.90	0.3509	0.0435	0.0000
asu	mid	poly5p	F1_fable_ctx	31.66	21.18	0.48	31.66	31.66	0.3662	0.0909	0.0000
kfSAnu	mid	poly5p	F1_fable_ctx	9.53	8.19	0.36	9.53	9.53	0.3218	0.0519	0.0000
kaMsa	mid	poly5p	F1_fable_ctx	16.10	7.71	0.58	16.10	16.10	0.3137	0.0382	0.0000
itTA	mid	poly5p	F1_fable_ctx	10.52	12.45	0.32	12.45	12.45	0.1489	0.0000	0.0000
Urmi	mid	poly5p	F1_fable_ctx	18.43	13.05	1.05	18.43	18.43	0.3678	0.0000	0.0000
lopa	mid	poly5p	F1_fable_ctx	19.19	36.56	0.56	36.56	36.56	0.2517	0.1333	0.0000
Sibira	mid	poly5p	F1_fable_ctx	16.97	13.00	0.47	16.97	16.97	0.3810	0.1714	0.0000
mandira	mid	poly5p	F1_fable_ctx	19.61	23.25	0.92	23.25	23.25	0.3333	0.0952	0.0000
nakta	mid	poly5p	F1_fable_ctx	19.85	15.53	0.79	19.85	19.85	0.2353	0.0769	0.0000
mUrKa	mid	poly5p	F1_fable_ctx	35.42	6.05	0.43	35.42	35.42	0.4516	0.0714	0.0000
pippala	mid	poly5p	F1_fable_ctx	19.69	17.88	0.35	19.69	19.69	0.3333	0.1132	0.0000
DAraka	mid	poly5p	F1_fable_ctx	26.47	9.77	0.24	26.47	26.47	0.2564	0.1250	0.0000
Bawa	mid	poly5p	F1_fable_ctx	27.23	11.49	0.49	27.23	27.23	0.3704	0.0000	0.0000
padmanABa	mid	poly5p	F1_fable_ctx	20.19	17.44	0.00	20.19	20.19	0.2985	0.1212	0.0000
dyumat	mid	poly5p	F1_fable_ctx	20.21	24.54	0.27	24.54	24.54	0.1778	0.0000	0.0000
mandAra	mid	poly5p	F1_fable_ctx	23.95	14.95	0.22	23.95	23.95	0.3299	0.0367	0.0000
kukkura	mid	poly5p	F1_fable_ctx	12.90	4.69	0.84	12.90	12.90	0.2564	0.0000	0.0000
vasati	mid	poly5p	F1_fable_ctx	27.36	14.39	0.31	27.36	27.36	0.4416	0.0750	0.0000
jImUta	mid	poly5p	F1_fable_ctx	14.98	8.95	0.44	14.98	14.98	0.2264	0.0000	0.0000
vizARa	mid	poly5p	F1_fable_ctx	18.81	17.50	0.93	18.81	18.81	0.3360	0.0000	0.0000
malayaja	mid	poly5p	F1_fable_ctx	32.31	16.26	0.52	32.31	32.31	0.3571	0.0000	0.0000
Danika	mid	poly5p	F1_fable_ctx	25.15	11.07	0.56	25.15	25.15	0.3243	0.0408	0.0000
aBijana	mid	poly5p	F1_fable_ctx	30.86	25.16	0.55	30.86	30.86	0.3750	0.1333	0.0000
tiras	mid	poly5p	F1_fable_ctx	29.81	12.29	0.36	29.81	29.81	0.3077	0.0303	0.0000
BIru	mid	poly5p	F1_fable_ctx	24.79	18.56	0.32	24.79	24.79	0.2400	0.0769	0.0000
hala	mid	poly5p	F1_fable_ctx	25.63	14.76	0.57	25.63	25.63	0.3944	0.0444	0.0000
iriRa	mid	poly5p	F1_fable_ctx	22.83	14.42	0.28	22.83	22.83	0.3265	0.0000	0.0000
gozWa	mid	poly5p	F1_fable_ctx	21.96	16.62	0.00	21.96	21.96	0.3810	0.0000	0.0000
svarAj	mid	poly5p	F1_fable_ctx	36.52	21.84	0.66	36.52	36.52	0.4932	0.1290	0.0000
jambuka	mid	poly5p	F1_fable_ctx	5.24	6.15	0.00	6.15	6.15	0.1379	0.0000	0.0000
