fem_slp1	fem_iast	masc_slp1	masc_iast
SilpaSAlA	śilpaśālā	SilpaSAla	śilpaśāla
SilpajIvinI	śilpajīvinī	SilpajIvin	śilpajīvin
SilpakArI	śilpakārī	SilpakArin	śilpakārin
SilpiSAlA	śilpiśālā	SilpiSAla	śilpiśāla
SilpikA	śilpikā	Silpika	śilpika
SilpinI	śilpinī	Silpin	śilpin
SimbA	śimbā	Simba	śimba
SimbikA	śimbikā	Simbika	śimbika
SiprA	śiprā	Sipra	śipra
SirA	śirā	Sira	śira
SirIzikA	śirīṣikā	SirIzika	śirīṣika
SiraskA	śiraskā	Siraska	śiraska
SiroDarA	śirodharā	SiroDara	śirodhara
SiroruhA	śiroruhā	Siroruha	śiroruha
SivA	śivā	Siva	śiva
SivajYA	śivajñā	SivajYa	śivajña
SivapriyA	śivapriyā	Sivapriya	śivapriya
SivavallaBA	śivavallabhā	SivavallaBa	śivavallabha
SivezwA	śiveṣṭā	Sivezwa	śiveṣṭa
SlakzRA	ślakṣṇā	SlakzRa	ślakṣṇa
SlezA	śleṣā	Sleza	śleṣa
SlezmaGnA	śleṣmaghnā	SlezmaGna	śleṣmaghna
SlezmaRA	śleṣmaṇā	SlezmaRa	śleṣmaṇa
SmaSA	śmaśā	SmaSa	śmaśa
SmaSAnAlayavAsinI	śmaśānālayavāsinī	SmaSAnAlayavAsin	śmaśānālayavāsin
SmaSAnavAsinI	śmaśānavāsinī	SmaSAnavAsin	śmaśānavāsin
SoBA	śobhā	SoBa	śobha
SoBanA	śobhanā	SoBana	śobhana
SoRA	śoṇā	SoRa	śoṇa
SrARA	śrāṇā	SrARa	śrāṇa
SrAvaRikA	śrāvaṇikā	SrAvaRika	śrāvaṇika
SrIBadrA	śrībhadrā	SrIBadra	śrībhadra
SrIPalA	śrīphalā	SrIPala	śrīphala
SrISA	śrīśā	SrISa	śrīśa
SrIdA	śrīdā	SrIda	śrīda
SrIdevA	śrīdevā	SrIdeva	śrīdeva
SrIgaReSA	śrīgaṇeśā	SrIgaReSa	śrīgaṇeśa
SrIgarBA	śrīgarbhā	SrIgarBa	śrīgarbha
SrIkAmA	śrīkāmā	SrIkAma	śrīkāma
SrIkArI	śrīkārī	SrIkArin	śrīkārin
SrInivAsA	śrīnivāsā	SrInivAsa	śrīnivāsa
SrIzeRA	śrīṣeṇā	SrIzeRa	śrīṣeṇa
SradDA	śraddhā	SradDa	śraddha
SramaRA	śramaṇā	SramaRa	śramaṇa
SrapitA	śrapitā	Srapita	śrapita
SravaRA	śravaṇā	SravaRa	śravaṇa
SravasyA	śravasyā	Sravasya	śravasya
SravizWA	śraviṣṭhā	SravizWa	śraviṣṭha
SreRikA	śreṇikā	SreRika	śreṇika
SrezWA	śreṣṭhā	SrezWa	śreṣṭha
SrezWatamA	śreṣṭhatamā	SrezWatama	śreṣṭhatama
SroRA	śroṇā	SroRa	śroṇa
SrutA	śrutā	Sruta	śruta
SrutArTA	śrutārthā	SrutArTa	śrutārtha
SrutadevA	śrutadevā	Srutadeva	śrutadeva
SrutasenA	śrutasenā	Srutasena	śrutasena
SrutasomA	śrutasomā	Srutasoma	śrutasoma
SuBA	śubhā	SuBa	śubha
SuBANgI	śubhāṅgī	SuBANgin	śubhāṅgin
SuBAcArA	śubhācārā	SuBAcAra	śubhācāra
SuBagA	śubhagā	SuBaga	śubhaga
SuBrA	śubhrā	SuBra	śubhra
SuNgA	śuṅgā	SuNga	śuṅga
SuNgI	śuṅgī	SuNgin	śuṅgin
SuRqA	śuṇḍā	SuRqa	śuṇḍa
SuRqI	śuṇḍī	SuRqin	śuṇḍin
SuRqikA	śuṇḍikā	SuRqika	śuṇḍika
SuSulUkA	śuśulūkā	SuSulUka	śuśulūka
SucA	śucā	Suca	śuca
SucI	śucī	Sucin	śucin
SucitA	śucitā	Sucita	śucita
SudDA	śuddhā	SudDa	śuddha
SudDAntA	śuddhāntā	SudDAnta	śuddhānta
SukAnanA	śukānanā	SukAnana	śukānana
SukanASA	śukanāśā	SukanASa	śukanāśa
SukanAsA	śukanāsā	SukanAsa	śukanāsa
SukapriyA	śukapriyā	Sukapriya	śukapriya
SuklA	śuklā	Sukla	śukla
SuklakandA	śuklakandā	Suklakanda	śuklakanda
SuklalA	śuklalā	Suklala	śuklala
SuklapuzpA	śuklapuṣpā	Suklapuzpa	śuklapuṣpa
SuklopalA	śuklopalā	Suklopala	śuklopala
SukralA	śukralā	Sukrala	śukrala
SuktA	śuktā	Sukta	śukta
SuktikA	śuktikā	Suktika	śuktika
SunA	śunā	Suna	śuna
SvA	śvā	Sva	śva
SvAsA	śvāsā	SvAsa	śvāsa
SvaGnI	śvaghnī	SvaGnin	śvaghnin
SvanI	śvanī	Svanin	śvanin
SvetA	śvetā	Sveta	śveta
SvetASvA	śvetāśvā	SvetASva	śvetāśva
SvetakandA	śvetakandā	Svetakanda	śvetakanda
SvetamUlA	śvetamūlā	SvetamUla	śvetamūla
SvetaparRA	śvetaparṇā	SvetaparRa	śvetaparṇa
SvetapattrA	śvetapattrā	Svetapattra	śvetapattra
SvetapuzpA	śvetapuṣpā	Svetapuzpa	śvetapuṣpa
SvetavAhI	śvetavāhī	SvetavAhin	śvetavāhin
SvetavarRA	śvetavarṇā	SvetavarRa	śvetavarṇa
SvetyA	śvetyā	Svetya	śvetya
SvitrA	śvitrā	Svitra	śvitra
SyAmA	śyāmā	SyAma	śyāma
SyAmalA	śyāmalā	SyAmala	śyāmala
SyenA	śyenā	Syena	śyena
UQA	ūḍhā	UQa	ūḍha
UQapUrvA	ūḍhapūrvā	UQapUrva	ūḍhapūrva
UhA	ūhā	Uha	ūha
UrDvA	ūrdhvā	UrDva	ūrdhva
UrDvaveRIDarA	ūrdhvaveṇīdharā	UrDvaveRIDara	ūrdhvaveṇīdhara
UrRA	ūrṇā	UrRa	ūrṇa
UrjA	ūrjā	Urja	ūrja
UrjasvinI	ūrjasvinī	Urjasvin	ūrjasvin
UrmyA	ūrmyā	Urmya	ūrmya
UrustamBA	ūrustambhā	UrustamBa	ūrustambha
UzA	ūṣā	Uza	ūṣa
UzaRA	ūṣaṇā	UzaRa	ūṣaṇa
UzmA	ūṣmā	Uzma	ūṣma
aBIzwA	abhīṣṭā	aBIzwa	abhīṣṭa
aBayA	abhayā	aBaya	abhaya
aBiKyA	abhikhyā	aBiKya	abhikhya
aBicakzaRA	abhicakṣaṇā	aBicakzaRa	abhicakṣaṇa
aBijYA	abhijñā	aBijYa	abhijña
aBimAnitA	abhimānitā	aBimAnita	abhimānita
aBinandA	abhinandā	aBinanda	abhinanda
aBisArI	abhisārī	aBisArin	abhisārin
aBisaMKyA	abhisaṃkhyā	aBisaMKya	abhisaṃkhya
aBivAtA	abhivātā	aBivAta	abhivāta
aByarTanA	abhyarthanā	aByarTana	abhyarthana
aByasUyA	abhyasūyā	aByasUya	abhyasūya
aByuddfzwA	abhyuddṛṣṭā	aByuddfzwa	abhyuddṛṣṭa
aByudgA	abhyudgā	aByudga	abhyudga
aByuditA	abhyuditā	aByudita	abhyudita
aByupAyA	abhyupāyā	aByupAya	abhyupāya
aDA	adhā	aDa	adha
aDIrA	adhīrā	aDIra	adhīra
aDaHSayyA	adhaḥśayyā	aDaHSayya	adhaḥśayya
aDamA	adhamā	aDama	adhama
aDarA	adharā	aDara	adhara
aDarmA	adharmā	aDarma	adharma
aDfzyA	adhṛṣyā	aDfzya	adhṛṣya
aDipA	adhipā	aDipa	adhipa
aDirUQA	adhirūḍhā	aDirUQa	adhirūḍha
aDivAsanA	adhivāsanā	aDivAsana	adhivāsana
aDivAsitA	adhivāsitā	aDivAsita	adhivāsita
aDomuKA	adhomukhā	aDomuKa	adhomukha
aDvagA	adhvagā	aDvaga	adhvaga
aDvarakalpA	adhvarakalpā	aDvarakalpa	adhvarakalpa
aDyUQA	adhyūḍhā	aDyUQa	adhyūḍha
aGA	aghā	aGa	agha
aGnyA	aghnyā	aGnya	aghnya
aGorA	aghorā	aGora	aghora
aKarvA	akharvā	aKarva	akharva
aNgAritA	aṅgāritā	aNgArita	aṅgārita
aNgI	aṅgī	aNgin	aṅgin
aNgadA	aṅgadā	aNgada	aṅgada
aNgajA	aṅgajā	aNgaja	aṅgaja
aNganA	aṅganā	aNgana	aṅgana
aNkI	aṅkī	aNkin	aṅkin
aNkinI	aṅkinī	aNkin	aṅkin
aNkuSA	aṅkuśā	aNkuSa	aṅkuśa
aNkuSI	aṅkuśī	aNkuSin	aṅkuśin
aPalA	aphalā	aPala	aphala
aRqajA	aṇḍajā	aRqaja	aṇḍaja
aRqikA	aṇḍikā	aRqika	aṇḍika
aSanA	aśanā	aSana	aśana
aSanAyA	aśanāyā	aSanAya	aśanāya
aSanI	aśanī	aSanin	aśanin
aSokA	aśokā	aSoka	aśoka
aSokavanikA	aśokavanikā	aSokavanika	aśokavanika
aSradDA	aśraddhā	aSradDa	aśraddha
aSrutA	aśrutā	aSruta	aśruta
aSvA	aśvā	aSva	aśva
aSvArohA	aśvārohā	aSvAroha	aśvāroha
aSvadA	aśvadā	aSvada	aśvada
aSvahfdayA	aśvahṛdayā	aSvahfdaya	aśvahṛdaya
aSvaraTA	aśvarathā	aSvaraTa	aśvaratha
aSvatTA	aśvatthā	aSvatTa	aśvattha
aSvatTikA	aśvatthikā	aSvatTika	aśvatthika
aSvatarA	aśvatarā	aSvatara	aśvatara
aSvayA	aśvayā	aSvaya	aśvaya
aSvikA	aśvikā	aSvika	aśvika
aSvinI	aśvinī	aSvin	aśvin
aTA	athā	aTa	atha
aYjalikA	añjalikā	aYjalika	añjalika
aYjanA	añjanā	aYjana	añjana
aYjasA	añjasā	aYjasa	añjasa
abADA	abādhā	abADa	abādha
abDijA	abdhijā	abDija	abdhija
abaDA	abadhā	abaDa	abadha
abalA	abalā	abala	abala
abdA	abdā	abda	abda
abjA	abjā	abja	abja
abliNgA	abliṅgā	abliNga	abliṅga
acCAyA	acchāyā	acCAya	acchāya
acCodA	acchodā	acCoda	acchoda
acalA	acalā	acala	acala
acirA	acirā	acira	acira
adButopamA	adbhutopamā	adButopama	adbhutopama
adalA	adalā	adala	adala
adattA	adattā	adatta	adatta
adrijA	adrijā	adrija	adrija
adyaSvInA	adyaśvīnā	adyaSvIna	adyaśvīna
agA	agā	aga	aga
agajA	agajā	agaja	agaja
agamyA	agamyā	agamya	agamya
agarBA	agarbhā	agarBa	agarbha
agniSAlA	agniśālā	agniSAla	agniśāla
agniSiKA	agniśikhā	agniSiKa	agniśikha
agnidIptA	agnidīptā	agnidIpta	agnidīpta
agnidevA	agnidevā	agnideva	agnideva
agnigarBA	agnigarbhā	agnigarBa	agnigarbha
agnihotrI	agnihotrī	agnihotrin	agnihotrin
agnijA	agnijā	agnija	agnija
agnijihvA	agnijihvā	agnijihva	agnijihva
agnijvAlA	agnijvālā	agnijvAla	agnijvāla
agnizWA	agniṣṭhā	agnizWa	agniṣṭha
agrA	agrā	agra	agra
agrajA	agrajā	agraja	agraja
agregA	agregā	agrega	agrega
agrimA	agrimā	agrima	agrima
agryA	agryā	agrya	agrya
ahahA	ahahā	ahaha	ahaha
ahiMsrA	ahiṃsrā	ahiMsra	ahiṃsra
ahicCattrA	ahicchattrā	ahicCattra	ahicchattra
ahipUtanA	ahipūtanā	ahipUtana	ahipūtana
ahitA	ahitā	ahita	ahita
ajA	ajā	aja	aja
ajakA	ajakā	ajaka	ajaka
ajamodA	ajamodā	ajamoda	ajamoda
ajapA	ajapā	ajapa	ajapa
ajaqA	ajaḍā	ajaqa	ajaḍa
ajarA	ajarā	ajara	ajara
ajayA	ajayā	ajaya	ajaya
ajirA	ajirā	ajira	ajira
akUpArA	akūpārā	akUpAra	akūpāra
akalkA	akalkā	akalka	akalka
akarA	akarā	akara	akara
akftA	akṛtā	akfta	akṛta
akrAntA	akrāntā	akrAnta	akrānta
akriyA	akriyā	akriya	akriya
aktA	aktā	akta	akta
akulA	akulā	akula	akula
akutrA	akutrā	akutra	akutra
akzamA	akṣamā	akzama	akṣama
akzapIqA	akṣapīḍā	akzapIqa	akṣapīḍa
akzarA	akṣarā	akzara	akṣara
akzatA	akṣatā	akzata	akṣata
akzayA	akṣayā	akzaya	akṣaya
akzoByA	akṣobhyā	akzoBya	akṣobhya
alAbukA	alābukā	alAbuka	alābuka
alIkA	alīkā	alIka	alīka
alagardA	alagardā	alagarda	alagarda
alakA	alakā	alaka	alaka
alambuzA	alambuṣā	alambuza	alambuṣa
alasA	alasā	alasa	alasa
alinI	alinī	alin	alin
alipriyA	alipriyā	alipriya	alipriya
alolA	alolā	alola	alola
alpapuzpakA	alpapuṣpakā	alpapuzpaka	alpapuṣpaka
amA	amā	ama	ama
amAputrA	amāputrā	amAputra	amāputra
amAvAsyA	amāvāsyā	amAvAsya	amāvāsya
amAyA	amāyā	amAya	amāya
amIvA	amīvā	amIva	amīva
amUlA	amūlā	amUla	amūla
amalA	amalā	amala	amala
amarA	amarā	amara	amara
ambA	ambā	amba	amba
ambazWA	ambaṣṭhā	ambazWa	ambaṣṭha
ambikA	ambikā	ambika	ambika
amburuhA	amburuhā	amburuha	amburuha
ambuvAhinI	ambuvāhinī	ambuvAhin	ambuvāhin
amftA	amṛtā	amfta	amṛta
amftaPalA	amṛtaphalā	amftaPala	amṛtaphala
amftapraBA	amṛtaprabhā	amftapraBa	amṛtaprabha
amftarasA	amṛtarasā	amftarasa	amṛtarasa
amftasamBavA	amṛtasambhavā	amftasamBava	amṛtasambhava
amftotpannA	amṛtotpannā	amftotpanna	amṛtotpanna
amlAninI	amlāninī	amlAnin	amlānin
amoGA	amoghā	amoGa	amogha
anA	anā	ana	ana
anAgA	anāgā	anAga	anāga
anAkrAntA	anākrāntā	anAkrAnta	anākrānta
anAsTA	anāsthā	anAsTa	anāstha
anISA	anīśā	anISa	anīśa
anIhA	anīhā	anIha	anīha
anUQA	anūḍhā	anUQa	anūḍha
anUkA	anūkā	anUka	anūka
anUnA	anūnā	anUna	anūna
anUnakA	anūnakā	anUnaka	anūnaka
anantA	anantā	ananta	ananta
anapatrapA	anapatrapā	anapatrapa	anapatrapa
anapekzA	anapekṣā	anapekza	anapekṣa
anasUyA	anasūyā	anasUya	anasūya
anavadyA	anavadyā	anavadya	anavadya
anavasTA	anavasthā	anavasTa	anavastha
anavasitA	anavasitā	anavasita	anavasita
anavekzA	anavekṣā	anavekza	anavekṣa
anicCA	anicchā	anicCa	aniccha
anidrA	anidrā	anidra	anidra
animizA	animiṣā	animiza	animiṣa
anirA	anirā	anira	anira
anizwA	aniṣṭā	anizwa	aniṣṭa
annajA	annajā	annaja	annaja
annapUrRA	annapūrṇā	annapUrRa	annapūrṇa
antaHpurikA	antaḥpurikā	antaHpurika	antaḥpurika
antaHsTA	antaḥsthā	antaHsTa	antaḥstha
antaHsattvA	antaḥsattvā	antaHsattva	antaḥsattva
antarA	antarā	antara	antara
antarvartinI	antarvartinī	antarvartin	antarvartin
antikA	antikā	antika	antika
anuBA	anubhā	anuBa	anubha
anuSayAnA	anuśayānā	anuSayAna	anuśayāna
anuSayI	anuśayī	anuSayin	anuśayin
anubanDI	anubandhī	anubanDin	anubandhin
anucarA	anucarā	anucara	anucara
anudA	anudā	anuda	anuda
anugA	anugā	anuga	anuga
anugItA	anugītā	anugIta	anugīta
anuhA	anuhā	anuha	anuha
anujA	anujā	anuja	anuja
anujAtA	anujātā	anujAta	anujāta
anukA	anukā	anuka	anuka
anukUlA	anukūlā	anukUla	anukūla
anulomA	anulomā	anuloma	anuloma
anunirvApyA	anunirvāpyā	anunirvApya	anunirvāpya
anupamA	anupamā	anupama	anupama
anuprasTA	anuprasthā	anuprasTa	anuprastha
anurADA	anurādhā	anurADa	anurādha
anutaptA	anutaptā	anutapta	anutapta
anuvAdinI	anuvādinī	anuvAdin	anuvādin
anuvAkyA	anuvākyā	anuvAkya	anuvākya
anuviDA	anuvidhā	anuviDa	anuvidha
anuvrajyA	anuvrajyā	anuvrajya	anuvrajya
anuzRA	anuṣṇā	anuzRa	anuṣṇa
anyA	anyā	anya	anya
apAdA	apādā	apAda	apāda
apAkA	apākā	apAka	apāka
apAlA	apālā	apAla	apāla
apaTA	apathā	apaTa	apatha
apacCAyA	apacchāyā	apacCAya	apacchāya
apagA	apagā	apaga	apaga
apahA	apahā	apaha	apaha
apamA	apamā	apama	apama
aparA	aparā	apara	apara
aparAjitA	aparājitā	aparAjita	aparājita
aparRA	aparṇā	aparRa	aparṇa
aparatA	aparatā	aparata	aparata
apasAritA	apasāritā	apasArita	apasārita
apasyA	apasyā	apasya	apasya
apatitA	apatitā	apatita	apatita
apattrA	apattrā	apattra	apattra
apatyadA	apatyadā	apatyada	apatyada
apavIRA	apavīṇā	apavIRa	apavīṇa
apekzitA	apekṣitā	apekzita	apekṣita
aprOQA	aprauḍhā	aprOQa	aprauḍha
aprajA	aprajā	apraja	apraja
aprasUtA	aprasūtā	aprasUta	aprasūta
apratiBA	apratibhā	apratiBa	apratibha
apratizWA	apratiṣṭhā	apratizWa	apratiṣṭha
aprattA	aprattā	apratta	apratta
apriyA	apriyā	apriya	apriya
apsujA	apsujā	apsuja	apsuja
apucCA	apucchā	apucCa	apuccha
apvA	apvā	apva	apva
arA	arā	ara	ara
arAlA	arālā	arAla	arāla
arDacandrA	ardhacandrā	arDacandra	ardhacandra
arDamAtrA	ardhamātrā	arDamAtra	ardhamātra
arDamAtrikA	ardhamātrikā	arDamAtrika	ardhamātrika
arDapAdA	ardhapādā	arDapAda	ardhapāda
arRA	arṇā	arRa	arṇa
arTakftyA	arthakṛtyā	arTakftya	arthakṛtya
arTitA	arthitā	arTita	arthita
araRyavAsinI	araṇyavāsinī	araRyavAsin	araṇyavāsin
araTI	arathī	araTin	arathin
arajA	arajā	araja	araja
araqA	araḍā	araqa	araḍa
ardanA	ardanā	ardana	ardana
arhaRA	arhaṇā	arhaRa	arhaṇa
arizwA	ariṣṭā	arizwa	ariṣṭa
arizwakA	ariṣṭakā	arizwaka	ariṣṭaka
arkamUlA	arkamūlā	arkamUla	arkamūla
arkapattrA	arkapattrā	arkapattra	arkapattra
arkasutA	arkasutā	arkasuta	arkasuta
arkatanayA	arkatanayā	arkatanaya	arkatanaya
arogA	arogā	aroga	aroga
aruRA	aruṇā	aruRa	aruṇa
aryA	aryā	arya	arya
arzaRI	arṣaṇī	arzaRin	arṣaṇin
asArA	asārā	asAra	asāra
asTA	asthā	asTa	astha
asUyA	asūyā	asUya	asūya
asaMbADA	asaṃbādhā	asaMbADa	asaṃbādha
asaMjYA	asaṃjñā	asaMjYa	asaṃjña
asanA	asanā	asana	asana
asapatnA	asapatnā	asapatna	asapatna
asitA	asitā	asita	asita
aspfhA	aspṛhā	aspfha	aspṛha
asrapA	asrapā	asrapa	asrapa
astA	astā	asta	asta
astrI	astrī	astrin	astrin
asurA	asurā	asura	asura
atandrI	atandrī	atandrin	atandrin
atiSaMsanA	atiśaṃsanā	atiSaMsana	atiśaṃsana
atiSvA	atiśvā	atiSva	atiśva
atibalA	atibalā	atibala	atibala
aticCattrA	aticchattrā	aticCattra	aticchattra
aticCattrakA	aticchattrakā	aticCattraka	aticchattraka
aticarA	aticarā	aticara	aticara
atigA	atigā	atiga	atiga
atikaTA	atikathā	atikaTa	atikatha
atilomaSA	atilomaśā	atilomaSa	atilomaśa
atimAnitA	atimānitā	atimAnita	atimānita
atinidrA	atinidrā	atinidra	atinidra
atiraktA	atiraktā	atirakta	atirakta
atirucirA	atirucirā	atirucira	atirucira
atitIvrA	atitīvrā	atitIvra	atitīvra
atitfzRA	atitṛṣṇā	atitfzRa	atitṛṣṇa
ativakrA	ativakrā	ativakra	ativakra
ativizA	ativiṣā	ativiza	ativiṣa
atrA	atrā	atra	atra
atvarA	atvarā	atvara	atvara
atyAyA	atyāyā	atyAya	atyāya
atyUhA	atyūhā	atyUha	atyūha
atyamlA	atyamlā	atyamla	atyamla
avAntaradIkzA	avāntaradīkṣā	avAntaradIkza	avāntaradīkṣa
avIrA	avīrā	avIra	avīra
avaDA	avadhā	avaDa	avadha
avaDIraRA	avadhīraṇā	avaDIraRa	avadhīraṇa
avaGozaRA	avaghoṣaṇā	avaGozaRa	avaghoṣaṇa
avaGrA	avaghrā	avaGra	avaghra
avaSA	avaśā	avaSa	avaśa
avaSI	avaśī	avaSin	avaśin
avaSyA	avaśyā	avaSya	avaśya
avacUqA	avacūḍā	avacUqa	avacūḍa
avahitTA	avahitthā	avahitTa	avahittha
avakA	avakā	avaka	avaka
avalIQA	avalīḍhā	avalIQa	avalīḍha
avaleKA	avalekhā	avaleKa	avalekha
avalokitA	avalokitā	avalokita	avalokita
avamA	avamā	avama	avama
avamAnitA	avamānitā	avamAnita	avamānita
avapIqanA	avapīḍanā	avapIqana	avapīḍana
avarA	avarā	avara	avara
avarajA	avarajā	avaraja	avaraja
avaroDikA	avarodhikā	avaroDika	avarodhika
avarzA	avarṣā	avarza	avarṣa
avasA	avasā	avasa	avasa
avasAdanA	avasādanā	avasAdana	avasādana
avasAraRA	avasāraṇā	avasAraRa	avasāraṇa
avasTA	avasthā	avasTa	avastha
avayA	avayā	avaya	avaya
avedyA	avedyā	avedya	avedya
avelA	avelā	avela	avela
aviGnA	avighnā	aviGna	avighna
aviSaNkA	aviśaṅkā	aviSaNka	aviśaṅka
aviSvAsA	aviśvāsā	aviSvAsa	aviśvāsa
aviTyA	avithyā	aviTya	avithya
avidyA	avidyā	avidya	avidya
avikA	avikā	avika	avika
avikriyA	avikriyā	avikriya	avikriya
avinDyA	avindhyā	avinDya	avindhya
avinItA	avinītā	avinIta	avinīta
avipriyA	avipriyā	avipriya	avipriya
avisaMvAditA	avisaṃvāditā	avisaMvAdita	avisaṃvādita
avizA	aviṣā	aviza	aviṣa
avyaNgA	avyaṅgā	avyaNga	avyaṅga
avyaTA	avyathā	avyaTa	avyatha
avyavasTA	avyavasthā	avyavasTa	avyavastha
awwA	aṭṭā	awwa	aṭṭa
ayA	ayā	aya	aya
ayaTA	ayathā	ayaTa	ayatha
ayaskIlA	ayaskīlā	ayaskIla	ayaskīla
ayoDyA	ayodhyā	ayoDya	ayodhya
azAQA	aṣāḍhā	azAQa	aṣāḍha
azWIlA	aṣṭhīlā	azWIla	aṣṭhīla
azwA	aṣṭā	azwa	aṣṭa
azwApadA	aṣṭāpadā	azwApada	aṣṭāpada
azwakA	aṣṭakā	azwaka	aṣṭaka
azwakyA	aṣṭakyā	azwakya	aṣṭakya
bABravyA	bābhravyā	bABravya	bābhravya
bADanA	bādhanā	bADana	bādhana
bARA	bāṇā	bARa	bāṇa
bARI	bāṇī	bARin	bāṇin
bAhukA	bāhukā	bAhuka	bāhuka
bAhyA	bāhyā	bAhya	bāhya
bAlA	bālā	bAla	bāla
bAlAvasTA	bālāvasthā	bAlAvasTa	bālāvastha
bAlacaryA	bālacaryā	bAlacarya	bālacarya
bAlakapriyA	bālakapriyā	bAlakapriya	bālakapriya
bAzpI	bāṣpī	bAzpin	bāṣpin
bAzpakA	bāṣpakā	bAzpaka	bāṣpaka
bIBatsA	bībhatsā	bIBatsa	bībhatsa
bIjA	bījā	bIja	bīja
baRqA	baṇḍā	baRqa	baṇḍa
badDaSiKA	baddhaśikhā	badDaSiKa	baddhaśikha
badarA	badarā	badara	badara
badarIcCadA	badarīcchadā	badarIcCada	badarīcchada
bahalA	bahalā	bahala	bahala
bahalaganDA	bahalagandhā	bahalaganDa	bahalagandha
bahirlambA	bahirlambā	bahirlamba	bahirlamba
bahizkriyA	bahiṣkriyā	bahizkriya	bahiṣkriya
bahuBujA	bahubhujā	bahuBuja	bahubhuja
bahuPalA	bahuphalā	bahuPala	bahuphala
bahuSiKA	bahuśikhā	bahuSiKa	bahuśikha
bahubIjA	bahubījā	bahubIja	bahubīja
bahudevatA	bahudevatā	bahudevata	bahudevata
bahudugDA	bahudugdhā	bahudugDa	bahudugdha
bahuganDA	bahugandhā	bahuganDa	bahugandha
bahukaRwakA	bahukaṇṭakā	bahukaRwaka	bahukaṇṭaka
bahulA	bahulā	bahula	bahula
bahulaganDA	bahulagandhā	bahulaganDa	bahulagandha
bahumUlA	bahumūlā	bahumUla	bahumūla
bahuparRA	bahuparṇā	bahuparRa	bahuparṇa
bahupattrA	bahupattrā	bahupattra	bahupattra
bahurUpA	bahurūpā	bahurUpa	bahurūpa
bahurasA	bahurasā	bahurasa	bahurasa
bahusutA	bahusutā	bahusuta	bahusuta
bahutrA	bahutrā	bahutra	bahutra
bahuvIryA	bahuvīryā	bahuvIrya	bahuvīrya
bahuvistIrRA	bahuvistīrṇā	bahuvistIrRa	bahuvistīrṇa
bahvapatyA	bahvapatyā	bahvapatya	bahvapatya
bakulA	bakulā	bakula	bakula
balA	balā	bala	bala
balAkA	balākā	balAka	balāka
balaBadrA	balabhadrā	balaBadra	balabhadra
baladA	baladā	balada	balada
baladevAhnikA	baladevāhnikā	baladevAhnika	baladevāhnika
balaguptA	balaguptā	balagupta	balagupta
balajA	balajā	balaja	balaja
balasenA	balasenā	balasena	balasena
balavarDinI	balavardhinī	balavarDin	balavardhin
balikA	balikā	balika	balika
balinI	balinī	balin	balin
balyA	balyā	balya	balya
banDudattA	bandhudattā	banDudatta	bandhudatta
banDukA	bandhukā	banDuka	bandhuka
banDukI	bandhukī	banDukin	bandhukin
banDurA	bandhurā	banDura	bandhura
bandI	bandī	bandin	bandin
barbarA	barbarā	barbara	barbara
barbarI	barbarī	barbarin	barbarin
barhaRA	barhaṇā	barhaRa	barhaṇa
barhiDvajA	barhidhvajā	barhiDvaja	barhidhvaja
barhiHzWA	barhiḥṣṭhā	barhiHzWa	barhiḥṣṭha
bfMhitA	bṛṃhitā	bfMhita	bṛṃhita
bfhadBAsA	bṛhadbhāsā	bfhadBAsa	bṛhadbhāsa
bfhaddivA	bṛhaddivā	bfhaddiva	bṛhaddiva
bfhadraTA	bṛhadrathā	bfhadraTa	bṛhadratha
bfhatPalA	bṛhatphalā	bfhatPala	bṛhatphala
bfhatpattrA	bṛhatpattrā	bfhatpattra	bṛhatpattra
bfhatsenA	bṛhatsenā	bfhatsena	bṛhatsena
bilvA	bilvā	bilva	bilva
bimbA	bimbā	bimba	bimba
biqAlA	biḍālā	biqAla	biḍāla
bizkalA	biṣkalā	bizkala	biṣkala
boDAyanIyA	bodhāyanīyā	boDAyanIya	bodhāyanīya
brAhmaRAcCaMsIyA	brāhmaṇācchaṃsīyā	brAhmaRAcCaMsIya	brāhmaṇācchaṃsīya
brAhmaRikA	brāhmaṇikā	brAhmaRika	brāhmaṇika
brAhmyA	brāhmyā	brAhmya	brāhmya
brahmAsanA	brahmāsanā	brahmAsana	brahmāsana
brahmI	brahmī	brahmin	brahmin
brahmaGAtinI	brahmaghātinī	brahmaGAtin	brahmaghātin
brahmaRyA	brahmaṇyā	brahmaRya	brahmaṇya
brahmadaRqI	brahmadaṇḍī	brahmadaRqin	brahmadaṇḍin
brahmagarBA	brahmagarbhā	brahmagarBa	brahmagarbha
brahmakanyakA	brahmakanyakā	brahmakanyaka	brahmakanyaka
brahmasutA	brahmasutā	brahmasuta	brahmasuta
brahmavfndA	brahmavṛndā	brahmavfnda	brahmavṛnda
brahmizWA	brahmiṣṭhā	brahmizWa	brahmiṣṭha
brahmodyA	brahmodyā	brahmodya	brahmodya
buDA	budhā	buDa	budha
budDarakzitA	buddharakṣitā	budDarakzita	buddharakṣita
budbudA	budbudā	budbuda	budbuda
busA	busā	busa	busa
cAmarA	cāmarā	cAmara	cāmara
cAmarikA	cāmarikā	cAmarika	cāmarika
cAmuRqA	cāmuṇḍā	cAmuRqa	cāmuṇḍa
cArI	cārī	cArin	cārin
cArikA	cārikā	cArika	cārika
cAritrA	cāritrā	cAritra	cāritra
