slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
upamAnatA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
upaniveSa		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
upapOrika		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
upapannatva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
uparizwAdbahatI		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
upaskAra		1	1	3	6	1	1	0.1667	0	0	0	R0_grounding_not_computed
upatapant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
upavAhya		2	2	5	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
upaveSa		3	3	9	5	0	0	0.0000	0	0	0	R2_no_wordsem_tag
upekzaRa		1	1	2	10	0	0	0.0000	0	0	0	R2_no_wordsem_tag
upozya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
uqqIyana		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
uragasTAna		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
uromaRqalin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
urukft		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
utTAyitva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
utkarzaka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
utkarzita		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
utpAraRa		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
utpalAkzI		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
uttarAyaRacakra		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
uttarajyA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
uttarakuru		1	0	0	17	0	0	0.0000	0	0	0	R2_no_wordsem_tag
uzAkala		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
uzIra		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
uzRAsaha		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
uzRagu		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
uzmAyaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vAHsadana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vAcAvirudDa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vAcCalya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vAcyaliNgaka		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vAdyaBARqa		1	1	6		0	0		0	0	0	R1_lemma_absent_from_dcs
vAhaka		5	5	9	24	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vAjaBarman		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vAjaBojin		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vAjapeyaka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vAjimeDa		1	1	6	41	1	1	0.0244	0	0	0	R0_grounding_not_computed
vAjineya		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vAlaDAna		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vAlaDipriya		2	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vAlukApraBA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vAmadevya		3	3	29	49	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vArAhIputra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vArasundarI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vArdDakzatri		1	1	3	5	1	5	1.0000	0	0	0	R0_grounding_not_computed
vAri	1	3	3	36	741	8	160	0.2159	0	0	0	R0_grounding_not_computed
vArkeRI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vArtaka		2	2	4		0	0		0	0	0	R1_lemma_absent_from_dcs
vArttikendra		1	0	0	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vArya	2	2	2	29	77	3	10	0.1299	0	0	0	R0_grounding_not_computed
vAryupajIvin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vAsuki		2	2	57	169	1	29	0.1716	0	0	0	R0_grounding_not_computed
vAsupUjya		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vAtAsaha		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
vAtagulma		2	2	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vAtarUpA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vAtyA		1	1	25	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vAwya	2	1	1	3	8	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vESezika		6	6	34	39	3	5	0.1282	0	0	0	R0_grounding_not_computed
vESravaRAlaya		2	2	2	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vESravaRAvAsa		1	1	2	0	1	1		0	0	0	R0_grounding_not_computed
vEhArika		1	1	1	3	1	1	0.3333	0	0	0	R0_grounding_not_computed
vEpArzRi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vEraMkara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vEramaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vEriYcya		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vEtrakIyavana		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
vEyAGrapadI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vEzRuvAruRa		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vIraSayyA		2	2	8	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vIramukundadeva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vIraprajAvatI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vIravyUha		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vaMSanATa		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vaRigjana		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
vaRikkarman		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vaTsara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vaW		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vahnikumAra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vajrAmbujA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vajraSuci		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
vajrapraBa		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vajraraTa		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
vakretara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
valana	2	1	0	0	8	0	0	0.0000	0	0	0	R2_no_wordsem_tag
valgulI		1	1	4	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
valk		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vanaja		5	5	18	14	5	6	0.4286	0	0	0	R0_grounding_not_computed
vanakrakza		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vanatikta		2	2	5	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vanda		1	0	0	1	1	1	1.0000	0	0	0	R0_grounding_not_computed
vapraka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
varANga	1	3	3	18	32	3	5	0.1562	0	0	0	R0_grounding_not_computed
varARa		2	2	3		0	0		0	0	0	R1_lemma_absent_from_dcs
varDaki		1	1	10	13	1	2	0.1538	0	0	0	R0_grounding_not_computed
varRaleKikA		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
varRay		4	4	175	291	2	16	0.0550	0	0	0	R0_grounding_not_computed
varRi		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
varRya	1	2	2	5	55	1	9	0.1636	0	0	0	R0_grounding_not_computed
varakAzWakA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
varasraj		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
varastrI		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
varavAhlIka		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
vargIya		1	1	7		0	0		0	0	0	R1_lemma_absent_from_dcs
vargin		1	1	2	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vargya		1	1	6	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
varmaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
varmaka		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vartitA		1	1	1	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vartitva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
varzABU		7	7	29	77	3	23	0.2987	0	0	0	R0_grounding_not_computed
varzOGa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
varzamedas		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vasantamAlikA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vasizWasaMhitA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vastavya		2	2	32		0	0		0	0	0	R1_lemma_absent_from_dcs
vasumanas		1	1	8	26	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vasuruci		1	1	2	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vatsIputra		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
vatsIya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vatsaSAlA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vawAku		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vedabrahmacarya		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vedaniDi		1	1	2	2	1	1	0.5000	0	0	0	R0_grounding_not_computed
vedas	1	1	1	1	74	2	8	0.1081	0	0	0	R0_grounding_not_computed
vepa		2	2	3	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vetragrahaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vfDu		1	1	1	0	1	1		0	0	0	R0_grounding_not_computed
vfdDaSarman		1	1	6	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vfdDagaNgADara		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vfdDaprapitAmaha		1	1	3	0	0	0		0	0	0	R2_no_wordsem_tag
vfdDasuSruta		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vfj		1	1	1	152	2	2	0.0132	0	0	0	R0_grounding_not_computed
vfkkaka		1	1	1	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vfkzAyurveda		1	1	7	0	0	0		0	0	0	R2_no_wordsem_tag
vfkzacCAya		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vfkzaruhA		1	1	3	8	1	1	0.1250	0	0	0	R0_grounding_not_computed
vfkzavAsyaniketa		1	1	3	0	0	0		0	0	0	R2_no_wordsem_tag
vftraSatru		1	1	5	6	1	4	0.6667	0	0	0	R0_grounding_not_computed
vfttAkzepa		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
viBI		1	1	2	9	1	1	0.1111	0	0	0	R0_grounding_not_computed
viBUticandra		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viBettar		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viBinduka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viBinnadarSin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viBraMSin		2	2	4	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
viDAtavya		5	5	22		0	0		0	0	0	R1_lemma_absent_from_dcs
viDeya		6	6	59	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
viDi	2	1	1	2	2828	22	364	0.1287	0	0	0	R0_grounding_not_computed
viDidarSin		1	1	1	0	0	0		0	0	0	R2_no_wordsem_tag
viGana	1	2	2	11	4	2	2	0.5000	0	0	0	R0_grounding_not_computed
viSezaRIkar		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viSezavant		4	4	7		0	0		0	0	0	R1_lemma_absent_from_dcs
viSokadeva		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvAmfta		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvAsa		1	1	66	182	2	8	0.0440	0	0	0	R0_grounding_not_computed
viSvAvawva		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvaSarDas		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvalocana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvanAman		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvasOBaga		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvasena		2	2	2		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvasfzwi		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viSvavyApin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
viWa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vicayana		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
vidAraka		4	4	15	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vidaTya		1	1	10	10	1	1	0.1000	0	0	0	R0_grounding_not_computed
vidyADaratva		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
vihAyas	1	1	1	15	106	6	21	0.1981	0	0	0	R0_grounding_not_computed
vijYAnakevala		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vijara		3	3	5	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vijawa		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vijayatIrTa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vijetar		1	1	11		0	0		0	0	0	R1_lemma_absent_from_dcs
vikasvarUpa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vikeSa		5	5	14	12	2	2	0.1667	0	0	0	R0_grounding_not_computed
vikramaSakti		1	1	9	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vikramin		3	3	8	5	1	1	0.2000	0	0	0	R0_grounding_not_computed
vilAsaSIla		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vilAta		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vilakzaRa		2	2	54	47	1	1	0.0213	0	0	0	R0_grounding_not_computed
vilayana		2	2	5	9	1	2	0.2222	0	0	0	R0_grounding_not_computed
vimAna	1	8	8	96	586	5	61	0.1041	0	0	0	R0_grounding_not_computed
vimalAtman		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vimita		1	0	0	6	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vimukta		2	1	1	3	2	2	0.6667	0	0	0	R0_grounding_not_computed
vinABAvin		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vinamraka		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vinayagrAhin		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vinayin		1	1	9	0	0	0		0	0	0	R2_no_wordsem_tag
vinemidaSana		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vinipAtin		1	1	1	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vinodavant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vipratA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
viqGAta		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
virAtra		1	1	3	7	0	0	0.0000	0	0	0	R2_no_wordsem_tag
virAwpUrvA		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
viruda		1	1	12	0	1	1		0	0	0	R0_grounding_not_computed
virudamaRimAlA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vistIrRa		1	0	0	4	1	1	0.2500	0	0	0	R0_grounding_not_computed
vitAnamUlaka		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vitaram		1	1	8	9	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vitfza		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vituzwa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vitvakzaRa		1	1	2	0	0	0		0	0	0	R2_no_wordsem_tag
vivarzaRa		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vivecana		5	5	18	21	1	1	0.0476	0	0	0	R0_grounding_not_computed
viwikaRWIrava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vizRuvant		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vizaha	2	2	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vizalatA		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vizayatAvAda		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vizyandaka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vollAsaka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vraRaketuGnI		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vraj		6	6	440	1080	14	131	0.1213	0	0	0	R0_grounding_not_computed
vrataDAraRa		1	1	5		0	0		0	0	0	R1_lemma_absent_from_dcs
vyAjastuti		1	1	3	3	0	0	0.0000	0	0	0	R2_no_wordsem_tag
vyAptimant		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
vyaTi		1	0	0	2	1	2	1.0000	0	0	0	R0_grounding_not_computed
vyaYjaka		2	2	18	33	1	7	0.2121	0	0	0	R0_grounding_not_computed
vyaYjanika		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
vyapaneya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vyapeta		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vyarka		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vyavasTita		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vyavaseya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
vyaya		7	7	120	216	4	18	0.0833	0	0	0	R0_grounding_not_computed
vyutkramaM		2	2	11		0	0		0	0	0	R1_lemma_absent_from_dcs
yABa		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
yAdonATa		1	1	4	1	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yAmanemi		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
yAmin		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
yAnapAtra		1	1	13	27	1	5	0.1852	0	0	0	R0_grounding_not_computed
yAvana	1	2	2	4	5	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yUnarvan		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yaTABakzitam		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yaTADizRyam		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
yaTAkanizWam		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yaTAmnAyam		1	1	4	4	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yaTAsanam		1	1	5	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yaTAyUTam		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yajYamahotsava		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yajYapArSva		1	1	10		0	0		0	0	0	R1_lemma_absent_from_dcs
yajYatantrasuDAniDi		1	1	2		0	0		0	0	0	R1_lemma_absent_from_dcs
yajana		3	3	12	83	1	1	0.0120	0	0	0	R0_grounding_not_computed
yakft		1	1	31	114	1	39	0.3421	0	0	0	R0_grounding_not_computed
yamadEvata		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yamunAzwapadI		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yant		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yati	3	3	3	23	301	2	27	0.0897	0	0	0	R0_grounding_not_computed
yavasAd		1	1	2	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yavatiktA		1	1	4	9	1	2	0.2222	0	0	0	R0_grounding_not_computed
yoDika		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
yoganilaya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yogapadaka		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
yogasUtra		1	1	8		0	0		0	0	0	R1_lemma_absent_from_dcs
yonimudrA		1	1	2	19	0	0	0.0000	0	0	0	R2_no_wordsem_tag
yuDya		1	0	0		0	0		0	0	0	R1_lemma_absent_from_dcs
yudDa		2	2	49	2507	9	219	0.0874	0	0	0	R0_grounding_not_computed
yugamAtra	2	1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
yugorasya		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
yuvAku		1	1	9	10	1	1	0.1000	0	0	0	R0_grounding_not_computed
zAtvaRatvika		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
zaRQitA		1	1	1		0	0		0	0	0	R1_lemma_absent_from_dcs
zaqaNgajit		1	1	3		0	0		0	0	0	R1_lemma_absent_from_dcs
zaqvaktra		1	1	6	2	0	0	0.0000	0	0	0	R2_no_wordsem_tag
zaww		1	1	4		0	0		0	0	0	R1_lemma_absent_from_dcs
