pwg_abbrev	citations	share_pct	status	dcs_text	dcs_tokens	tuple_comparable	scheme_verified	pwgbib_source_name
SAṂKṢIPTAS	211	0.0285	DCS-LACKS					? [Cologne Addition]
PADAPĀṬHA PADAP	207	0.0280	DCS-LACKS					
LIA. II,	207	0.0280	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
VAIJ	204	0.0276	DCS-LACKS					VAIJAYANTĪ, ein Wörterbuch. Excerpte daraus, angeführt in den Scholien zu KIR. und ŚIŚ., verdanken wir Professor STENZLE
VYĀḌI	203	0.0275	DCS-LACKS					? [Cologne Addition]
LA. (III)	202	0.0273	DCS-LACKS					LASSEN'S Anthologie (GILD. Bibl. 48).
VET. IN LA	197	0.0266	DCS-HAS-UNMAPPED	Vetālapañcaviṃśatikā	814	no		VETĀLAPAÑCAVIṂŚATI in LASSEN'S Anthologie (LA).
ŚR	197	0.0266	DCS-LACKS					? [Cologne Addition]
Z. F. D. K. D. M	193	0.0261	DCS-LACKS					? [Cologne Addition]
BENFEY	191	0.0258	DCS-LACKS					? [Cologne Addition]
COLEBR	189	0.0256	DCS-LACKS					? [Cologne Addition]
NOTICES OF SKT. MSS	189	0.0256	DCS-LACKS					
KĀLACAKRA	187	0.0253	DCS-LACKS					? [Cologne Addition]
UṆĀDIVṚ	187	0.0253	DCS-LACKS					? [Cologne Addition]
WISE	183	0.0247	DCS-HAS-UNMAPPED	Commentary on the Kādambarīsvīkaraṇasūtramañjarī	1902	no		Commentary on the Hindu System of Medicine, by T. A. WISE, M. D. Calcutta 1845. 8º.
JAIM	183	0.0247	DCS-HAS-UNMAPPED	Jaiminigṛhyasūtra	7109	yes		JAIMINI (The Aphorisms of the Mímánsá Philosophy by Yai- mini. With extracts from the commentaries. Allahabad. 1851. In 
GOLĀDHY	181	0.0245	DCS-LACKS					? [Cologne Addition]
LOIS	172	0.0233	DCS-LACKS					LOISELEUR DESLONGCHAMPS.
DEV	172	0.0233	DCS-HAS-UNMAPPED	Devīmāhātmya	192	yes		DEVĪMĀHĀTMYA, ed. POLEY (GILD. Bibl. 130).
BRAHMA-P. IN LA. (III)	165	0.0223	DCS-LACKS					BRAHMAPURĀṆA in LASSEN'S Anthologie (GILD. Bibl. 48).
VERZ. D. CAMBR. H	165	0.0223	DCS-LACKS					
MED. Ṭ	163	0.0220	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
LA. (II)	162	0.0219	DCS-LACKS					LASSEN'S Anthologie (GILD. Bibl. 48).
ṚV. ANUKR	161	0.0218	DCS-HAS-UNMAPPED	Ṛgveda	169972	yes		ṚGVEDA. Es wird nach Maṇḍala, Sūkta und Ṛc citirt. ROSEN zu ṚV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber 
VIŚVA A. A. O	161	0.0218	DCS-LACKS					? [Cologne Addition]
KṢITĪŚ	160	0.0216	DCS-LACKS					? [Cologne Addition]
NALOD	158	0.0214	DCS-LACKS					? [Cologne Addition]
SADDH. P	155	0.0210	DCS-LACKS					? [Cologne Addition]
LIA	153	0.0207	DCS-LACKS					LASSEN'S Indische Alterthumskunde.
CHĀND. UP. S	153	0.0207	DCS-HAS-UNMAPPED	Chāndogyopaniṣad	15905	yes		CHĀNDOGYOPANIṢAD, nach der Ausgabe von RÖER in der Bibliotheca indica.
RĀYAM	152	0.0206	DCS-LACKS					RĀYAMUKUṬA, ein Commentator des AMARAKOṢA; nach An- führungen im ŚKDR.
GAUḌAP	151	0.0204	DCS-LACKS					GAUḌAPĀDA, ein Scholiast zu SĀM̃KHYAK.
VET. IN LA. (II)	151	0.0204	DCS-HAS-UNMAPPED	Vetālapañcaviṃśatikā	814	no		VETĀLAPAÑCAVIṂŚATI in LASSEN'S Anthologie (LA).
BHARATA	149	0.0201	DCS-LACKS					? [Cologne Addition]
ŚIKṢĀ	149	0.0201	DCS-LACKS					? [Cologne Addition]
ĀPAST	149	0.0201	DCS-HAS-UNMAPPED	Āpastambaśrautasūtra	33857	yes		ĀPASTAMBA.
GṚHYASAṂGR	149	0.0201	DCS-LACKS					GṚHYASAM̃GRAHAPARIŚIṢTA, 2 Prapāṭhaka von 106 und 103 Versen; vgl. ROTH, Zur L. u. G. d. W. S. 120. Hdschr.
MACK. COLL. I,	149	0.0201	DCS-LACKS					MACK. Coll.? [Cologne Addition]
MED. S	148	0.0200	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
WEBER	144	0.0195	DCS-LACKS					? [Cologne Addition]
HIT. II,	144	0.0195	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
NṚS. TĀP. UP	144	0.0195	DCS-LACKS					NṚSIṂHATĀPANĪYOPANIṢAD ? [Cologne Addition]
AIT. UP	142	0.0192	DCS-HAS-UNMAPPED	Aitareyabrāhmaṇa	55243	yes		AITAREYOPANIṢAD, nach der Ausgabe von RÖER in der Bi- bliotheca indica.
MED. D	142	0.0192	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
BHŪRIPR	141	0.0191	DCS-LACKS					BHŪRIPRAYOGA, ein Wörterbuch; nach Anführungen im ŚKDR.
AV. PARIŚ	141	0.0191	DCS-LACKS					PARIŚIṢṬA des ATHARVAVEDA.
LAGHUJ	141	0.0191	DCS-LACKS					VARĀHAMIHIRA'S LAGHUJĀTAKA.
TAITT. PRĀT	140	0.0189	DCS-LACKS					PRĀTIŚĀKHYA zur TAITTIRĪYASAM̃HITĀ. S. ROTH in der Einl. z. NIR. S. XLVII.
KĀŚĪKH	140	0.0189	DCS-LACKS					KĀŚĪKHAṆḌA, nach Anführungen in AUFRECHT'S Index zum HALĀYUDHA.
VĀMANA	139	0.0188	DCS-LACKS					? [Cologne Addition]
BHAR. NĀṬYAŚ	139	0.0188	DCS-LACKS					BHARATA, ein Autor über Schauspielkunst, verschieden vom Scholiasten zum AK. (dieser nach Anführungen im ŚKDR.).
MED. V	136	0.0184	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
DVIRŪPAK	134	0.0181	DCS-LACKS					DVIRŪPAKOṢA, eine Sammlung von Wörtern, die in Bezug auf die Orthographie in doppelter Gestalt erscheinen; nach Anfüh- r
MED. Ṣ	133	0.0180	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
MED. M	132	0.0178	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
AUṢ	129	0.0174	DCS-LACKS					
BRAHMA-P. IN LA	128	0.0173	DCS-LACKS					BRAHMAPURĀṆA in LASSEN'S Anthologie (GILD. Bibl. 48).
SPR. (II) (I)	128	0.0173	DCS-LACKS					
ŚĀNT	127	0.0172	DCS-LACKS					ŚĀNTANĀCĀRYA'S PHIṬSŪTRĀṆI in BÖHTLINGK, Ein erster Versuch über den Accent im Sanskrit. St. Petersburg 1843. Besonderer
MED. G	124	0.0168	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
STENZLER	124	0.0168	DCS-LACKS					? [Cologne Addition]
ŚUK	123	0.0166	DCS-HAS-UNMAPPED	Śukasaptati	9678	yes		ŚUKASAPTATI in LASSEN'S Anthologie (GILD. Bibl. 48).
CĀṆ	123	0.0166	DCS-LACKS					CĀṆAKYA in HAEB. Chrest. S. 312--322.
PAÑCAT. V,	123	0.0166	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
HARIV. LANGL. I,	123	0.0166	DCS-HAS-UNMAPPED	Harivaṃśa	85975	yes		HARIVAṂŚA im 4ten Bande des MBH. Aus diesem Werke haben wir die Nomina propria mit Benutzung des Index in der LANGLOIS'-
NYĀYAS	123	0.0166	DCS-LACKS					? [Cologne Addition]
MATSYA-P	122	0.0165	DCS-HAS-UNMAPPED	Matsyapurāṇa	122842	yes		MATSYAPURĀṆA.
WILSON, SĀṂKHYAK. S	122	0.0165	DCS-HAS-UNMAPPED	Sāṃkhyakārikābhāṣya	9994	no		SĀṂKHYAKĀRIKĀ, ed. WILSON (GILD. Bibl. 271), mit Benutzung des Index in LASSEN'S Ausgabe (GILD. Bibl. 270). [Cologne Add
TITHYĀDIT	120	0.0162	DCS-LACKS					TITHYĀDITATTVA; nach Anführungen im ŚKDR.
BĀLAB	117	0.0158	DCS-LACKS					BĀLABODHANĪ in WINDISCHMANN'S Sancara (GILD. Bibl. 275).
BRAHMAVAIV. P	117	0.0158	DCS-LACKS					BRAHMAVAIVARTAPURĀṆA? [Cologne Addition]
WEST	116	0.0157	DCS-LACKS					WESTERGAARD'S Radices (GILD. Bibl. 42).
MED. DH	116	0.0157	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
AṢṬĀV	115	0.0156	DCS-LACKS					? [Cologne Addition]
IND. ST. I,	114	0.0154	DCS-LACKS					
DURGA	114	0.0154	DCS-LACKS					? [Cologne Addition]
BRAHMA-P	111	0.0150	DCS-LACKS					BRAHMAPURĀṆA in LASSEN'S Anthologie (GILD. Bibl. 48).
MACK. COLL	109	0.0147	DCS-LACKS					MACK. Coll.? [Cologne Addition]
RAGH. ED. CALC	108	0.0146	DCS-LACKS					RAGHUVAṂŚA, ed. STENZLER (GILD. Bibl. 134).
HAEB. ANTH	106	0.0143	DCS-LACKS					? [Cologne Addition]
VIE DE HIOUEN-THSANG	105	0.0142	DCS-LACKS					
ŚṚṄGĀRAT	104	0.0141	DCS-LACKS					ŚṚṄGĀRATILAKA, ed. GILDEMEISTER (GILD. Bibl. 151).
SV. I,	103	0.0139	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
WILSON, SEL. WORKS II,	103	0.0139	DCS-LACKS					
ŚUK. IN LA. (III)	100	0.0135	DCS-HAS-UNMAPPED	Śukasaptati	9678	yes		ŚUKASAPTATI in LASSEN'S Anthologie (GILD. Bibl. 48).
SKANDA-P	99	0.0134	DCS-HAS-UNMAPPED	Skandapurāṇa (Revākhaṇḍa)	113333	no		SKANDAPURĀṆA.
KĀLIKĀ-P	97	0.0131	DCS-HAS-UNMAPPED	Kālikāpurāṇa	4093	yes		KĀLIKĀPURĀṆA, nach Anführungen im ŚKDR.
HIT. III,	97	0.0131	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
DHANV	97	0.0131	DCS-LACKS					? [Cologne Addition]
MED. Ś	94	0.0127	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
SVĀMIN	94	0.0127	DCS-LACKS					? [Cologne Addition]
DHŪRTAS. IN LA	93	0.0126	DCS-LACKS					DHŪRTASAMĀGAMA in LASSEN'S Anthologie (GILD. Bibl. 48).
PRĀYAŚCITTEND	93	0.0126	DCS-LACKS					? [Cologne Addition]
RAMĀN	92	0.0124	DCS-LACKS					RAMĀNĀTHA, ein Commentator des AMARAKOṢA; nach An- führungen im ŚKDR.
VARĀH. LAGHUJ	91	0.0123	DCS-LACKS					VARĀHAMIHIRA'S LAGHUJĀTAKA. [Cologne Addition]
RĀJAV	89	0.0120	DCS-LACKS					RĀJAVALLABHA, nach Anführungen im ŚKDR.
MUDRĀR	89	0.0120	DCS-LACKS					MUDRĀRĀKṢASA, ed. Calc. (GILD. Bibl. 213).
SPR (II)	89	0.0120	DCS-LACKS					
MED. J	88	0.0119	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
VERZ. D. TÜB. H	87	0.0118	DCS-LACKS					
SĀMAVIDH. BR	86	0.0116	DCS-LACKS					? [Cologne Addition]
N. (BOPP)	85	0.0115	DCS-LACKS					? [Cologne Addition]
RATNĀV	85	0.0115	DCS-LACKS					RATNĀVALĪ, ed. Calc. (GILD. Bibl. 214).
SPR (I)	85	0.0115	DCS-LACKS					
VṚDDHA-CĀṆ	83	0.0112	DCS-LACKS					VṚDDHACĀṆAKYA ? [Cologne Addition]
MED. P	83	0.0112	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
SV	80	0.0108	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
VEDĀNTAS	80	0.0108	DCS-LACKS					VEDĀNTASĀRA, ed. Calc. (Gild. Bibl. 279).
REINAUD, MÉM. SUR LʼINDE	79	0.0107	DCS-LACKS					
PAÑCAT. IV,	77	0.0104	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
ST	76	0.0103	DCS-LACKS					STENZLER.
TBR. COMM	76	0.0103	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYABRĀHMAṆA.
HAUGHTON	76	0.0103	DCS-LACKS					A Dictionary Bengali and Sanskrit, explained in English.
MED. Ḍ	75	0.0101	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
HIT. ED. JOHNS	75	0.0101	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
HIT. IV,	74	0.0100	DCS-HAS-UNMAPPED	Hitopadeśa	25040	yes		HITOPADEŚA, ed. SCHLEGEL und LASSEN (GILD. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arab
MED. TH	74	0.0100	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
ŚIVA-P	74	0.0100	DCS-HAS-UNMAPPED	Śivapurāṇa	827	no		ŚIVAPURĀṆA ? [Cologne Addition]
TAITT. BR	71	0.0096	DCS-HAS-UNMAPPED	Taittirīyasaṃhitā	47989	yes		TAITTIRĪYABRĀHMAṆA.
DĀYABH	71	0.0096	DCS-LACKS					DĀYABHĀGA, ed. Calc. 1829 (GILD. Bibl. 344).
MED. H	71	0.0096	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
KENOP	69	0.0093	DCS-LACKS					KENOPANIṢAD in der Bibliotheca indica.
KERN	69	0.0093	DCS-LACKS					? [Cologne Addition]
HĀLA	69	0.0093	DCS-LACKS					? [Cologne Addition]
PAÑCAT ED. ORN	67	0.0091	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
VERZ. D. OXF. H. B, NO	66	0.0089	DCS-LACKS					
BṚH. S	66	0.0089	DCS-LACKS					? [Cologne Addition]
MATSYOP	65	0.0088	DCS-LACKS					MATSYOPĀKHYĀNA, ed. BOPP (GILD. Bibl. 106).
TROYER	65	0.0088	DCS-LACKS					? [Cologne Addition]
DEVĪ-P	65	0.0088	DCS-LACKS					DEVĪPURĀṆA; nach Anführungen im ŚKDR.
GĀRUḌA-P	65	0.0088	DCS-LACKS					GĀRUḌA-PURĀṆA ? [Cologne Addition]
WIND. SANCARA	64	0.0087	DCS-LACKS					FRID. H. H. WINDISCHMANNI Sancara sive de theo- logumenis Vedanticorum. Bonnae 1833. [Cologne Addition]
SIDDHĀNTAŚIR	63	0.0085	DCS-LACKS					SIDDHĀNTAŚIROMAṆI, nach Anführungen im ŚKDR.
KĀTY	62	0.0084	DCS-HAS-UNMAPPED	Kātyāyanasmṛti	14317	yes		KĀTYĀYANA.
AS. RES. III,	62	0.0084	DCS-LACKS					
GHAṬ	62	0.0084	DCS-LACKS					GHAṬAKARPARA, ed. Calc. (GILD. Bibl. 162).
GṚHYAS	62	0.0084	DCS-LACKS					? [Cologne Addition]
ADBH. BR	61	0.0082	DCS-LACKS					ADBHUTABRĀHMAṆA.
RĀJAN. EBEND	61	0.0082	DCS-LACKS					RĀJANIRGHAṆṬA, ein medicinisches Wörterbuch; nach An- führungen im ŚKDR.
HAUGHT	61	0.0082	DCS-LACKS					? [Cologne Addition]
VERZ. D. PET. H. NO	60	0.0081	DCS-LACKS					
PAÑCAT I,	60	0.0081	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
MED. BH	60	0.0081	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
EKĀKṢARAK	60	0.0081	DCS-LACKS					? [Cologne Addition]
SPR. (I)	60	0.0081	DCS-LACKS					
SV. II,	59	0.0080	DCS-LACKS					SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar versehen von THEODOR BENFEY. Leipzig 1848. 
LASSEN	59	0.0080	DCS-LACKS					? [Cologne Addition]
AUFRECHT, HALĀY. IND	59	0.0080	DCS-LACKS					? [Cologne Addition]
ĪŚOP	58	0.0078	DCS-LACKS					ĪŚOPANIṢAD in der Bibliotheca indica.
MOLESW	58	0.0078	DCS-LACKS					A Dictionary Murathee and English by YAMES T. MOLESWORTH. Bombay 1831. 4º.
KÖPPEN I,	58	0.0078	DCS-LACKS					? [Cologne Addition]
COLEBR. MISC. ESS III,	57	0.0077	DCS-LACKS					? [Cologne Addition]
BOMB. AUSGG	57	0.0077	DCS-LACKS					
LĀTY	57	0.0077	DCS-LACKS					? [Cologne Addition]
SĀRAS	56	0.0076	DCS-LACKS					SĀRASUNDARĪ, ein Commentar zum AMARAKOṢA; nach Anfüh- rungen im ŚKDR.
CĀT	56	0.0076	DCS-LACKS					Gedicht vom Vogel Cātaka in der Zeitschrift für die Kunde des Morgenlandes, IV, S. 374--376.
JYOT	56	0.0076	DCS-LACKS					JYOTIṢA.
BRAHMA-P. IN LA. (II)	56	0.0076	DCS-LACKS					BRAHMAPURĀṆA in LASSEN'S Anthologie (GILD. Bibl. 48).
BRĀHMAṆA	56	0.0076	DCS-LACKS					? [Cologne Addition]
MAŚ	56	0.0076	DCS-LACKS					MAŚAKA'S KALPASŪTRĀṆI.
NĀRADA	55	0.0074	DCS-LACKS					? [Cologne Addition]
AS. RES	55	0.0074	DCS-LACKS					
KĀVYAPR	54	0.0073	DCS-LACKS					? [Cologne Addition]
GOP. BR	54	0.0073	DCS-HAS-UNMAPPED	Gopathabrāhmaṇa	30459	yes		GOPATHABRĀHMAṆA ? [Cologne Addition]
NIDĀNA	54	0.0073	DCS-LACKS					? [Cologne Addition]
DURGĀD	54	0.0073	DCS-LACKS					? [Cologne Addition]
VIKRAM	53	0.0072	DCS-LACKS					VIKRAMORVAŚĪ, ed. BOLLENSEN (GILD. Bibl. 206). Eine einfache Zahl verweist auf einen Śloka, eine doppelte--auf Seite und
MĀṆḌ. UP	52	0.0070	DCS-LACKS					GAUḌAPĀDA'S Kārikā zur MĀṆḌ. UP. in der Biblio- theca indica.
GAṆITĀDHY	52	0.0070	DCS-LACKS					GAṆITĀDHYĀYA ? [Cologne Addition]
BHARTṚ. SUPPL	51	0.0069	DCS-LACKS					BHARTṚHARI, Ausg. von BOHLEN (GILD. Bibl. 156), mit Berück- sichtigung des Werkchens; Variae lectiones ad Bohlenii editi
KAIY	50	0.0068	DCS-LACKS					KAIYAṬA, ein Erklärer von PATAÑJALI'S MAHĀBHĀṢYA.
ŚUK. IN LA	50	0.0068	DCS-HAS-UNMAPPED	Śukasaptati	9678	yes		ŚUKASAPTATI in LASSEN'S Anthologie (GILD. Bibl. 48).
PĀRŚVANĀTHAK	50	0.0068	DCS-LACKS					? [Cologne Addition]
VARĀH	50	0.0068	DCS-LACKS					? [Cologne Addition]
BHĀG	50	0.0068	DCS-LACKS					? [Cologne Addition]
ITIH	49	0.0066	DCS-LACKS					ITIHĀSA.
VAIJ. A. A. O	49	0.0066	DCS-LACKS					VAIJAYANTĪ, ein Wörterbuch. Excerpte daraus, angeführt in den Scholien zu KIR. und ŚIŚ., verdanken wir Professor STENZLE
LA	49	0.0066	DCS-LACKS					LASSEN'S Anthologie (GILD. Bibl. 48).
NAX	49	0.0066	DCS-LACKS					? [Cologne Addition]
SAM̃GĪTADĀM	49	0.0066	DCS-LACKS					? [Cologne Addition]
BHAVIṢYA-P	49	0.0066	DCS-LACKS					BHAVIṢYAPURĀṆA ? [Cologne Addition]
KÖPPEN	49	0.0066	DCS-LACKS					? [Cologne Addition]
MÉL. ASIAT	48	0.0065	DCS-LACKS					
MADHYAM	48	0.0065	DCS-LACKS					MADHYAMAKAVṚTTI, handschriftlich in der Kais. Bibl. zu Paris, nach Mittheilungen von A. SCHIEFNER.
DĀY	47	0.0064	DCS-LACKS					DĀYABHĀGA, ed. Calc. 1829 (GILD. Bibl. 344).
PAÑCAT. PR	46	0.0062	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
COLEBR. MISC. ESS VII,	46	0.0062	DCS-LACKS					? [Cologne Addition]
MÜLLER	45	0.0061	DCS-LACKS					? [Cologne Addition]
MED. ṬH	44	0.0059	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
ANUKR	44	0.0059	DCS-LACKS					ANUKRAMAṆIKĀ.
WEBER, PRATIJÑĀS	44	0.0059	DCS-LACKS					= ? [Cologne Addition]
ANUPADA	44	0.0059	DCS-LACKS					? [Cologne Addition]
AŚOKĀVAD	44	0.0059	DCS-LACKS					AŚOKĀVADĀNA? [Cologne Addition]
VIVĀDAC	43	0.0058	DCS-LACKS					VIVĀDACINTĀMAṆI, ed. Calc. (GILD. Bibl. 351).
BALA	43	0.0058	DCS-LACKS					? [Cologne Addition]
PADMA-P	43	0.0058	DCS-LACKS					PADMAPURĀṆA ? [Cologne Addition]
TANTRASĀRA	43	0.0058	DCS-LACKS					? [Cologne Addition]
MED. KH	42	0.0057	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
VAIDY	42	0.0057	DCS-LACKS					VAIDYAKA.
PAÑCAT II,	42	0.0057	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
BṚHADD	42	0.0057	DCS-LACKS					? [Cologne Addition]
HIOUEN-THSANG II,	42	0.0057	DCS-LACKS					Histoire de la vie de HIOUEN-THSANG et de ses voya- ges dans l'Inde, traduite du Chinois par STANISLAS YULIEN. Paris 185
NĀGĀN	42	0.0057	DCS-LACKS					? [Cologne Addition]
MAHĀVĪRAC	41	0.0055	DCS-LACKS					? [Cologne Addition]
IND. ST. II,	41	0.0055	DCS-LACKS					
VĀCASP	41	0.0055	DCS-LACKS					VĀCASPATI.
TANTRAS	41	0.0055	DCS-HAS-UNMAPPED	Tantrasāra	14215	no		TANTRASĀRA, nach Anführungen im ŚKDR.
VYAVAHĀRAT	41	0.0055	DCS-LACKS					VYAVAHĀRATATTVA, ed. Calc. (GILD. Bibl. 342).
VĀRĀHA-P	41	0.0055	DCS-LACKS					= ? [Cologne Addition]
AJAYAPĀLA	41	0.0055	DCS-LACKS					? [Cologne Addition]
UTPALA	41	0.0055	DCS-LACKS					? [Cologne Addition]
MED. ANH	40	0.0054	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
PURĀṆA	40	0.0054	DCS-LACKS					? [Cologne Addition]
LIṄGA-P	40	0.0054	DCS-HAS-UNMAPPED	Liṅgapurāṇa	127599	yes		LIṄGAPURĀṆA.
ŚĀṆḌ	40	0.0054	DCS-LACKS					bhakti-sūtra, by śāṇḍilya [Cologne Addition]
KĀTANTRA	39	0.0053	DCS-LACKS					? [Cologne Addition]
ŚRUT. (BR.)	39	0.0053	DCS-LACKS					? [Cologne Addition]
PAÑCAT III,	39	0.0053	DCS-LACKS					PAÑCATANTRA. Pantschatantrum sive quinquepartitum de moribus exponens, ex codicibus manuscriptis edidit, commentariis cr
COLEBR. MISC. ESS VI,	39	0.0053	DCS-LACKS					? [Cologne Addition]
NIDĀNAS	39	0.0053	DCS-LACKS					? [Cologne Addition]
LANGL	38	0.0051	DCS-LACKS					? [Cologne Addition]
Z. F. VGL. SPR	38	0.0051	DCS-LACKS					? [Cologne Addition]
MĀRK. P. S	38	0.0051	DCS-LACKS					MĀRKĀṆḌEYAPURĀṆA in der Bibliotheca indica.
GOLD. MĀN	38	0.0051	DCS-LACKS					MĀNAVA-KALPA-SŪTRA; being a portion of this ancient work on Vaidik rites, together with the Commentary of KUMĀRILA- SVĀM
ŚABDĀRTHAKALPATARU	38	0.0051	DCS-LACKS					? [Cologne Addition]
KĀD	37	0.0050	DCS-LACKS					? [Cologne Addition]
CHANDAS	37	0.0050	DCS-LACKS					? [Cologne Addition]
MED. ḌH	37	0.0050	DCS-LACKS					MEDINĪKOṢA, ed. Calc. (GILD. Bibl. 258). Die Wörter sind zu- nächst nach dem letzten Consonanten im Worte angeordnet: al
